Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
0056.TW,元大高股息,2026-04-20,看漲 FVG,41.6,40.99,43.68,⏳ 待回測,⚡結構突破,0,74.44,-,2,False
009816.TW,凱基台灣TOP50,2026-04-20,看漲 FVG,12.17,11.94,12.78,⏳ 待回測,⚡結構突破,0,74.48,-,2,False
2317.TW,鴻海,2026-04-14,看漲 FVG,206.5,201.49,216.83,✅ 已站穩,🟢 買進,0,60.75,2026-04-16,2,False
2352.TW,佳世達,2026-04-17,看漲 FVG,25.55,25.32,26.83,✅ 已站穩,🟢 買進,0,66.0,2026-04-21,2,True
2367.TW,燿華,2026-04-17,看跌 FVG,69.4,70.45,65.93,❌ 已失效,實體過中線,0,37.31,-,2,False
7792.TWO,安葆,2026-04-08,看漲 FVG,341.0,314.92,358.05,💰 已達標,獲利點,1,63.6,-,2,False
0050.TW,元大台灣50,2026-04-20,看漲 FVG,85.0,84.08,89.25,⏳ 待回測,監控中,0,73.93,-,3,False
2009.TW,第一銅,2026-04-13,看漲 FVG,41.55,40.65,43.63,❌ 已失效,實體破中線,0,45.76,-,3,False
2485.TW,兆赫,2026-04-20,看跌 FVG,72.8,76.98,69.16,⏳ 待回測,監控中,0,37.7,-,3,False
3702.TW,大聯大,2026-04-17,看漲 FVG,100.0,98.01,105.0,⏳ 待回測,監控中,0,58.01,-,3,False
4142.TW,國光生,2026-04-20,看跌 FVG,18.15,18.44,17.24,⏳ 待回測,監控中 🧹,0,42.37,-,3,False
6136.TW,富爾特,2026-04-20,看漲 FVG,24.6,24.33,25.83,⏳ 待回測,監控中 🧹,0,53.66,-,3,False
6188.TWO,廣明,2026-04-08,看漲 FVG,87.5,86.47,91.88,❌ 已失效,實體破中線,0,35.36,2026-04-10,3,False
1721.TW,三晃,2026-04-20,看漲 FVG,24.8,20.4,26.04,⏳ 待回測,⚡結構突破 ⚠️過熱,0,67.37,-,4,False
2327.TW,國巨*,2026-04-14,看漲 FVG,316.5,309.44,332.32,💰 已達標,獲利點,1,76.34,2026-04-16,4,False
2409.TW,友達,2026-04-20,看跌 FVG,19.7,19.9,18.71,⏳ 待回測,監控中 🧹 ⚠️過熱,0,72.77,-,4,False
3105.TWO,穩懋,2026-04-20,看漲 FVG,585.0,536.3,614.25,⏳ 待回測,⚡結構突破 ⚠️過熱,0,81.6,-,4,False
3714.TW,富采,2026-04-16,看漲 FVG,74.5,68.75,78.23,💰 已達標,獲利點,1,74.38,2026-04-20,4,False
6806.TW,森崴能源,2026-04-20,看漲 FVG,29.8,24.53,31.29,⏳ 待回測,監控中 ⚠️過熱,0,30.52,-,4,False
8104.TW,錸寶,2026-04-17,看漲 FVG,38.7,38.16,40.64,❌ 已失效,實體破中線,1,68.24,-,4,False
