股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
6949.TW,沛爾生醫-創,🔥 訊號出現,711.0,74.65,🟢 黃金標的,83.33%,83.33%,23.86%,0.98%,6,718.0,0.8333,0.2386
6515.TW,穎崴,🔥 訊號出現,8560.0,56.54,🟢 黃金標的,25.00%,75.00%,4.52%,-6.17%,4,8032.06,0.75,0.0452
6217.TWO,中探針,🔥 訊號出現,240.0,64.53,🟢 黃金標的,71.43%,57.14%,10.94%,-1.53%,7,236.32,0.5714,0.1094
7610.TW,聯友金屬-創,🔥 訊號出現,547.0,89.82,🟢 黃金標的,66.67%,55.56%,8.26%,-4.83%,9,520.57,0.5556,0.0826
5013.TWO,強新,🔥 訊號出現,31.3999996185,64.0,🔵 穩健標的,28.57%,57.14%,0.72%,-0.85%,7,31.13,0.5714,0.0072
3583.TW,辛耘,🔥 訊號出現,702.0,86.27,🟡 妖股/高波動,71.43%,42.86%,5.25%,-2.35%,7,685.49,0.4286,0.0525
4949.TW,有成精密,🔥 訊號出現,93.0999984741,75.2,🟡 妖股/高波動,40.00%,40.00%,6.89%,-2.45%,5,90.82,0.4,0.0689
6451.TW,訊芯-KY,🔥 訊號出現,475.0,78.04,🟡 妖股/高波動,50.00%,37.50%,4.60%,-4.48%,8,453.71,0.375,0.046
3556.TWO,禾瑞亞,🔥 訊號出現,48.9000015259,66.49,🟡 妖股/高波動,33.33%,33.33%,7.27%,-2.34%,3,47.76,0.3333,0.0727
3532.TW,台勝科,🔥 訊號出現,182.0,68.97,🟡 妖股/高波動,50.00%,33.33%,4.69%,-5.45%,6,172.08,0.3333,0.0469
8064.TWO,東捷,🔥 訊號出現,83.0,66.26,🟡 妖股/高波動,30.00%,30.00%,3.36%,-5.22%,10,78.67,0.3,0.0336
2897.TW,王道銀行,🔥 訊號出現,10.3500003815,82.67,⚪ 一般監控,40.00%,60.00%,1.78%,-1.03%,5,10.24,0.6,0.0178
4541.TWO,晟田,🔥 訊號出現,46.3499984741,67.05,⚪ 一般監控,40.00%,60.00%,1.77%,-1.98%,5,45.43,0.6,0.0177
3171.TWO,炎洲流通,🔥 訊號出現,72.5,82.72,⚪ 一般監控,33.33%,50.00%,3.92%,-2.33%,6,70.81,0.5,0.0392
2305.TW,全友,🔥 訊號出現,19.7999992371,75.38,⚪ 一般監控,37.50%,50.00%,1.28%,-4.37%,8,18.93,0.5,0.0128
9960.TWO,邁達康,🔥 訊號出現,26.0499992371,100.0,⚪ 一般監控,62.50%,50.00%,2.66%,-0.72%,8,25.86,0.5,0.0266
2379.TW,瑞昱,🔥 訊號出現,525.0,71.36,⚪ 一般監控,0.00%,50.00%,3.13%,-2.19%,2,513.5,0.5,0.0313
4908.TWO,前鼎,🔥 訊號出現,141.5,66.27,⚪ 一般監控,63.64%,45.45%,6.33%,-4.78%,11,134.74,0.4545,0.0633
6261.TWO,久元,🔥 訊號出現,82.6999969482,77.54,⚪ 一般監控,14.29%,42.86%,1.41%,-2.84%,7,80.35,0.4286,0.0141
3004.TW,豐達科,🔥 訊號出現,119.0,69.83,⚪ 一般監控,40.00%,40.00%,0.19%,-3.34%,5,115.02,0.4,0.0019
2484.TW,希華,🔥 訊號出現,34.9000015259,64.93,⚪ 一般監控,50.00%,37.50%,1.58%,-3.97%,8,33.51,0.375,0.0158
6937.TW,天虹,🔥 訊號出現,312.5,65.02,⚪ 一般監控,62.50%,37.50%,1.08%,-3.90%,8,300.31,0.375,0.0108
3362.TWO,先進光,🔥 訊號出現,105.5,63.72,⚪ 一般監控,0.00%,33.33%,2.42%,-4.81%,3,100.42,0.3333,0.0242
5515.TW,建國,🔥 訊號出現,43.0,71.17,⚪ 一般監控,25.00%,25.00%,1.22%,-2.77%,4,41.81,0.25,0.0122
3168.TW,眾福科,🔥 訊號出現,44.4000015259,80.18,⚪ 一般監控,50.00%,25.00%,2.55%,-2.71%,4,43.2,0.25,0.0255
1709.TW,和益,🔥 訊號出現,19.2000007629,65.62,⚪ 一般監控,0.00%,20.00%,0.80%,-2.55%,5,18.71,0.2,0.008
8182.TWO,加高,🔥 訊號出現,32.6500015259,71.38,⚪ 一般監控,60.00%,20.00%,2.71%,-1.76%,5,32.07,0.2,0.0271
2748.TW,雲品,🔥 訊號出現,45.2999992371,83.24,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,1,45.3,0.0,
2417.TW,圓剛,🔥 訊號出現,41.0499992371,70.22,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,1,41.05,0.0,
