股票代碼,訊號日期,訊號收盤,買入日期,買入價格,賣出日期,賣出價格,獲利%,raw_pnl,狀態,股票標的
2409.TW,2026-01-02,12.6,2026-01-05,12.9,2026-01-23,15.4,19.38%,0.1937984553437295,交易結束,2409.TW 友達
2409.TW,2026-03-12,17.25,2026-03-13,16.75,2026-03-17,15.8,-5.67%,-0.0567164065253731,交易結束,2409.TW 友達
1815.TWO,2026-01-16,98.8,2026-01-19,100.5,2026-01-26,94.0,-6.47%,-0.06467661691542288,交易結束,1815.TWO 富喬
1717.TW,2026-01-02,41.95,2026-01-05,43.0,2026-01-26,64.0,48.84%,0.4883720930232558,交易結束,1717.TW 長興
2489.TW,2026-01-02,15.4,2026-01-05,15.7,2026-01-14,15.9,1.27%,0.01273884150505085,交易結束,2489.TW 瑞軒
2489.TW,2026-01-20,19.15,2026-01-21,19.15,2026-02-02,20.0,4.44%,0.044386443782424415,交易結束,2489.TW 瑞軒
2489.TW,2026-02-26,39.6,2026-03-02,41.05,2026-03-11,38.9,-5.24%,-0.05237509747032796,交易結束,2489.TW 瑞軒
3714.TW,2026-01-26,37.9,2026-01-27,38.9,2026-01-30,36.05,-7.33%,-0.0732648374551461,交易結束,3714.TW 富采
3714.TW,2026-02-24,38.4,2026-02-25,38.6,2026-03-05,37.6,-2.59%,-0.02590673677541683,交易結束,3714.TW 富采
3714.TW,2026-03-06,39.15,2026-03-09,35.35,2026-03-10,37.65,6.51%,0.06506373836154916,交易結束,3714.TW 富采
3714.TW,2026-03-11,39.7,2026-03-12,39.3,2026-03-31,47.0,19.59%,0.1959287763962865,交易結束,3714.TW 富采
3714.TW,2026-04-02,54.2,2026-04-07,55.4,持股中,52.4,-5.42%,-0.054151623057220905,續抱中,3714.TW 富采
1785.TWO,2026-03-12,83.5,2026-03-13,82.1,2026-03-25,95.0,15.71%,0.15712547826623338,交易結束,1785.TWO 光洋科
6190.TWO,2026-01-12,49.9,2026-01-13,49.85,2026-01-22,50.2,0.70%,0.0070211093182248685,交易結束,6190.TWO 萬泰科
6190.TWO,2026-01-26,56.9,2026-01-27,59.1,2026-01-30,49.35,-16.50%,-0.16497462354881182,交易結束,6190.TWO 萬泰科
6190.TWO,2026-04-08,61.0,2026-04-09,62.9,持股中,62.9,0.00%,0.0,續抱中,6190.TWO 萬泰科
3264.TWO,2026-01-19,154.5,2026-01-20,143.0,2026-02-03,158.5,10.84%,0.10839160839160839,交易結束,3264.TWO 欣銓
8039.TW,2026-01-23,94.2,2026-01-26,95.2,2026-01-30,90.9,-4.52%,-0.045168020589745436,交易結束,8039.TW 台虹
1711.TW,2026-01-02,20.3,2026-01-05,20.9,2026-01-22,23.05,10.29%,0.10287079702608651,交易結束,1711.TW 永光
1711.TW,2026-02-24,27.8,2026-02-25,29.05,2026-03-10,25.8,-11.19%,-0.11187607866954424,交易結束,1711.TW 永光
1711.TW,2026-03-12,29.4,2026-03-13,29.0,2026-03-27,37.65,29.83%,0.29827591468620696,交易結束,1711.TW 永光
8028.TW,2026-01-02,186.5,2026-01-05,190.0,2026-01-14,186.5,-1.84%,-0.018421052631578946,交易結束,8028.TW 昇陽半導體
8028.TW,2026-02-26,188.0,2026-03-02,181.0,2026-03-05,176.0,-2.76%,-0.027624309392265192,交易結束,8028.TW 昇陽半導體
8028.TW,2026-03-18,197.0,2026-03-19,191.5,2026-03-24,186.5,-2.61%,-0.02610966057441253,交易結束,8028.TW 昇陽半導體
2486.TW,2026-01-23,105.5,2026-01-26,114.5,2026-02-26,143.0,24.89%,0.24890829694323144,交易結束,2486.TW 一詮
2426.TW,2026-03-05,20.75,2026-03-06,21.55,2026-03-25,34.35,59.40%,0.593967503022636,交易結束,2426.TW 鼎元
6213.TW,2026-02-25,146.5,2026-02-26,148.0,2026-03-05,127.0,-14.19%,-0.14189189189189189,交易結束,6213.TW 聯茂
6213.TW,2026-03-17,154.0,2026-03-18,159.0,2026-03-24,139.5,-12.26%,-0.12264150943396226,交易結束,6213.TW 聯茂
6213.TW,2026-04-02,170.0,2026-04-07,180.5,持股中,197.5,9.42%,0.09418282548476455,續抱中,6213.TW 聯茂
5443.TWO,2026-01-02,94.0,2026-01-05,98.0,2026-01-19,96.8,-1.22%,-0.012244866818367301,交易結束,5443.TWO 均豪
5443.TWO,2026-03-06,95.1,2026-03-09,90.2,2026-03-10,93.0,3.10%,0.031042163487078483,交易結束,5443.TWO 均豪
5388.TW,2026-01-05,81.0,2026-01-06,81.6,2026-01-07,79.6,-2.45%,-0.02450980437989596,交易結束,5388.TW 中磊
5388.TW,2026-04-02,77.36,2026-04-07,77.36,持股中,80.1,3.55%,0.03548375547788163,續抱中,5388.TW 中磊
8027.TWO,2026-03-23,117.0,2026-03-24,118.5,2026-04-09,133.5,12.66%,0.12658227848101267,交易結束,8027.TWO 鈦昇
6217.TWO,2026-01-19,58.0,2026-01-20,59.5,2026-02-02,58.2,-2.18%,-0.021848726673949635,交易結束,6217.TWO 中探針
6217.TWO,2026-02-23,70.5,2026-02-24,72.1,2026-04-01,178.0,146.88%,1.4687933948284582,交易結束,6217.TWO 中探針
3026.TW,2026-01-19,109.0,2026-01-20,109.0,2026-01-22,107.5,-1.38%,-0.013761467889908258,交易結束,3026.TW 禾伸堂
3026.TW,2026-03-27,151.0,2026-03-30,150.5,持股中,170.0,12.96%,0.12956810631229235,續抱中,3026.TW 禾伸堂
8064.TWO,2026-01-02,48.45,2026-01-05,48.2,2026-01-12,50.2,4.15%,0.04149377527685475,交易結束,8064.TWO 東捷
8064.TWO,2026-01-13,55.8,2026-01-14,57.4,2026-01-30,55.5,-3.31%,-0.033101070999844565,交易結束,8064.TWO 東捷
8064.TWO,2026-03-11,55.7,2026-03-12,55.1,2026-03-31,66.7,21.05%,0.21052629392635336,交易結束,8064.TWO 東捷
4927.TW,2026-01-07,37.7,2026-01-08,37.1,2026-01-21,37.05,-0.13%,-0.001347688384270408,交易結束,4927.TW 泰鼎-KY
4927.TW,2026-02-25,44.25,2026-02-26,44.5,2026-03-10,43.1,-3.15%,-0.03146070844719106,交易結束,4927.TW 泰鼎-KY
4927.TW,2026-03-17,49.55,2026-03-18,53.5,2026-03-24,43.5,-18.69%,-0.18691588785046728,交易結束,4927.TW 泰鼎-KY
2495.TW,2026-01-07,33.3,2026-01-08,33.6,2026-01-12,32.2,-4.17%,-0.04166660043985318,交易結束,2495.TW 普安
3049.TW,2026-01-07,7.19,2026-01-08,7.48,2026-01-12,6.98,-6.68%,-0.06684491961540936,交易結束,3049.TW 精金
3049.TW,2026-01-22,11.1,2026-01-23,12.15,2026-01-29,8.65,-28.81%,-0.28806585266642987,交易結束,3049.TW 精金
3049.TW,2026-03-05,13.5,2026-03-06,13.75,2026-03-16,12.85,-6.55%,-0.06545451770909097,交易結束,3049.TW 精金
3049.TW,2026-03-18,14.95,2026-03-19,14.95,2026-03-26,11.85,-20.74%,-0.207357823902551,交易結束,3049.TW 精金
6672.TW,2026-01-14,100.5,2026-01-15,102.0,2026-01-28,98.0,-3.92%,-0.0392156862745098,交易結束,6672.TW 騰輝電子-KY
6672.TW,2026-02-05,105.5,2026-02-06,104.0,2026-02-09,104.0,0.00%,0.0,交易結束,6672.TW 騰輝電子-KY
4908.TWO,2026-01-27,77.2,2026-01-28,78.9,2026-02-02,71.0,-10.01%,-0.10012676011554592,交易結束,4908.TWO 前鼎
4908.TWO,2026-02-05,77.0,2026-02-06,77.9,2026-02-09,75.0,-3.72%,-0.03722723323613556,交易結束,4908.TWO 前鼎
4908.TWO,2026-02-11,79.2,2026-02-23,80.7,2026-03-10,90.0,11.52%,0.1152416778623861,交易結束,4908.TWO 前鼎
3042.TW,2026-01-20,88.5,2026-01-21,88.0,2026-02-02,86.1,-2.16%,-0.021590926430681764,交易結束,3042.TW 晶技
3042.TW,2026-02-24,91.6,2026-02-25,92.2,2026-03-05,89.7,-2.71%,-0.027114968359538617,交易結束,3042.TW 晶技
6274.TWO,2026-01-23,504.0,2026-01-26,512.0,2026-02-03,510.0,-0.39%,-0.00390625,交易結束,6274.TWO 台燿
6274.TWO,2026-04-08,725.0,2026-04-09,731.0,持股中,731.0,0.00%,0.0,續抱中,6274.TWO 台燿
2316.TW,2026-02-25,102.5,2026-02-26,107.5,2026-03-04,95.0,-11.63%,-0.11627906976744186,交易結束,2316.TW 楠梓電
