Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
00990A.TW,主動元大AI新經濟,2026-03-30,看跌 FVG,11.61,11.88,11.03,❌ 已失效,實體過中線,0,50.89,-,2,False
2009.TW,第一銅,2026-03-23,看跌 FVG,41.3,41.71,39.23,⚠️ 壓力確認,🔴 放空,0,35.14,2026-03-26,2,False
2352.TW,佳世達,2026-03-30,看跌 FVG,23.25,23.47,22.09,⚠️ 壓力確認,🔴 放空,0,51.19,2026-04-01,2,True
6188.TWO,廣明,2026-03-30,看跌 FVG,89.5,90.55,85.02,⏳ 待回測,⚡結構突破,1,44.35,-,2,False
0050.TW,元大台灣50,2026-03-31,看漲 FVG,74.6,73.68,78.33,⏳ 待回測,監控中 🧹,1,29.33,-,3,False
0056.TW,元大高股息,2026-03-30,看跌 FVG,37.66,38.26,35.78,❌ 已失效,實體過中線,1,49.67,-,3,False
00635U.TW,期元大S&P黃金,2026-03-31,看漲 FVG,49.24,47.53,51.7,⏳ 待回測,監控中,0,26.76,-,3,False
00738U.TW,期元大道瓊白銀,2026-03-31,看漲 FVG,60.25,57.21,63.26,⏳ 待回測,監控中,0,30.5,-,3,False
00929.TW,復華台灣科技優息,2026-03-30,看跌 FVG,19.01,19.21,18.06,⚠️ 壓力確認,🔴 放空,0,50.94,2026-04-01,3,True
009816.TW,凱基台灣TOP50,2026-03-31,看漲 FVG,10.53,10.45,11.06,⏳ 待回測,監控中 🧹,1,31.05,-,3,False
2317.TW,鴻海,2026-03-30,看跌 FVG,192.5,197.48,182.88,❌ 已失效,實體過中線,0,34.34,-,3,False
2327.TW,國巨*,2026-03-27,看跌 FVG,258.0,260.29,245.1,💰 已達標,獲利點,0,55.11,2026-03-31,3,False
2409.TW,友達,2026-03-31,看漲 FVG,14.95,14.23,15.7,⏳ 待回測,監控中 🧹,0,30.28,-,3,False
3105.TWO,穩懋,2026-03-25,看漲 FVG,348.5,332.83,365.93,💰 已達標,獲利點,0,59.78,2026-03-27,3,False
3702.TW,大聯大,2026-03-30,看跌 FVG,90.4,91.05,85.88,⚠️ 壓力確認,🔴 放空,0,76.99,2026-04-01,3,True
4142.TW,國光生,2026-03-17,看漲 FVG,18.0,17.41,18.9,💰 已達標,獲利點,0,47.95,2026-03-19,3,False
6136.TW,富爾特,2026-03-24,看漲 FVG,24.1,23.88,25.31,⏳ 待回測,監控中,1,60.38,-,3,False
6806.TW,森崴能源,2026-03-30,看跌 FVG,38.3,38.59,36.38,❌ 已失效,實體過中線,0,42.86,-,3,False
7792.TWO,安葆,2026-03-13,看跌 FVG,329.5,336.67,313.02,💰 已達標,獲利點,0,47.08,-,3,False
2367.TW,燿華,2026-03-16,看漲 FVG,75.6,73.43,79.38,❌ 已失效,實體破中線,0,70.47,2026-03-18,4,False
2485.TW,兆赫,2026-03-31,看漲 FVG,80.7,80.0,84.74,⏳ 待回測,監控中 ⚠️過熱,0,76.13,-,4,False
