====================================================================================================
📊 全市場量子掃描明日盲測大盤觀測總表 (20260803 盤後計算適用)
====================================================================================================
股號          | 名稱          | 收盤       | 今日訊號       |      累積收益 |    次數 |       勝率 | 今日最佳特徵數值理由
----------------------------------------------------------------------------------------------------
00400A.TW    | 主動國泰動能高息   | 13.25      | ❄️ 空倉          |      +14.31% |     16 |    53.33% | [P:0.39] RSI:46.55|MACD:-0.45|KD_Diff:7.18|BIAS_20:-1.51
00401A.TW    | 主動摩根台灣鑫收   | 12.75      | 🟢 持股           |      +11.09% |      9 |    54.24% | [P:0.62] RSI:47.01|MACD:-0.29|KD_Diff:7.66|BIAS_20:-0.68
00402A.TW    | 主動安聯美國科技   | 9.49       | 🟢 持股           |       +0.00% |      1 |    42.86% | [P:0.50] [⚠️降級預設] RSI:44.94|MACD:-0.14|KD_Diff:11.18|D_Value:31.28
00403A.TW    | 主動統一升級50   | 9.39       | 🟢 持股           |       +6.59% |      3 |    53.19% | [P:0.50] [⚠️降級預設] RSI:42.17|MACD:-0.41|KD_Diff:8.76|D_Value:29.68
00404A.TW    | 主動聯博動能50   | 9.27       | 🟢 持股           |       -0.10% |      3 |    52.38% | [P:0.50] [⚠️降級預設] RSI:45.14|MACD:-0.26|KD_Diff:10.32|D_Value:38.26
00405A.TW    | 主動富邦台灣龍耀   | 7.66       | 🟢 持股           |       +0.00% |      1 |    33.33% | [P:0.50] [⚠️降級預設] RSI:43.48|MACD:-0.49|KD_Diff:7.48|D_Value:29.23
00406A.TW    | 主動中信台灣收益   | 8.81       | 🟢 持股           |       +0.00% |      1 |    43.75% | [P:0.50] [⚠️降級預設] RSI:43.28|MACD:-0.38|KD_Diff:5.74|D_Value:31.25
0050.TW      | 元大台灣50     | 102.00     | ❄️ 空倉          |      +43.38% |     36 |    48.78% | [P:0.34] Vol_Ratio:0.51|BIAS_20:-0.34|MA_Slope:-0.30|BB_Upper:8.21
0052.TW      | 富邦科技       | 59.15      | ❄️ 空倉          |      +19.45% |     20 |    50.98% | [P:0.46] MACD:-1.02|D_Value:38.84|Vol_Ratio:0.45|BB_Upper:9.64
0053.TW      | 元大電子       | 228.80     | 💥 賣出           |      +42.71% |     21 |    48.75% | [P:0.50] [⚠️降級預設] RSI:47.80|MACD:-4.72|KD_Diff:11.85|D_Value:37.90
0056.TW      | 元大高股息      | 49.82      | 🟢 持股           |       +6.27% |     29 |    51.30% | [P:0.58] KD_Diff:10.24|Vol_Ratio:0.43|BB_Upper:8.99|MA_Bull:0.00
0061.TW      | 元大寶滬深      | 24.46      | 🟢 持股           |       +9.53% |     11 |    51.76% | [P:0.52] [⚠️降級預設] RSI:44.92|MACD:-0.13|KD_Diff:-5.58|D_Value:44.06
006201.TWO   | 元大富櫃50     | 39.88      | ❄️ 空倉          |      +66.52% |     44 |    50.12% | [P:0.42] Vol_Ratio:0.99|MA_Slope:-1.00|BB_Upper:24.58|MA_Bull:0.00
