Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
2009.TW,第一銅,2026-03-23,看跌 FVG,41.3,41.71,39.23,⚠️ 壓力確認,🔴 放空,0,35.14,2026-03-26,2,False
2409.TW,友達,2026-03-27,看跌 FVG,14.3,14.82,13.59,⏳ 待回測,⚡結構突破,0,40.32,-,2,False
6188.TWO,廣明,2026-03-27,看跌 FVG,89.7,92.06,85.22,⏳ 待回測,⚡結構突破,0,55.34,-,2,False
0050.TW,元大台灣50,2026-03-27,看跌 FVG,74.05,75.98,70.35,⏳ 待回測,監控中,0,54.35,-,3,False
0056.TW,元大高股息,2026-03-27,看跌 FVG,37.93,38.74,36.03,⏳ 待回測,監控中,0,59.82,-,3,False
00635U.TW,期元大S&P黃金,2026-03-26,看跌 FVG,47.04,48.33,44.69,❌ 已失效,實體過中線,0,26.73,-,3,False
00929.TW,復華台灣科技優息,2026-03-27,看跌 FVG,19.15,19.54,18.19,⏳ 待回測,監控中,0,61.73,-,3,False
009816.TW,凱基台灣TOP50,2026-03-27,看跌 FVG,10.5,10.79,9.97,⏳ 待回測,監控中,0,59.05,-,3,False
00990A.TW,主動元大AI新經濟,2026-03-27,看跌 FVG,11.82,12.5,11.23,⏳ 待回測,監控中,0,64.63,-,3,False
2317.TW,鴻海,2026-03-27,看跌 FVG,195.5,201.5,185.72,⏳ 待回測,監控中,0,37.78,-,3,False
2327.TW,國巨*,2026-03-27,看跌 FVG,258.0,260.29,245.1,⏳ 待回測,監控中,0,55.11,-,3,False
2352.TW,佳世達,2026-03-27,看跌 FVG,23.4,23.92,22.23,⏳ 待回測,監控中,0,55.84,-,3,False
3105.TWO,穩懋,2026-03-25,看漲 FVG,348.5,332.83,365.93,💰 已達標,獲利點,0,59.78,2026-03-27,3,False
4142.TW,國光生,2026-03-17,看漲 FVG,18.0,17.41,18.9,✅ 已站穩,🟢 買進,0,47.95,2026-03-19,3,False
6136.TW,富爾特,2026-03-24,看漲 FVG,24.1,23.88,25.31,⏳ 待回測,監控中,1,60.38,-,3,False
6806.TW,森崴能源,2026-03-23,看跌 FVG,40.05,40.85,38.05,⏳ 待回測,監控中,0,38.72,-,3,False
7792.TWO,安葆,2026-03-13,看跌 FVG,329.5,336.67,313.02,💰 已達標,獲利點,0,47.08,-,3,False
00738U.TW,期元大道瓊白銀,2026-03-27,看跌 FVG,57.5,57.99,54.62,⏳ 待回測,監控中 ⚠️過熱,0,34.82,-,4,False
2367.TW,燿華,2026-03-16,看漲 FVG,75.6,73.43,79.38,❌ 已失效,實體破中線,0,70.47,2026-03-18,4,False
2485.TW,兆赫,2026-03-20,看跌 FVG,78.5,79.09,74.58,💰 已達標,獲利點,0,71.11,2026-03-24,4,False
3702.TW,大聯大,2026-03-27,看跌 FVG,92.3,94.77,87.68,⏳ 待回測,監控中 🧹 ⚠️過熱,0,82.27,-,4,False
