股票代碼,訊號日期,訊號收盤,買入日期,買入價格,賣出日期,賣出價格,獲利%,raw_pnl,狀態,股票標的
4958.TW,2026-01-16,174.0,2026-01-19,180.0,2026-01-22,163.0,-9.44%,-0.09444444444444444,交易結束,4958.TW 臻鼎-KY
4958.TW,2026-01-29,178.0,2026-01-30,176.0,2026-02-10,182.0,3.41%,0.03409090909090909,交易結束,4958.TW 臻鼎-KY
4958.TW,2026-04-09,263.5,2026-04-10,271.0,持股中,260.0,-4.06%,-0.04059040590405904,續抱中,4958.TW 臻鼎-KY
6182.TWO,2026-01-07,34.95,2026-01-08,35.1,2026-01-28,39.45,12.39%,0.12393169452727555,交易結束,6182.TWO 合晶
3189.TW,2026-01-16,192.5,2026-01-19,190.94,2026-03-05,308.0,61.31%,0.6130949655277442,交易結束,3189.TW 景碩
3189.TW,2026-03-16,337.0,2026-03-17,342.5,2026-03-25,333.5,-2.63%,-0.026277372262773723,交易結束,3189.TW 景碩
3189.TW,2026-04-08,394.0,2026-04-09,393.0,2026-04-14,375.0,-4.58%,-0.04580152671755725,交易結束,3189.TW 景碩
4939.TWO,2026-01-15,40.3,2026-01-16,40.6,2026-01-28,42.0,3.45%,0.03448279750042618,交易結束,4939.TWO 亞電
4939.TWO,2026-03-13,33.8,2026-03-16,33.9,2026-03-17,32.55,-3.98%,-0.039823074573273436,交易結束,4939.TWO 亞電
4939.TWO,2026-04-15,34.05,2026-04-16,34.1,持股中,41.15,20.67%,0.2067449667821745,續抱中,4939.TWO 亞電
2484.TW,2026-01-13,23.0,2026-01-14,25.3,2026-02-02,27.05,6.92%,0.06916996256006974,交易結束,2484.TW 希華
2484.TW,2026-02-24,30.3,2026-02-25,31.25,2026-03-03,30.1,-3.68%,-0.03679998779200003,交易結束,2484.TW 希華
2484.TW,2026-03-27,30.9,2026-03-30,30.8,2026-03-31,28.8,-6.49%,-0.06493506654347281,交易結束,2484.TW 希華
2484.TW,2026-04-01,31.25,2026-04-02,32.0,2026-04-08,29.8,-6.88%,-0.06875002384062501,交易結束,2484.TW 希華
2484.TW,2026-04-10,31.75,2026-04-13,32.1,持股中,43.75,36.29%,0.3629284136975847,續抱中,2484.TW 希華
5498.TWO,2026-01-16,70.0,2026-01-19,71.5,2026-01-26,62.0,-13.29%,-0.13286713286713286,交易結束,5498.TWO 凱崴
5498.TWO,2026-04-16,69.3,2026-04-17,70.3,持股中,,nan%,,續抱中,5498.TWO 凱崴
8074.TWO,2026-01-09,56.3,2026-01-12,57.0,2026-02-02,61.6,8.07%,0.08070172761578943,交易結束,8074.TWO 鉅橡
8074.TWO,2026-04-16,69.7,2026-04-17,69.4,持股中,,nan%,,續抱中,8074.TWO 鉅橡
6163.TWO,2026-01-09,59.7,2026-01-12,62.7,2026-01-26,67.7,7.97%,0.07974475477612003,交易結束,6163.TWO 華電網
6163.TWO,2026-03-25,65.4,2026-03-26,66.8,2026-03-31,58.0,-13.17%,-0.1317365666132687,交易結束,6163.TWO 華電網
2464.TW,2026-01-05,67.0,2026-01-06,68.0,2026-01-14,64.0,-5.88%,-0.058823529411764705,交易結束,2464.TW 盟立
2464.TW,2026-01-26,70.5,2026-01-27,70.0,2026-02-02,66.7,-4.71%,-0.04714290074000006,交易結束,2464.TW 盟立
2464.TW,2026-02-04,72.0,2026-02-05,70.8,2026-02-06,68.6,-3.11%,-0.03107350964505456,交易結束,2464.TW 盟立
8046.TW,2026-01-13,268.0,2026-01-14,272.0,2026-02-03,378.0,38.97%,0.3897058823529412,交易結束,8046.TW 南電
8046.TW,2026-02-24,503.0,2026-02-25,530.0,2026-03-05,488.0,-7.92%,-0.07924528301886792,交易結束,8046.TW 南電
8046.TW,2026-03-16,566.0,2026-03-17,580.0,2026-03-25,510.0,-12.07%,-0.1206896551724138,交易結束,8046.TW 南電
2340.TW,2026-01-07,27.45,2026-01-08,28.45,2026-01-23,27.85,-2.11%,-0.02108964377190551,交易結束,2340.TW 台亞
2340.TW,2026-04-09,29.8,2026-04-10,29.5,2026-04-14,29.35,-0.51%,-0.0050847328305085,交易結束,2340.TW 台亞
3221.TWO,2026-01-14,26.1,2026-01-15,28.2,2026-01-23,25.75,-8.69%,-0.08687945732693837,交易結束,3221.TWO 台嘉碩
3221.TWO,2026-01-29,28.0,2026-01-30,28.75,2026-02-03,27.15,-5.57%,-0.05565218718260867,交易結束,3221.TWO 台嘉碩
3221.TWO,2026-02-04,31.15,2026-02-05,30.05,2026-02-09,28.6,-4.83%,-0.04825287495547816,交易結束,3221.TWO 台嘉碩
3221.TWO,2026-02-26,31.75,2026-03-02,31.5,2026-03-09,27.4,-13.02%,-0.13015874226984125,交易結束,3221.TWO 台嘉碩
3221.TWO,2026-03-30,36.85,2026-03-31,35.9,2026-04-07,36.0,0.28%,0.0027854726977616976,交易結束,3221.TWO 台嘉碩
3221.TWO,2026-04-16,45.7,2026-04-17,45.55,持股中,45.55,0.00%,0.0,續抱中,3221.TWO 台嘉碩
6147.TWO,2026-01-07,55.4,2026-01-08,55.4,2026-01-30,56.9,2.71%,0.027075811528610452,交易結束,6147.TWO 頎邦
6147.TWO,2026-03-17,65.4,2026-03-18,69.8,2026-04-01,75.4,8.02%,0.08022920099221367,交易結束,6147.TWO 頎邦
8289.TWO,2026-01-02,20.75,2026-01-05,21.0,2026-01-07,20.5,-2.38%,-0.023809523809523808,交易結束,8289.TWO 泰藝
8289.TWO,2026-01-12,20.7,2026-01-13,20.8,2026-01-28,24.8,19.23%,0.19230769936113193,交易結束,8289.TWO 泰藝
8289.TWO,2026-02-04,27.25,2026-02-05,28.5,2026-03-10,33.6,17.89%,0.17894731488070167,交易結束,8289.TWO 泰藝
8289.TWO,2026-03-25,38.8,2026-03-26,38.9,2026-03-27,36.05,-7.33%,-0.0732648374551461,交易結束,8289.TWO 泰藝
6141.TW,2026-01-08,11.75,2026-01-09,11.75,2026-01-21,11.5,-2.13%,-0.02127659574468085,交易結束,6141.TW 柏承
6141.TW,2026-01-22,12.0,2026-01-23,12.0,2026-01-26,11.8,-1.67%,-0.016666650774999958,交易結束,6141.TW 柏承
6141.TW,2026-02-26,12.4,2026-03-02,13.0,2026-03-25,21.1,62.31%,0.6230769524230768,交易結束,6141.TW 柏承
