股號,名稱,結構,最新價,均損益%,隔日勝率%,5日勝率%,建議,原因
00676R.TW,富邦臺灣加權反1,📉 趨勢轉弱,6.31,-1.53,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
4961.TW,天鈺,🚀 多頭強勢,159.0,-1.53,28.6,35.7,⏳ 觀望,"⏳ 觀望中 (缺: 5日線未勾頭, 量能不足)"
2012.TW,春雨,📉 趨勢轉弱,14.75,-1.57,0.0,50.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
8114.TW,振樺電,📈 月線上揚,179.0,0.31,50.0,35.7,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
6638.TWO,沅聖,🚀 多頭強勢,44.9,32.49,81.8,81.8,⏳ 觀望,"⏳ 觀望中 (缺: 5日線未勾頭, 量能不足)"
8028.TW,昇陽半導體,🚀 多頭強勢,241.0,-2.91,42.9,35.7,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
6972.TWO,博瑞達應材,⏳ 均線糾結,24.95,-5.34,15.4,30.8,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6443.TW,元晶,📉 趨勢轉弱,37.5,1.27,50.0,54.5,⚠️ 賣出,📢 趨勢轉向：跌破月線
2748.TW,雲品,📈 月線上揚,41.2,-8.24,75.0,25.0,⏳ 觀望,⏳ 觀望中 (缺: RSI動能弱)
6525.TW,捷敏-KY,🚀 多頭強勢,102.5,-0.1,54.5,59.1,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6877.TWO,鏵友益,📈 月線上揚,177.0,6.9,44.4,33.3,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
2758.TWO,路易莎咖啡,📉 趨勢轉弱,77.0,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
1802.TW,台玻,🚀 多頭強勢,72.8,4.82,55.6,33.3,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
9938.TW,百和,🔄 重新整理,45.35,-1.49,0.0,0.0,⏳ 觀望,⏳ 觀望中 (缺: RSI動能弱)
4442.TWO,竣邦-KY,📉 趨勢轉弱,55.9,-1.27,33.3,16.7,⚠️ 賣出,📢 趨勢轉向：跌破月線
00635U.TW,期元大S&P黃金,⏳ 均線糾結,47.66,3.68,66.7,58.3,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2408.TW,南亞科,🚀 多頭強勢,256.5,13.78,61.5,38.5,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2504.TW,國產,⏳ 均線糾結,34.7,-1.07,16.7,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
5546.TW,永固-KY,⏳ 均線糾結,16.35,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
3086.TWO,華義*,🚀 多頭強勢,43.4,10.83,45.5,27.3,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
2395.TW,研華,🚀 多頭強勢,396.5,-0.64,35.0,50.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
3050.TW,鈺德,📉 趨勢轉弱,12.35,-5.91,28.6,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
00984B.TWO,大華優利美A債15,⏳ 均線糾結,16.23,-0.42,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6591.TW,動力-KY,⏳ 均線糾結,57.8,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6176.TW,瑞儀,🚀 多頭強勢,102.5,-13.38,16.7,0.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
6811.TWO,宏�硌穈T,🚀 多頭強勢,204.5,-4.71,50.0,0.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
4544.TWO,春日,⏳ 均線糾結,16.1,-5.4,12.5,12.5,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
9949.TWO,琉園,📉 趨勢轉弱,24.85,-0.17,60.0,33.3,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
4510.TWO,高鋒,🚀 多頭強勢,48.4,0.1,54.5,45.5,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6194.TWO,育富,⏳ 均線糾結,32.45,-1.81,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6124.TWO,業強,⏳ 均線糾結,30.8,-1.41,25.0,16.7,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
00757.TW,統一FANG+,🚀 多頭強勢,122.85,0.0,66.7,100.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
2101.TW,南港,📉 趨勢轉弱,33.5,-4.95,50.0,50.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
00945B.TW,凱基美國非投等債,📈 月線上揚,14.49,-0.2,33.3,33.3,⏳ 觀望,"⏳ 觀望中 (缺: 量能不足, RSI動能弱)"
4556.TWO,旭然,🚀 多頭強勢,39.35,1.09,47.1,41.2,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
1612.TW,宏泰,🚀 多頭強勢,36.6,0.65,66.7,55.6,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6624.TWO,萬年清,📉 趨勢轉弱,50.8,-7.41,33.3,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
3081.TWO,聯亞,🚀 多頭強勢,2815.0,47.1,57.6,81.8,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
00685L.TW,群益臺灣加權正2,🚀 多頭強勢,243.65,7.5,70.6,70.6,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
6446.TW,藥華藥,📈 月線上揚,647.0,20.44,62.5,75.0,⏳ 觀望,"⏳ 觀望中 (缺: 量能不足, RSI動能弱)"
009813.TW,貝萊德標普卓越50,🚀 多頭強勢,10.92,-1.31,50.0,80.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
6485.TWO,點序,🚀 多頭強勢,90.7,25.0,66.7,75.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
5403.TWO,中菲,⏳ 均線糾結,96.5,0.0,0.0,0.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
6775.TWO,穎台科技,🚀 多頭強勢,48.7,1.03,40.0,73.3,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
00981D.TWO,主動中信非投等債,📈 月線上揚,10.38,-0.0,100.0,100.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
5455.TWO,昇益,📈 月線上揚,24.9,-0.59,50.0,0.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
2374.TW,佳能,🚀 多頭強勢,81.0,-0.35,40.0,46.7,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6113.TWO,亞矽,🚀 多頭強勢,23.25,1.24,46.2,61.5,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
6912.TWO,益鈞環科*,📉 趨勢轉弱,18.3,-1.88,50.0,16.7,⚠️ 賣出,📢 趨勢轉向：跌破月線
1443.TW,立益物流,📉 趨勢轉弱,22.4,0.66,50.0,0.0,⚠️ 賣出,📢 趨勢轉向：跌破月線
2025.TW,千興,📉 趨勢轉弱,10.95,-1.72,50.0,50.0,⚠️ 賣出,📢 趨勢轉向：跌破月線
6141.TW,柏承,🚀 多頭強勢,36.7,28.28,70.0,55.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
5243.TW,乙盛-KY,📉 趨勢轉弱,109.0,11.37,58.3,66.7,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2303.TW,聯電,🚀 多頭強勢,83.1,9.3,39.1,52.2,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
3372.TWO,典範,📈 月線上揚,19.6,-6.66,0.0,25.0,⏳ 觀望,"⏳ 觀望中 (缺: 量能不足, RSI動能弱)"
4968.TW,立積,🚀 多頭強勢,121.0,3.51,50.0,33.3,⏳ 觀望,⏳ 觀望中 (缺: 5日線未勾頭)
6158.TWO,禾昌,📈 月線上揚,19.1,-9.91,0.0,0.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
8433.TWO,弘帆,📉 趨勢轉弱,54.2,-0.56,43.8,37.5,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
00991A.TW,主動復華未來50,🚀 多頭強勢,17.55,0.0,66.7,100.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2417.TW,圓剛,🚀 多頭強勢,56.9,-0.5,33.3,66.7,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2402.TW,毅嘉,📈 月線上揚,72.6,8.84,71.4,57.1,⏳ 觀望,"⏳ 觀望中 (缺: 量能不足, RSI動能弱)"
2351.TW,順德,🚀 多頭強勢,159.5,12.8,55.9,73.5,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
2420.TW,新巨,🚀 多頭強勢,55.4,2.06,50.0,50.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
7893.TWO,睿信,📈 月線上揚,228.5,-9.92,28.6,0.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
911622.TW,泰聚亨-DR,📉 趨勢轉弱,3.64,2.44,40.0,20.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
7743.TWO,金利食安,⏳ 均線糾結,20.0,-0.85,0.0,0.0,⚠️ 賣出,📢 趨勢轉向：跌破月線
3499.TWO,環天科,📉 趨勢轉弱,15.7,-2.95,33.3,33.3,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6223.TWO,旺矽,🚀 多頭強勢,5000.0,-0.24,52.9,47.1,⏳ 觀望,🔄 盤整中：等待均線多頭排列
6261.TWO,久元,🚀 多頭強勢,110.5,-0.35,41.7,50.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
7583.TWO,國際海洋,⏳ 均線糾結,67.4,-11.14,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6658.TW,聯策,🚀 多頭強勢,157.0,-2.98,47.6,66.7,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
2497.TW,怡利電,📉 趨勢轉弱,55.2,6.38,28.6,50.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2059.TW,川湖,🚀 多頭強勢,4140.0,-5.63,60.0,40.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
7773.TWO,富禾生醫,🚀 多頭強勢,27.0,-11.76,0.0,0.0,⏳ 觀望,🔄 盤整中：等待均線多頭排列
3434.TWO,哲固,⏳ 均線糾結,29.5,-4.22,44.4,33.3,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6913.TWO,鴻呈,📈 月線上揚,130.0,-1.06,37.5,62.5,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
00749B.TWO,凱基新興債10+,⏳ 均線糾結,31.51,0.03,100.0,100.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
3030.TW,德律,🚀 多頭強勢,414.0,9.32,60.0,64.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
1786.TW,科妍,📉 趨勢轉弱,56.2,-0.42,25.0,50.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6677.TWO,瑩碩生技,⏳ 均線糾結,19.0,-5.37,42.9,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
9802.TW,鈺齊-KY,📈 月線上揚,80.9,0.0,0.0,0.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
3219.TWO,倚強科,🚀 多頭強勢,67.0,-6.73,0.0,14.3,⏳ 觀望,🔄 盤整中：等待均線多頭排列
00918.TW,大華優利高填息30,🚀 多頭強勢,23.78,-0.74,58.3,33.3,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
7848.TWO,騏億鑫,🚀 多頭強勢,494.0,-3.28,31.2,31.2,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
4951.TWO,精拓科,🚀 多頭強勢,140.0,1.92,50.0,68.8,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
3022.TW,威強電,🚀 多頭強勢,75.0,-4.82,25.0,12.5,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
4537.TWO,旭東,📈 月線上揚,158.0,22.76,50.0,68.2,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
5906.TW,台南-KY,📈 月線上揚,49.7,-0.35,20.0,40.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
4167.TWO,松瑞藥,📉 趨勢轉弱,18.9,1.11,52.9,70.6,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
00641R.TW,富邦日本反1,⏳ 均線糾結,4.11,-5.18,0.0,50.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
7842.TWO,天能綠電,⏳ 均線糾結,151.5,-1.96,50.0,50.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
00912.TW,中信臺灣智慧50,🚀 多頭強勢,29.78,1.01,72.4,86.2,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
2743.TWO,山富,📉 趨勢轉弱,70.4,-3.47,60.0,40.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6617.TWO,共信-KY,⏳ 均線糾結,67.1,-3.8,25.0,25.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2412.TW,中華電,📈 月線上揚,136.0,0.26,23.1,53.8,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
8354.TWO,冠好,📉 趨勢轉弱,15.55,6.92,50.0,60.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2428.TW,興勤,🚀 多頭強勢,185.5,-1.76,44.4,22.2,⏳ 觀望,⏳ 觀望中 (缺: RSI動能弱)
6818.TWO,連騰,📉 趨勢轉弱,68.8,3.41,55.6,59.3,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
4536.TW,拓凱,⏳ 均線糾結,151.0,-1.82,14.3,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2901.TW,欣欣,📈 月線上揚,24.0,0.0,0.0,0.0,⏳ 觀望,"⏳ 觀望中 (缺: 量能不足, RSI動能弱)"
4554.TWO,橙的,🚀 多頭強勢,30.1,-0.23,46.7,33.3,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6173.TWO,信昌電,🚀 多頭強勢,92.2,0.73,50.0,50.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
3224.TWO,三顧,📈 月線上揚,45.4,1.25,55.6,55.6,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
3231.TW,緯創,🚀 多頭強勢,142.0,-0.77,50.0,33.3,⏳ 觀望,"⏳ 觀望中 (缺: 5日線未勾頭, 量能不足)"
8930.TWO,青鋼,⏳ 均線糾結,29.8,-1.98,0.0,25.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2464.TW,盟立,🚀 多頭強勢,113.0,-4.2,50.0,44.4,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2248.TW,華勝-KY,📈 月線上揚,55.1,2.6,58.3,41.7,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
7758.TWO,睿騰能源,📉 趨勢轉弱,42.4,-4.47,100.0,50.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
4765.TWO,磐采,📉 趨勢轉弱,21.0,11.48,28.6,71.4,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2884.TW,玉山金,⏳ 均線糾結,31.55,-0.83,45.5,9.1,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2007.TW,燁興,📉 趨勢轉弱,7.37,-4.87,10.0,10.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6842.TWO,瑞宇,🚀 多頭強勢,159.5,8.4,53.6,50.0,⏳ 觀望,🔄 盤整中：等待均線多頭排列
4150.TWO,優你康,📉 趨勢轉弱,5.49,-10.89,50.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
5355.TWO,佳總,🚀 多頭強勢,6.83,-2.68,100.0,25.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
1725.TW,元禎,📉 趨勢轉弱,30.75,-4.95,25.0,12.5,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
006201.TWO,元大富櫃50,🚀 多頭強勢,45.24,5.4,51.7,58.6,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
3184.TWO,微邦,🚀 多頭強勢,30.05,9.61,38.9,55.6,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6808.TWO,三鼎生技,⏳ 均線糾結,32.3,-4.44,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6116.TW,彩晶,📉 趨勢轉弱,8.51,5.12,63.6,18.2,⚠️ 賣出,📢 趨勢轉向：跌破月線
7815.TWO,新特,🚀 多頭強勢,502.0,32.75,59.1,63.6,⏳ 觀望,"⏳ 觀望中 (缺: 量能不足, RSI動能弱)"
2453.TW,凌群,🚀 多頭強勢,55.1,-2.04,27.8,27.8,⏳ 觀望,⏳ 觀望中 (缺: RSI動能弱)
6735.TWO,美達科技,🚀 多頭強勢,132.5,9.46,73.7,73.7,⏳ 觀望,"⏳ 觀望中 (缺: 5日線未勾頭, 量能不足)"
6867.TWO,坦德科技,📈 月線上揚,24.05,1.22,57.1,50.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
3609.TWO,三一東林,📉 趨勢轉弱,22.55,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
4568.TWO,科際精密,⏳ 均線糾結,40.2,-2.62,50.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
8923.TWO,時報,⏳ 均線糾結,19.55,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
7789.TWO,開展,📉 趨勢轉弱,33.65,0.0,0.0,0.0,⚠️ 賣出,📢 趨勢轉向：跌破月線
8068.TWO,全達,🚀 多頭強勢,24.55,-2.84,50.0,25.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
9958.TW,世紀鋼,⏳ 均線糾結,101.5,-5.88,33.3,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
1586.TWO,和勤,⏳ 均線糾結,21.85,-5.59,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
006208.TW,富邦台50,🚀 多頭強勢,219.6,8.37,72.7,63.6,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
8932.TWO,智通*,🚀 多頭強勢,92.8,0.6,44.4,55.6,⏳ 觀望,🔄 盤整中：等待均線多頭排列
1709.TW,和益,⏳ 均線糾結,18.5,0.91,42.9,28.6,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
8908.TWO,欣雄,⏳ 均線糾結,39.5,-4.91,33.3,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
4174.TWO,浩鼎,📉 趨勢轉弱,34.85,0.0,0.0,0.0,⚠️ 賣出,📢 趨勢轉向：跌破月線
00930.TW,永豐ESG低碳高息,🚀 多頭強勢,20.3,3.27,72.7,90.9,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
6597.TWO,立誠,🚀 多頭強勢,75.4,-13.52,33.3,0.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
3055.TW,蔚華科,📈 月線上揚,78.8,23.21,62.5,37.5,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
5276.TWO,達輝-KY,🚀 多頭強勢,22.2,-0.33,50.0,16.7,⏳ 觀望,⏳ 觀望中 (缺: 5日線未勾頭)
1584.TWO,精剛,📉 趨勢轉弱,20.05,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2722.TW,夏都,⏳ 均線糾結,23.4,-3.98,20.0,20.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
7562.TWO,博來科技,🚀 多頭強勢,55.9,2.57,50.0,62.5,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
6240.TWO,松崗,📈 月線上揚,18.8,0.0,0.0,0.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
2885.TW,元大金,🚀 多頭強勢,55.4,2.91,60.0,46.7,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6812.TWO,梭特,📈 月線上揚,85.5,0.93,43.8,43.8,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
4119.TW,旭富,📉 趨勢轉弱,47.1,-0.43,45.5,54.5,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
8472.TWO,夠麻吉,📉 趨勢轉弱,69.9,7.92,40.0,60.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
3306.TWO,鼎天,🚀 多頭強勢,47.55,-7.89,0.0,0.0,⏳ 觀望,"⏳ 觀望中 (缺: 量能不足, RSI動能弱)"
2929.TW,淘帝-KY,📉 趨勢轉弱,5.69,-4.32,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6473.TWO,美賣*,📈 月線上揚,9.52,-10.52,43.8,31.2,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
6645.TW,金萬林-創,⏳ 均線糾結,12.8,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
7871.TWO,安立璽榮-KY,📉 趨勢轉弱,71.8,21.31,66.7,41.7,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
7792.TWO,安葆,⏳ 均線糾結,342.0,29.22,57.1,60.7,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
00881.TW,國泰台灣科技龍頭,🚀 多頭強勢,49.24,4.98,75.0,95.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
7825.TWO,和亞智慧,📉 趨勢轉弱,134.5,16.93,38.7,64.5,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
1717.TW,長興,🚀 多頭強勢,79.0,13.96,47.8,52.2,⏳ 觀望,"⏳ 觀望中 (缺: 量能不足, RSI動能弱)"
6127.TWO,九豪,🚀 多頭強勢,47.5,-0.62,23.1,30.8,⏳ 觀望,"⏳ 觀望中 (缺: 量能不足, RSI動能弱)"
7556.TWO,意德士,📈 月線上揚,285.5,9.86,37.5,43.8,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
5206.TWO,坤悅,📉 趨勢轉弱,23.6,-2.37,0.0,0.0,⚠️ 賣出,📢 趨勢轉向：跌破月線
4763.TW,材料*-KY,⏳ 均線糾結,43.4,-5.85,50.0,0.0,⚠️ 賣出,📢 趨勢轉向：跌破月線
2535.TW,達欣工,📈 月線上揚,72.7,3.05,64.7,64.7,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
5464.TWO,霖宏,🚀 多頭強勢,39.45,-2.62,55.0,45.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2013.TW,中鋼構,⏳ 均線糾結,42.5,-2.57,54.5,27.3,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
3284.TWO,太普高,📉 趨勢轉弱,15.85,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
4528.TWO,江興鍛,📉 趨勢轉弱,15.45,11.36,57.1,57.1,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
1714.TW,和桐,⏳ 均線糾結,9.26,-1.04,33.3,46.7,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
1808.TW,潤隆,⏳ 均線糾結,28.3,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
3709.TWO,鑫聯大投控,🚀 多頭強勢,85.0,-6.97,47.1,23.5,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
2352.TW,佳世達,🚀 多頭強勢,24.95,-0.31,33.3,22.2,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
1568.TW,倉佑,🚀 多頭強勢,29.55,2.12,50.0,66.7,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
7854.TWO,佐茂,📈 月線上揚,79.5,8.54,29.4,41.2,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
5353.TWO,台林,🚀 多頭強勢,26.8,-1.07,16.7,33.3,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
6129.TWO,普誠,🚀 多頭強勢,18.1,0.01,57.9,47.4,⏳ 觀望,🔄 盤整中：等待均線多頭排列
5475.TWO,德宏,🚀 多頭強勢,388.0,13.92,64.7,82.4,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
5289.TWO,宜鼎,🚀 多頭強勢,1420.0,2.86,35.3,58.8,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
