日期,代碼,名稱,收盤價,漲跌幅%,成交量(張),MJ狀態,J線值,MACD柱狀體
2026-04-22,4931.TWO,新盛力,159.5,10.0,20525,⚠️ 超買警示,99.43,3.92
2026-04-22,1727.TW,中華化,64.9,10.0,17507,⚠️ 超買警示,104.65,1.6
2026-04-22,3013.TW,晟銘電,121.0,10.0,12812,⚠️ 超買警示,96.17,3.12
2026-04-22,2340.TW,台亞,42.95,9.99,26229,⚠️ 超買警示,108.82,2.57
2026-04-22,1711.TW,永光,59.6,9.96,50353,⚠️ 超買警示,107.09,3.17
2026-04-22,2312.TW,金寶,29.85,9.94,121436,⚠️ 超買警示,110.26,1.34
2026-04-22,3701.TW,大眾控,78.6,9.93,24589,⚠️ 超買警示,112.96,3.71
2026-04-22,2351.TW,順德,166.0,9.93,13542,⚠️ 超買警示,104.87,7.21
2026-04-22,8271.TW,宇瞻,238.0,9.93,11149,⚠️ 超買警示,111.72,15.26
2026-04-22,3338.TW,泰碩,77.7,9.9,12495,⚠️ 超買警示,108.12,2.82
2026-04-22,4960.TW,誠美材,44.95,9.9,11724,⚠️ 超買警示,114.91,3.62
2026-04-22,6548.TWO,長科*,61.1,9.89,24521,⚠️ 超買警示,95.15,1.76
2026-04-22,1721.TW,三晃,27.25,9.88,14578,⚠️ 超買警示,113.57,1.72
2026-04-22,4967.TW,十銓,262.0,9.85,28902,⚠️ 超買警示,106.83,7.74
2026-04-22,3016.TW,嘉晶,77.0,9.84,14199,⚠️ 超買警示,108.42,3.82
2026-04-22,2454.TW,聯發科,2295.0,9.81,24287,⚠️ 超買警示,108.85,123.67
2026-04-22,8028.TW,昇陽半導體,230.0,9.79,34873,⚠️ 超買警示,101.91,6.31
