Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
1503.TW,士電,2026-04-14,看漲 FVG,193.5,191.54,203.18,✅ 已站穩,🟢 買進,0,52.29,2026-04-16,1,True
1514.TW,亞力,2026-04-14,看漲 FVG,109.0,106.47,114.45,✅ 已站穩,🟢 買進,0,43.94,2026-04-16,1,True
1522.TW,堤維西,2026-04-15,看漲 FVG,32.8,32.49,34.44,⏳ 待回測,💎鑽石結構,0,54.11,-,1,False
1805.TW,寶徠,2026-04-14,看漲 FVG,10.85,10.75,11.39,⏳ 待回測,💎鑽石結構,1,31.48,-,1,False
2106.TW,建大,2026-03-30,看漲 FVG,18.1,17.91,19.01,✅ 已站穩,🟢 買進,1,42.86,2026-04-13,1,False
2250.TW,IKKA-KY,2026-04-15,看漲 FVG,63.4,62.19,66.57,⏳ 待回測,💎鑽石結構,1,55.47,-,1,False
2453.TW,凌群,2026-04-13,看漲 FVG,53.9,53.53,56.59,⏳ 待回測,💎鑽石結構,0,43.02,-,1,False
2464.TW,盟立,2026-04-14,看漲 FVG,73.5,71.24,77.17,💰 已達標,獲利點,1,55.7,2026-04-16,1,False
2617.TW,台航,2026-04-15,看漲 FVG,31.05,30.3,32.6,⏳ 待回測,💎鑽石結構 🧹,1,53.33,-,1,False
2633.TW,台灣高鐵,2026-03-25,看漲 FVG,26.25,25.97,27.56,❌ 已失效,實體破中線,0,47.17,-,1,False
2641.TWO,正德,2026-04-15,看漲 FVG,18.25,18.06,19.16,⏳ 待回測,💎鑽石結構,0,53.85,-,1,False
3060.TW,銘異,2026-04-14,看漲 FVG,31.1,29.8,32.66,✅ 已站穩,🟢 買進,0,40.91,2026-04-16,1,True
3135.TW,凌航,2026-04-14,看漲 FVG,125.0,116.42,131.25,✅ 已站穩,🟢 買進,0,34.46,2026-04-16,1,True
3297.TWO,杭特,2026-04-09,看漲 FVG,34.5,33.28,36.23,💰 已達標,獲利點,1,43.63,2026-04-13,1,False
3372.TWO,典範,2026-04-13,看漲 FVG,20.35,20.1,21.37,❌ 已失效,實體破中線,1,31.82,-,1,False
4770.TW,上品,2026-04-08,看漲 FVG,227.5,218.9,238.88,✅ 已站穩,🟢 買進,1,44.54,2026-04-13,1,False
4994.TW,傳奇,2026-04-01,看漲 FVG,97.1,96.12,101.95,💰 已達標,獲利點,0,52.31,-,1,False
6121.TWO,新普,2026-03-30,看跌 FVG,341.0,343.71,323.95,❌ 已失效,實體過中線,0,57.72,-,1,False
6165.TW,浪凡,2026-03-31,看跌 FVG,45.6,46.08,43.32,❌ 已失效,實體過中線,0,56.4,2026-04-07,1,False
6202.TW,盛群,2026-04-14,看漲 FVG,51.2,50.55,53.76,💰 已達標,獲利點,0,48.82,-,1,False
6230.TW,尼得科超眾,2026-04-15,看漲 FVG,154.5,152.73,162.22,⏳ 待回測,💎鑽石結構,0,60.0,-,1,False
6244.TWO,茂迪,2026-04-15,看漲 FVG,28.6,26.91,30.03,⏳ 待回測,💎鑽石結構,1,54.85,-,1,False
6547.TWO,高端疫苗,2026-04-14,看跌 FVG,52.2,53.26,49.59,💰 已達標,獲利點,0,44.93,-,1,False
6756.TW,威鋒電子,2026-04-15,看漲 FVG,75.0,72.06,78.75,⏳ 待回測,💎鑽石結構,1,51.34,-,1,False
6776.TW,展�眥篕�,2026-04-13,看漲 FVG,60.3,59.6,63.31,⏳ 待回測,💎鑽石結構,1,31.98,-,1,False
6799.TW,來頡,2026-04-14,看漲 FVG,78.0,77.51,81.9,✅ 已站穩,🟢 買進,1,44.85,2026-04-16,1,True
6856.TWO,鑫傳,2026-04-13,看跌 FVG,52.0,52.66,49.4,❌ 已失效,實體過中線,1,64.1,-,1,False
6861.TW,睿生光電,2026-04-14,看漲 FVG,142.0,133.33,149.1,💰 已達標,獲利點,1,53.47,-,1,False
6907.TWO,雅特力-KY,2026-04-15,看漲 FVG,133.0,131.34,139.65,⏳ 待回測,💎鑽石結構,0,50.61,-,1,False
8059.TWO,凱碩,2026-04-13,看漲 FVG,18.45,18.16,19.37,💰 已達標,獲利點,1,36.18,-,1,False
8463.TW,潤泰材,2026-04-15,看漲 FVG,23.1,22.89,24.26,⏳ 待回測,💎鑽石結構,0,57.14,-,1,False
8926.TW,台汽電,2026-04-15,看漲 FVG,44.35,43.73,46.57,⏳ 待回測,💎鑽石結構,0,52.05,-,1,False
0050.TW,元大台灣50,2026-04-15,看漲 FVG,84.15,82.78,88.36,⏳ 待回測,⚡結構突破,0,73.38,-,2,False
0052.TW,富邦科技,2026-04-15,看漲 FVG,50.05,49.17,52.55,⏳ 待回測,⚡結構突破,0,73.95,-,2,False
0056.TW,元大高股息,2026-04-15,看漲 FVG,40.53,39.93,42.56,⏳ 待回測,⚡結構突破,0,69.42,-,2,False
00632R.TW,元大台灣50反1,2026-04-15,看跌 FVG,12.75,12.95,12.11,⏳ 待回測,⚡結構突破,0,28.21,-,2,False
00633L.TW,富邦上証正2,2026-04-15,看漲 FVG,50.2,49.26,52.71,⏳ 待回測,⚡結構突破,0,75.6,-,2,False
00634R.TW,富邦上証反1,2026-04-15,看跌 FVG,3.15,3.18,2.99,⏳ 待回測,⚡結構突破,0,22.22,-,2,False
00637L.TW,元大滬深300正2,2026-04-15,看漲 FVG,20.7,20.36,21.73,⏳ 待回測,⚡結構突破,0,75.1,-,2,False
00638R.TW,元大滬深300反1,2026-04-15,看跌 FVG,6.76,6.84,6.42,⏳ 待回測,⚡結構突破,0,24.04,-,2,False
00646.TW,元大S&P500,2026-04-15,看漲 FVG,69.65,68.36,73.13,⏳ 待回測,⚡結構突破,0,67.88,-,2,False
