Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
1503.TW,士電,2026-04-13,看漲 FVG,192.0,186.06,201.6,⏳ 待回測,💎鑽石結構,1,41.98,-,1,False
1608.TW,華榮,2026-04-13,看漲 FVG,32.85,32.54,34.49,⏳ 待回測,💎鑽石結構,0,44.26,-,1,False
2106.TW,建大,2026-03-30,看漲 FVG,18.1,17.91,19.01,✅ 已站穩,🟢 買進,1,42.86,2026-04-13,1,False
2453.TW,凌群,2026-04-13,看漲 FVG,53.9,53.53,56.59,⏳ 待回測,💎鑽石結構,0,43.02,-,1,False
2633.TW,台灣高鐵,2026-03-25,看漲 FVG,26.25,25.97,27.56,❌ 已失效,實體破中線,0,47.17,-,1,False
2752.TWO,豆府,2026-04-07,看漲 FVG,196.63,193.78,206.46,❌ 已失效,實體破中線,0,46.34,2026-04-09,1,False
3057.TW,喬鼎,2026-04-10,看漲 FVG,16.8,15.97,17.64,💰 已達標,獲利點,1,44.03,-,1,False
3297.TWO,杭特,2026-04-09,看漲 FVG,34.5,33.28,36.23,💰 已達標,獲利點,1,43.63,2026-04-13,1,False
3372.TWO,典範,2026-04-13,看漲 FVG,20.35,20.1,21.37,⏳ 待回測,💎鑽石結構,1,31.82,-,1,False
3617.TW,碩天,2026-04-09,看漲 FVG,176.0,171.14,184.8,✅ 已站穩,🟢 買進,1,47.13,2026-04-13,1,False
4154.TWO,樂威科-KY,2026-04-13,看跌 FVG,13.3,14.52,12.63,⏳ 待回測,💎鑽石結構,1,69.8,-,1,False
4770.TW,上品,2026-04-08,看漲 FVG,227.5,218.9,238.88,✅ 已站穩,🟢 買進,1,44.54,2026-04-13,1,False
4994.TW,傳奇,2026-04-01,看漲 FVG,97.1,96.12,101.95,💰 已達標,獲利點,0,52.31,-,1,False
5289.TWO,宜鼎,2026-04-09,看漲 FVG,1150.0,1069.62,1207.5,✅ 已站穩,🟢 買進,1,40.91,2026-04-13,1,False
6121.TWO,新普,2026-03-30,看跌 FVG,341.0,343.71,323.95,❌ 已失效,實體過中線,0,57.72,-,1,False
6165.TW,浪凡,2026-03-31,看跌 FVG,45.6,46.08,43.32,❌ 已失效,實體過中線,0,56.4,2026-04-07,1,False
6265.TWO,方土昶,2026-04-13,看漲 FVG,40.55,40.3,42.58,⏳ 待回測,💎鑽石結構,1,36.4,-,1,False
6776.TW,展�眥篕�,2026-04-13,看漲 FVG,60.3,59.6,63.31,⏳ 待回測,💎鑽石結構,1,31.98,-,1,False
6799.TW,來頡,2026-04-13,看漲 FVG,76.7,75.72,80.54,⏳ 待回測,💎鑽石結構,0,45.52,-,1,False
6856.TWO,鑫傳,2026-04-13,看跌 FVG,52.0,52.66,49.4,⏳ 待回測,💎鑽石結構,1,64.1,-,1,False
8048.TWO,德勝,2026-04-13,看漲 FVG,57.0,56.52,59.85,⏳ 待回測,💎鑽石結構,1,41.33,-,1,False
8059.TWO,凱碩,2026-04-13,看漲 FVG,18.45,18.16,19.37,⏳ 待回測,💎鑽石結構,1,36.18,-,1,False
0050.TW,元大台灣50,2026-04-13,看漲 FVG,81.75,80.4,85.84,⏳ 待回測,⚡結構突破,0,62.3,-,2,False
0052.TW,富邦科技,2026-04-13,看漲 FVG,48.59,47.7,51.02,⏳ 待回測,⚡結構突破,0,61.28,-,2,False
0056.TW,元大高股息,2026-04-13,看漲 FVG,39.86,39.37,41.85,⏳ 待回測,⚡結構突破,0,56.43,-,2,False
00632R.TW,元大台灣50反1,2026-04-13,看跌 FVG,13.05,13.3,12.4,⏳ 待回測,⚡結構突破,0,38.87,-,2,False
00633L.TW,富邦上証正2,2026-04-13,看漲 FVG,48.86,48.05,51.3,⏳ 待回測,⚡結構突破,0,56.11,-,2,False
00634R.TW,富邦上証反1,2026-04-10,看跌 FVG,3.21,3.26,3.05,⏳ 待回測,⚡結構突破,0,41.18,-,2,False
