代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,25.82,25.0,3000,26.15,3000,26.15,25.00,25.80,26.15,50001,-,
1269,乾杯,65.86,63.1,3000,66.2,2999,66.30,63.20,63.66,66.20,13303,-,
1271,晨暉生技,60.55,57.1,3000,59.4,2999,60.00,57.10,59.09,59.40,171627,-,
1293,利統,24.84,23.5,3000,24.55,3000,25.20,24.00,24.24,24.55,6202,-,
1343,旭東環保,30.60,29.45,3000,29.7,3000,31.20,28.90,30.03,29.80,97859,-,
1480,東盟開發,8.30,8.0,5000,8.15,5000,8.40,8.00,8.11,8.00,27000,-,
1594,日高,7.98,7.83,5000,8.1,4998,8.20,7.85,7.92,8.10,9004,-,
2071,震南鐵,32.19,34.4,2000,35.95,2000,35.95,31.00,32.25,35.95,764267,-,
2237,華德動能,35.61,35.1,5000,35.6,3000,35.85,34.60,35.19,35.10,137392,115/03/09,證交所同意創新板上市契約
2245,詠勝昌*,24.75,24.4,3000,24.8,2600,24.80,24.65,24.71,24.75,6400,-,
2249,湧盛,105.07,103.5,2000,104.0,5000,105.50,104.00,104.49,104.00,23361,115/07/24,櫃買中心董事會通過上櫃
2252,為昇科,16.75,15.85,10000,16.0,2500,16.60,15.90,16.09,16.00,89146,-,
2255,凱銳光電,16.51,15.9,5000,16.1,14320,16.35,15.75,16.03,16.10,28761,-,
2256,歐特明,61.06,60.1,3000,62.9,3000,63.00,59.30,60.08,60.30,249491,-,
2644,中信造船,83.93,79.6,3000,80.0,3000,83.80,79.00,80.09,80.10,73791,-,
2733,維格餅家,10.95,10.65,3000,11.0,4998,11.20,10.65,10.86,11.00,7003,-,
2741,老四川,20.21,19.9,5000,20.3,3000,20.35,20.20,20.29,20.20,1682,-,
2758,路易莎咖啡,70.10,68.8,3000,71.9,3000,72.00,70.50,70.80,71.00,2210,-,
2760,巨宇翔,12.35,11.75,10000,12.35,10000,-,-,-,-,-,-,
2761,橘焱胡同,15.43,15.0,9990,15.25,5000,15.20,15.00,15.12,15.00,15010,-,
2938,床的世界,26.14,25.05,3000,26.25,2999,26.25,26.25,26.25,26.25,1,115/07/24,櫃買中心董事會通過上櫃
2940,歐都納,24.05,23.95,2662,24.45,3000,23.95,23.95,23.95,23.95,338,-,
2942,京站,35.23,34.4,2000,34.6,3000,35.20,34.30,34.71,34.40,54174,-,
3097,拍檔,25.05,23.4,6000,24.6,6000,25.20,24.00,24.06,24.55,9140,-,
3117,年程,29.28,27.55,3000,28.75,3000,29.15,27.80,28.64,28.50,55916,-,
3184,微邦,13.71,12.95,5000,13.6,5000,13.95,12.95,13.16,13.00,229354,-,
3473,智通聯網,89.13,85.0,2800,88.0,3000,88.90,85.00,87.73,88.90,2202,-,
