Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
0050.TW,元大台灣50,2026-04-21,看漲 FVG,85.55,84.67,89.83,✅ 已站穩,🟢 買進,0,79.8,2026-04-23,2,True
0056.TW,元大高股息,2026-04-21,看漲 FVG,41.97,41.37,44.07,❌ 已失效,實體破中線,0,83.55,-,2,False
009816.TW,凱基台灣TOP50,2026-04-21,看漲 FVG,12.29,12.09,12.9,✅ 已站穩,🟢 買進,0,81.88,2026-04-23,2,True
2317.TW,鴻海,2026-04-22,看漲 FVG,218.0,211.94,228.9,⏳ 待回測,⚡結構突破,1,83.17,-,2,False
2352.TW,佳世達,2026-04-17,看漲 FVG,25.55,25.32,26.83,❌ 已失效,實體破中線,0,66.0,2026-04-21,2,False
2367.TW,燿華,2026-04-17,看跌 FVG,69.4,70.45,65.93,❌ 已失效,實體過中線,0,37.31,-,2,False
6136.TW,富爾特,2026-04-21,看漲 FVG,26.75,24.48,28.09,💰 已達標,獲利點,1,78.65,2026-04-23,2,False
7792.TWO,安葆,2026-04-08,看漲 FVG,341.0,314.92,358.05,💰 已達標,獲利點,1,63.6,-,2,False
2009.TW,第一銅,2026-04-13,看漲 FVG,41.55,40.65,43.63,❌ 已失效,實體破中線,0,45.76,-,3,False
2409.TW,友達,2026-04-21,看跌 FVG,18.95,19.2,18.0,💰 已達標,獲利點,0,71.1,-,3,False
2485.TW,兆赫,2026-04-20,看跌 FVG,72.8,76.98,69.16,💰 已達標,獲利點,0,37.7,2026-04-22,3,False
3702.TW,大聯大,2026-04-17,看漲 FVG,100.0,98.01,105.0,❌ 已失效,實體破中線,0,58.01,-,3,False
4142.TW,國光生,2026-04-20,看跌 FVG,18.15,18.44,17.24,⚠️ 壓力確認,🔴 放空,0,42.37,2026-04-22,3,False
6188.TWO,廣明,2026-04-08,看漲 FVG,87.5,86.47,91.88,❌ 已失效,實體破中線,0,35.36,2026-04-10,3,False
6806.TW,森崴能源,2026-04-22,看跌 FVG,25.0,29.95,23.75,⏳ 待回測,監控中 🧹,0,35.17,-,3,False
1721.TW,三晃,2026-04-21,看漲 FVG,25.75,22.44,27.04,💰 已達標,獲利點,0,73.91,2026-04-23,4,False
2327.TW,國巨*,2026-04-14,看漲 FVG,316.5,309.44,332.32,💰 已達標,獲利點,1,76.34,2026-04-16,4,False
3105.TWO,穩懋,2026-04-21,看漲 FVG,598.0,589.04,627.9,❌ 已失效,實體破中線,0,82.5,-,4,False
3714.TW,富采,2026-04-16,看漲 FVG,74.5,68.75,78.23,💰 已達標,獲利點,1,74.38,2026-04-20,4,False
8104.TW,錸寶,2026-04-17,看漲 FVG,38.7,38.16,40.64,❌ 已失效,實體破中線,1,68.24,-,4,False
