Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
00751B.TWO,元大AAA至A公司債,2026-04-17,看跌 FVG,31.93,32.22,30.33,⚠️ 壓力確認,🔴 放空,0,52.92,2026-04-21,1,False
00945B.TW,凱基美國非投等債,2026-04-21,看跌 FVG,14.44,14.52,13.72,⏳ 待回測,💎鑽石結構,0,69.68,-,1,False
00949.TW,復華日本龍頭,2026-04-22,看跌 FVG,19.64,19.8,18.66,⏳ 待回測,💎鑽石結構,1,60.57,-,1,False
1477.TW,聚陽,2026-04-20,看漲 FVG,222.0,216.41,233.1,✅ 已站穩,🟢 買進,1,30.36,2026-04-22,1,False
1503.TW,士電,2026-04-14,看漲 FVG,193.5,191.54,203.18,❌ 已失效,實體破中線,0,52.29,2026-04-16,1,False
1514.TW,亞力,2026-04-14,看漲 FVG,109.0,106.47,114.45,💰 已達標,獲利點,0,43.94,2026-04-16,1,False
1522.TW,堤維西,2026-04-15,看漲 FVG,32.8,32.49,34.44,❌ 已失效,實體破中線,0,54.11,2026-04-17,1,False
2250.TW,IKKA-KY,2026-04-15,看漲 FVG,63.4,62.19,66.57,✅ 已站穩,🟢 買進,1,55.47,2026-04-23,1,True
2457.TW,飛宏,2026-04-20,看漲 FVG,25.2,25.02,26.46,❌ 已失效,實體破中線,1,47.26,2026-04-22,1,False
2630.TW,亞航,2026-04-16,看漲 FVG,48.85,47.46,51.29,💰 已達標,獲利點,1,46.35,-,1,False
2760.TWO,巨宇翔,2026-04-16,看漲 FVG,21.4,21.24,22.47,💰 已達標,獲利點,1,62.07,-,1,True
3060.TW,銘異,2026-04-14,看漲 FVG,31.1,29.8,32.66,❌ 已失效,實體破中線,0,40.91,2026-04-16,1,False
3259.TWO,鑫創,2026-04-22,看漲 FVG,17.8,17.11,18.69,⏳ 待回測,💎鑽石結構 🧹,1,73.39,-,1,False
3297.TWO,杭特,2026-04-09,看漲 FVG,34.5,33.28,36.23,💰 已達標,獲利點,1,43.63,2026-04-13,1,False
3372.TWO,典範,2026-04-13,看漲 FVG,20.35,20.1,21.37,❌ 已失效,實體破中線,1,31.82,-,1,False
3523.TWO,迎輝,2026-04-21,看漲 FVG,13.05,12.74,13.7,💰 已達標,獲利點,0,41.18,2026-04-23,1,False
4934.TW,太極,2026-04-20,看漲 FVG,17.15,16.91,18.01,💰 已達標,獲利點,0,45.13,-,1,False
4994.TW,傳奇,2026-04-01,看漲 FVG,97.1,96.12,101.95,💰 已達標,獲利點,0,52.31,-,1,False
6230.TW,尼得科超眾,2026-04-15,看漲 FVG,154.5,152.73,162.22,💰 已達標,獲利點,0,60.0,-,1,False
6235.TW,華孚,2026-04-21,看漲 FVG,46.9,46.32,49.24,❌ 已失效,實體破中線,0,44.75,-,1,False
6244.TWO,茂迪,2026-04-15,看漲 FVG,28.6,26.91,30.03,✅ 已站穩,🟢 買進,1,54.85,2026-04-17,1,False
6485.TWO,點序,2026-04-21,看漲 FVG,82.2,79.3,86.31,❌ 已失效,實體破中線,1,55.91,-,1,False
6547.TWO,高端疫苗,2026-04-14,看跌 FVG,52.2,53.26,49.59,💰 已達標,獲利點,0,44.93,-,1,False
6864.TWO,元樟生技,2026-04-22,看漲 FVG,59.8,57.71,62.79,⏳ 待回測,💎鑽石結構,0,44.53,-,1,True
6869.TW,雲豹能源,2026-04-20,看漲 FVG,88.5,87.46,92.92,❌ 已失效,實體破中線,0,43.81,2026-04-22,1,False
6912.TWO,益鈞環科*,2026-03-03,看漲 FVG,19.0,18.81,19.95,💰 已達標,獲利點,1,71.43,-,1,True
7889.TWO,騰勢,2026-04-22,看跌 FVG,94.3,95.37,89.58,⏳ 待回測,💎鑽石結構 🧹,0,36.36,-,1,True
0050.TW,元大台灣50,2026-04-21,看漲 FVG,85.55,84.67,89.83,✅ 已站穩,🟢 買進,0,79.8,2026-04-23,2,True
0052.TW,富邦科技,2026-04-21,看漲 FVG,49.8,49.25,52.29,✅ 已站穩,🟢 買進,0,79.87,2026-04-23,2,True
0056.TW,元大高股息,2026-04-21,看漲 FVG,41.97,41.37,44.07,❌ 已失效,實體破中線,0,83.55,-,2,False
00632R.TW,元大台灣50反1,2026-04-21,看跌 FVG,12.44,12.6,11.82,⚠️ 壓力確認,🔴 放空,0,21.2,2026-04-23,2,True
00633L.TW,富邦上証正2,2026-04-15,看漲 FVG,50.2,49.26,52.71,✅ 已站穩,🟢 買進,0,75.6,2026-04-20,2,False
00634R.TW,富邦上証反1,2026-04-15,看跌 FVG,3.15,3.18,2.99,⏳ 待回測,⚡結構突破,0,22.22,-,2,False
00637L.TW,元大滬深300正2,2026-04-15,看漲 FVG,20.7,20.36,21.73,✅ 已站穩,🟢 買進,0,75.1,2026-04-20,2,False
00638R.TW,元大滬深300反1,2026-04-15,看跌 FVG,6.76,6.84,6.42,⏳ 待回測,⚡結構突破,0,24.04,-,2,False
00646.TW,元大S&P500,2026-04-20,看漲 FVG,70.25,69.6,73.76,✅ 已站穩,🟢 買進,0,75.84,2026-04-22,2,False
00648R.TW,元大S&P500反1,2026-04-20,看跌 FVG,4.2,4.26,3.99,⚠️ 壓力確認,🔴 放空,0,24.69,2026-04-22,2,False
00653L.TW,富邦印度正2,2026-04-20,看漲 FVG,48.2,47.7,50.61,❌ 已失效,實體破中線,0,64.38,2026-04-22,2,False
00655L.TW,國泰中國A50正2,2026-04-15,看漲 FVG,34.95,34.34,36.7,✅ 已站穩,🟢 買進,0,75.74,2026-04-20,2,False
00662.TW,富邦NASDAQ,2026-04-22,看漲 FVG,108.2,107.41,113.61,⏳ 待回測,⚡結構突破,0,88.48,-,2,False
00664R.TW,國泰臺灣加權反1,2026-04-21,看跌 FVG,2.01,2.03,1.91,❌ 已失效,實體過中線,0,23.08,-,2,False
