Quantum AI Pro 分析報告 (20260319)
==============================================================================================================
        ID                            Name  Score    Price  Status WinRate                                   Reason
   6902.TW                        GOGOLOOK    6.5    76.90 🚀 極強勢攻擊   35.0% 趨勢強勁 / 【EPS連2成長 | 營收爆發(37.39%) | 董監持股增加】
  3088.TWO                              艾訊    6.5    83.10 🚀 極強勢攻擊   45.0% 趨勢強勁 / 【EPS連2成長 | 營收爆發(50.04%) | 董監持股增加】
  5536.TWO                             聖暉*    6.5   680.00 🚀 極強勢攻擊   50.0% 趨勢強勁 / 【EPS連2成長 | 營收爆發(38.79%) | 董監持股增加】
  4556.TWO                              旭然    5.5    28.50 🚀 極強勢攻擊   55.6%          趨勢強勁 / 【EPS連2成長 | 營收爆發(31.02%)】
   2423.TW                              固緯    5.5    48.35 🚀 極強勢攻擊   50.0%          趨勢強勁 / 【EPS連2成長 | 營收爆發(46.67%)】
  3663.TWO                              鑫科    5.5    74.50 🚀 極強勢攻擊   38.5%         趨勢強勁 / 【EPS連2成長 | 營收爆發(157.91%)】
   4770.TW                              上品    5.5   232.00 🚀 極強勢攻擊   30.8%          趨勢強勁 / 【EPS連2成長 | 營收爆發(51.15%)】
  5498.TWO                              凱崴    5.5    62.80 🚀 極強勢攻擊   53.8%          趨勢強勁 / 【EPS連2成長 | 營收爆發(54.92%)】
   4967.TW                              十銓    5.5   271.00 🚀 極強勢攻擊   50.0%         趨勢強勁 / 【EPS連2成長 | 營收爆發(112.73%)】
  4973.TWO                              廣穎    5.5    98.20 🚀 極強勢攻擊   70.0%          趨勢強勁 / 【EPS連2成長 | 營收爆發(42.53%)】
   8462.TW                              柏文    5.5   143.00 🚀 極強勢攻擊    0.0%          趨勢強勁 / 【EPS連2成長 | 營收爆發(30.55%)】
  4806.TWO                            桂田文創    5.5    11.75 🚀 極強勢攻擊   31.6%         趨勢強勁 / 【EPS連2成長 | 營收爆發(203.86%)】
  4542.TWO                              科嶠    5.0   196.00 🚀 極強勢攻擊   50.0%           趨勢強勁 / 【營收爆發(96.66%) | 董監持股增加】
   3036.TW                              文曄    5.0   250.00 🚀 極強勢攻擊   89.5%          趨勢強勁 / 【營收爆發(151.67%) | 董監持股增加】
  3093.TWO                             港建*    5.0    53.90 🚀 極強勢攻擊   63.2%            趨勢強勁 / 【營收爆發(90.8%) | 董監持股增加】
   5706.TW                              鳳凰    4.5    51.50 🚀 極強勢攻擊   33.3%                趨勢強勁 / 【EPS連2成長 | 董監持股增加】
   6120.TW                              達運    4.5    13.35 🚀 極強勢攻擊   61.5%                趨勢強勁 / 【EPS連2成長 | 董監持股增加】
  8299.TWO                              群聯    4.5  1960.00 🚀 極強勢攻擊   42.1%       【EPS連2成長 | 營收爆發(169.43%) | 董監持股增加】
   3706.TW                              神達    4.0    82.10 🚀 極強勢攻擊   43.8%                    趨勢強勁 / 【營收爆發(34.35%)】
   2406.TW                              國碩    4.0    36.45 🚀 極強勢攻擊   56.2%                   趨勢強勁 / 【營收爆發(188.65%)】
  6016.TWO                             康和證    4.0    17.60 🚀 極強勢攻擊   42.1%                   趨勢強勁 / 【營收爆發(151.85%)】
  7583.TWO                            國際海洋    4.0    73.00 🚀 極強勢攻擊   54.5%                    趨勢強勁 / 【營收爆發(64.81%)】
   6139.TW                              亞翔    4.0   587.00 🚀 極強勢攻擊   60.0%                    趨勢強勁 / 【營收爆發(87.64%)】
  8472.TWO                             夠麻吉    4.0    80.00 🚀 極強勢攻擊   60.0%                    趨勢強勁 / 【營收爆發(30.76%)】
   6024.TW                             群益期    4.0    55.00 🚀 極強勢攻擊   42.9%                   趨勢強勁 / 【營收爆發(152.89%)】
  6223.TWO                              旺矽    4.0  3665.00 🚀 極強勢攻擊   60.0%                    趨勢強勁 / 【營收爆發(33.06%)】
  3066.TWO                              李洲    4.0    24.00 🚀 極強勢攻擊   58.3%                    趨勢強勁 / 【營收爆發(42.57%)】
   6531.TW                             愛普*    4.0   551.00 🚀 極強勢攻擊   75.0%                   趨勢強勁 / 【營收爆發(146.68%)】
  5514.TWO                              三豐    4.0    16.10 🚀 極強勢攻擊   40.0%                  趨勢強勁 / 【營收爆發(6851.87%)】
  6727.TWO                            亞泰金屬    4.0   299.50 🚀 極強勢攻擊   61.5%                    趨勢強勁 / 【營收爆發(265.8%)】
   6477.TW                              安集    4.0    37.60 🚀 極強勢攻擊   60.0%                    趨勢強勁 / 【營收爆發(78.94%)】
   3033.TW                              威健    4.0    35.20 🚀 極強勢攻擊   30.8%                    趨勢強勁 / 【營收爆發(59.01%)】
   2414.TW                              精技    4.0    44.10 🚀 極強勢攻擊   42.9%                    趨勢強勁 / 【營收爆發(54.11%)】
   2425.TW                              承啟    4.0    31.00 🚀 極強勢攻擊    0.0%                    趨勢強勁 / 【營收爆發(43.93%)】
   2010.TW                              春源    4.0    24.75 🚀 極強勢攻擊   46.7%                    趨勢強勁 / 【營收爆發(30.29%)】
  6788.TWO                             華景電    4.0   371.00 🚀 極強勢攻擊   66.7%                    趨勢強勁 / 【營收爆發(35.54%)】
  4721.TWO                             美琪瑪    4.0    72.00 🚀 極強勢攻擊   33.3%                     趨勢強勁 / 【營收爆發(31.1%)】
   2308.TW                             台達電    4.0  1455.00 🚀 極強勢攻擊   50.0%                    趨勢強勁 / 【營收爆發(32.87%)】
  5345.TWO                              馥鴻    4.0    22.50 🚀 極強勢攻擊    0.0%                   趨勢強勁 / 【營收爆發(214.64%)】
  5351.TWO                              鈺創    4.0    84.30 🚀 極強勢攻擊   53.3%                   趨勢強勁 / 【營收爆發(310.99%)】
  5205.TWO                              中茂    4.0    27.35 🚀 極強勢攻擊   50.0%                   趨勢強勁 / 【營收爆發(204.44%)】
  6903.TWO                              巨漢    4.0   312.00 🚀 極強勢攻擊   50.0%                   趨勢強勁 / 【營收爆發(586.45%)】
  6265.TWO                             方土昶    4.0    46.15 🚀 極強勢攻擊   66.7%                   趨勢強勁 / 【營收爆發(435.72%)】
  1294.TWO                            漢田生技    4.0    83.60 🚀 極強勢攻擊   14.3%                   趨勢強勁 / 【營收爆發(117.94%)】
   8112.TW                              至上    4.0    91.70 🚀 極強勢攻擊   50.0%                   趨勢強勁 / 【營收爆發(136.81%)】
  7781.TWO                            昕力資*    4.0    33.55 🚀 極強勢攻擊   40.0%                    趨勢強勁 / 【營收爆發(42.08%)】
  3555.TWO                             博士旺    4.0   224.50 🚀 極強勢攻擊   66.7%                  趨勢強勁 / 【營收爆發(3727.37%)】
   3702.TW                             大聯大    4.0    93.00 🚀 極強勢攻擊   72.2%                    趨勢強勁 / 【營收爆發(44.57%)】
   8996.TW                              高力    4.0   951.00 🚀 極強勢攻擊   50.0%                   趨勢強勁 / 【營收爆發(205.73%)】
  6637.TWO                              醫影    4.0    74.20 🚀 極強勢攻擊   54.5%                   趨勢強勁 / 【營收爆發(196.31%)】
   2451.TW                              創見    4.0   309.00 🚀 極強勢攻擊   45.5%                   趨勢強勁 / 【營收爆發(246.28%)】
   3443.TW                              創意    3.5  2610.00  📈 多頭續攻   55.0%                 【EPS連2成長 | 營收爆發(60.15%)】
   6415.TW                          矽力*-KY    3.5   280.50  📈 多頭續攻   50.0%                 【EPS連2成長 | 營收爆發(46.42%)】
   2597.TW                              潤弘    3.5   152.00  📈 多頭續攻   20.0%                 【EPS連2成長 | 營收爆發(62.65%)】
  6510.TWO                              精測    3.5  3550.00  📈 多頭續攻   50.0%                         趨勢強勁 / 【EPS連2成長】
  6465.TWO                              威潤    3.5    44.90  📈 多頭續攻   46.2%                 【EPS連2成長 | 營收爆發(45.25%)】
   6831.TW                              邁科    3.5   333.00  📈 多頭續攻   50.0%                 【EPS連2成長 | 營收爆發(43.88%)】
   3037.TW                              欣興    3.5   581.00  📈 多頭續攻   40.0%                         趨勢強勁 / 【EPS連2成長】
   9917.TW                             中保科    3.5   113.00  📈 多頭續攻   54.5%                         趨勢強勁 / 【EPS連2成長】
   4148.TW                         全宇生技-KY    3.5    42.15  📈 多頭續攻    0.0%                         趨勢強勁 / 【EPS連2成長】
  5340.TWO                              建榮    3.5   112.50  📈 多頭續攻   36.4%                         趨勢強勁 / 【EPS連2成長】
   6944.TW                            兆聯實業    3.5   839.00  📈 多頭續攻   63.6%                 【EPS連2成長 | 營收爆發(51.58%)】
  5302.TWO                              太欣    3.5    12.00  📈 多頭續攻   43.8%                 【EPS連2成長 | 營收爆發(69.18%)】
  4744.TWO                              皇將    3.5    36.20  📈 多頭續攻   55.0%                【EPS連2成長 | 營收爆發(112.88%)】
   6854.TW                        錼創科技-KY創    3.5   135.00  📈 多頭續攻   75.0%                         趨勢強勁 / 【EPS連2成長】
  6643.TWO                             M31    3.5   505.00  📈 多頭續攻   66.7%                         趨勢強勁 / 【EPS連2成長】
   7610.TW                          聯友金屬-創    3.5   320.00  📈 多頭續攻   55.6%                【EPS連2成長 | 營收爆發(422.68%)】
   5484.TW                              慧友    3.5    41.10  📈 多頭續攻   50.0%                【EPS連2成長 | 營收爆發(137.98%)】
  3163.TWO                             波若威    3.5   918.00  📈 多頭續攻   65.0%                 【EPS連2成長 | 營收爆發(47.89%)】
   2344.TW                             華邦電    3.5   122.00  📈 多頭續攻   46.7%                 【EPS連2成長 | 營收爆發(88.45%)】
  6532.TWO                              瑞耘    3.5    69.70  📈 多頭續攻   50.0%                         趨勢強勁 / 【EPS連2成長】
  5289.TWO                              宜鼎    3.5  1335.00  📈 多頭續攻   71.4%                【EPS連2成長 | 營收爆發(403.21%)】
   6005.TW                             群益證    3.5    27.95  📈 多頭續攻   46.2%                【EPS連2成長 | 營收爆發(129.99%)】
   2535.TW                             達欣工    3.5    72.30  📈 多頭續攻   43.8%                 【EPS連2成長 | 營收爆發(188.6%)】
  3374.TWO                              精材    3.5   168.00  📈 多頭續攻   50.0%                  【EPS連2成長 | 營收爆發(45.8%)】
   8046.TW                              南電    3.5   561.00  📈 多頭續攻   33.3%                         趨勢強勁 / 【EPS連2成長】
   3530.TW                             晶相光    3.5    61.90  📈 多頭續攻   50.0%                 【EPS連2成長 | 營收爆發(33.12%)】
  7751.TWO                              竑騰    3.5  1655.00  📈 多頭續攻   68.8%                 【EPS連2成長 | 營收爆發(80.57%)】
   1514.TW                              亞力    3.5   117.50  📈 多頭續攻   66.7%                 【EPS連2成長 | 營收爆發(68.91%)】
   2369.TW                              菱生    3.5    32.50  📈 多頭續攻   58.3%                 【EPS連2成長 | 營收爆發(61.87%)】
   2059.TW                              川湖    3.5  3575.00  📈 多頭續攻   66.7%                 【EPS連2成長 | 營收爆發(31.16%)】
   1597.TW                              直得    3.5    79.10  📈 多頭續攻   50.0%                 【EPS連2成長 | 營收爆發(39.89%)】
   8150.TW                              南茂    3.5    63.40  📈 多頭續攻   54.5%                 【EPS連2成長 | 營收爆發(31.23%)】
   3006.TW                             晶豪科    3.5   217.00  📈 多頭續攻   50.0%                 【EPS連2成長 | 營收爆發(128.4%)】
  4123.TWO                              晟德    3.5    42.80  📈 多頭續攻   43.8%                 【EPS連2成長 | 營收爆發(56.42%)】
  3264.TWO                              欣銓    3.5   154.00  📈 多頭續攻   50.0%                         趨勢強勁 / 【EPS連2成長】
  6435.TWO                              大中    3.5   164.00  📈 多頭續攻   50.0%                         趨勢強勁 / 【EPS連2成長】
   2204.TW                              中華    3.5    55.70  📈 多頭續攻   23.5%                 【EPS連2成長 | 營收爆發(47.49%)】
   7786.TW                            東方風能    3.5   139.50  📈 多頭續攻   45.0%                  【EPS連2成長 | 營收爆發(62.9%)】
   3535.TW                             晶彩科    3.5   124.50  📈 多頭續攻   46.7%               【EPS連2成長 | 營收爆發(9477.22%)】
   8028.TW                           昇陽半導體    3.5   188.00  📈 多頭續攻   16.7%                         趨勢強勁 / 【EPS連2成長】
   2467.TW                              志聖    3.5   371.50  📈 多頭續攻   76.5%                 【EPS連2成長 | 營收爆發(124.1%)】
   1525.TW                              江申    3.5    61.30  📈 多頭續攻    0.0%                 【EPS連2成長 | 營收爆發(36.82%)】
   2353.TW                             宏��    3.5    28.35  📈 多頭續攻   33.3%                 【EPS連2成長 | 營收爆發(39.83%)】
  8390.TWO                             金益鼎    3.0    94.80  📈 多頭續攻   37.5%                  【營收爆發(60.35%) | 董監持股增加】
  6612.TWO                            奈米醫材    3.0    70.00  📈 多頭續攻   50.0%                          趨勢強勁 / 【董監持股增加】
  6170.TWO                              統振    3.0    52.80  📈 多頭續攻   50.0%                          趨勢強勁 / 【董監持股增加】
  4538.TWO                             大詠城    3.0    18.75  📈 多頭續攻   60.0%                 【營收爆發(122.75%) | 董監持股增加】
  8349.TWO                             �矬�    3.0    42.80  📈 多頭續攻    0.0%                          趨勢強勁 / 【董監持股增加】
   2481.TW                              強茂    3.0   101.00  📈 多頭續攻   44.4%                          趨勢強勁 / 【董監持股增加】
  6703.TWO                              軒郁    3.0   120.00  📈 多頭續攻   66.7%                          趨勢強勁 / 【董監持股增加】
  6219.TWO                              富旺    3.0    14.40  📈 多頭續攻   47.1%               【營收爆發(10807.69%) | 董監持股增加】
   2836.TW                             高雄銀    3.0    12.10  📈 多頭續攻   35.7%                  【營收爆發(30.58%) | 董監持股增加】
  3147.TWO                              大綜    3.0   174.00  📈 多頭續攻   33.3%                 【營收爆發(206.61%) | 董監持股增加】
  2230.TWO                              泰茂    3.0    34.10  📈 多頭續攻   38.5%                  【營收爆發(88.54%) | 董監持股增加】
   2323.TW                              中環    2.5    11.95  📈 多頭續攻   53.3%                       【EPS連2成長 | 董監持股增加】
  4991.TWO                           環宇-KY    2.5   388.50  📈 多頭續攻   65.0%       【EPS連2成長 | 營收爆發(155.98%) | 董監持股增加】
   6994.TW                            富威電力    2.5    77.40  📈 多頭續攻   35.0%       【EPS連2成長 | 營收爆發(114.38%) | 董監持股增加】
   9929.TW                              秋雨    2.0    13.65  📈 多頭續攻   53.8%                                     趨勢強勁
