股票代碼,訊號日期,訊號收盤,買入日期,買入價格,賣出日期,賣出價格,獲利%,raw_pnl,狀態,股票標的
1717.TW,2026-01-02,41.95,2026-01-05,43.0,2026-01-26,64.0,48.84%,0.4883720930232558,交易結束,1717.TW 長興
4989.TW,2026-01-02,54.3,2026-01-05,54.0,2026-01-09,49.5,-8.33%,-0.08333333333333333,交易結束,4989.TW 榮科
4989.TW,2026-01-14,60.5,2026-01-15,61.5,2026-01-26,57.5,-6.50%,-0.06504065040650407,交易結束,4989.TW 榮科
4989.TW,2026-02-26,64.2,2026-03-02,62.3,2026-03-10,63.6,2.09%,0.02086676168409706,交易結束,4989.TW 榮科
6147.TWO,2026-01-07,55.4,2026-01-08,55.4,2026-01-30,56.9,2.71%,0.027075811528610452,交易結束,6147.TWO 頎邦
6147.TWO,2026-03-17,65.4,2026-03-18,69.8,2026-04-01,75.4,8.02%,0.08022920099221367,交易結束,6147.TWO 頎邦
3042.TW,2026-01-20,88.5,2026-01-21,88.0,2026-02-02,86.1,-2.16%,-0.021590926430681764,交易結束,3042.TW 晶技
3042.TW,2026-02-24,91.6,2026-02-25,92.2,2026-03-05,89.7,-2.71%,-0.027114968359538617,交易結束,3042.TW 晶技
2402.TW,2026-03-02,61.0,2026-03-03,64.2,2026-03-05,51.8,-19.31%,-0.19314639097420794,交易結束,2402.TW 毅嘉
3535.TW,2026-01-20,115.5,2026-01-21,113.0,2026-01-30,100.5,-11.06%,-0.11061946902654868,交易結束,3535.TW 晶彩科
3535.TW,2026-02-05,109.0,2026-02-06,107.0,2026-03-12,127.0,18.69%,0.18691588785046728,交易結束,3535.TW 晶彩科
2426.TW,2026-03-05,20.75,2026-03-06,21.55,2026-03-25,34.35,59.40%,0.593967503022636,交易結束,2426.TW 鼎元
2426.TW,2026-04-09,43.0,2026-04-10,47.3,持股中,47.3,0.00%,0.0,續抱中,2426.TW 鼎元
6217.TWO,2026-01-19,58.0,2026-01-20,59.5,2026-02-02,58.2,-2.18%,-0.021848726673949635,交易結束,6217.TWO 中探針
6217.TWO,2026-02-23,70.5,2026-02-24,72.1,2026-04-01,178.0,146.88%,1.4687933948284582,交易結束,6217.TWO 中探針
4960.TW,2026-01-06,14.0,2026-01-07,14.25,2026-01-09,13.45,-5.61%,-0.05614036425964916,交易結束,4960.TW 誠美材
4960.TW,2026-02-04,14.55,2026-02-05,16.0,2026-02-10,13.7,-14.38%,-0.14375001191875003,交易結束,4960.TW 誠美材
4960.TW,2026-03-04,14.9,2026-03-05,15.75,2026-03-27,24.5,55.56%,0.5555555555555556,交易結束,4960.TW 誠美材
1714.TW,2026-01-08,8.97,2026-01-09,9.28,2026-01-30,9.19,-0.97%,-0.009698292585069414,交易結束,1714.TW 和桐
1714.TW,2026-02-24,9.45,2026-02-25,9.49,2026-03-11,9.65,1.69%,0.01685983680286792,交易結束,1714.TW 和桐
4977.TW,2026-02-26,173.0,2026-03-02,166.0,2026-03-10,158.5,-4.52%,-0.045180722891566265,交易結束,4977.TW 眾達-KY
4977.TW,2026-03-20,200.5,2026-03-23,187.5,2026-03-25,193.0,2.93%,0.029333333333333333,交易結束,4977.TW 眾達-KY
6182.TWO,2026-01-07,34.95,2026-01-08,35.1,2026-01-28,39.45,12.39%,0.12393169452727555,交易結束,6182.TWO 合晶
3031.TW,2026-01-27,21.2,2026-01-28,21.55,2026-01-30,20.2,-6.26%,-0.06264494301586201,交易結束,3031.TW 佰鴻
3031.TW,2026-03-17,23.0,2026-03-18,23.5,2026-03-24,22.3,-5.11%,-0.05106386225106384,交易結束,3031.TW 佰鴻
3031.TW,2026-03-25,24.4,2026-03-26,24.55,2026-03-31,22.3,-9.16%,-0.09164969734906535,交易結束,3031.TW 佰鴻
3030.TW,2026-01-27,188.0,2026-01-28,189.0,2026-02-02,178.5,-5.56%,-0.05555555555555555,交易結束,3030.TW 德律
3030.TW,2026-02-26,223.5,2026-03-02,219.0,2026-03-17,251.0,14.61%,0.1461187214611872,交易結束,3030.TW 德律
3030.TW,2026-03-30,267.5,2026-03-31,263.5,2026-04-02,255.5,-3.04%,-0.030360531309297913,交易結束,3030.TW 德律
3645.TW,2026-01-19,63.7,2026-01-20,62.6,2026-01-30,66.6,6.39%,0.06389776513580842,交易結束,3645.TW 達邁
3645.TW,2026-03-10,75.5,2026-03-11,79.5,2026-03-23,75.0,-5.66%,-0.05660377358490566,交易結束,3645.TW 達邁
6127.TWO,2026-01-14,42.0,2026-01-15,42.0,2026-01-22,40.25,-4.17%,-0.041666666666666664,交易結束,6127.TWO 九豪
2316.TW,2026-02-25,102.5,2026-02-26,107.5,2026-03-04,95.0,-11.63%,-0.11627906976744186,交易結束,2316.TW 楠梓電
4908.TWO,2026-01-27,77.2,2026-01-28,78.9,2026-02-02,71.0,-10.01%,-0.10012676011554592,交易結束,4908.TWO 前鼎
4908.TWO,2026-02-05,77.0,2026-02-06,77.9,2026-02-09,75.0,-3.72%,-0.03722723323613556,交易結束,4908.TWO 前鼎
4908.TWO,2026-02-11,79.2,2026-02-23,80.7,2026-03-10,90.0,11.52%,0.1152416778623861,交易結束,4908.TWO 前鼎
4908.TWO,2026-04-09,117.5,2026-04-10,120.0,持股中,120.0,0.00%,0.0,續抱中,4908.TWO 前鼎
4973.TWO,2026-01-07,44.1,2026-01-08,44.9,2026-01-26,50.6,12.69%,0.12694870277258286,交易結束,4973.TWO 廣穎
4973.TWO,2026-03-10,50.6,2026-03-11,55.6,2026-03-25,71.7,28.96%,0.28956832582648034,交易結束,4973.TWO 廣穎
4973.TWO,2026-04-08,76.2,2026-04-09,75.2,2026-04-10,74.5,-0.93%,-0.00930847043361151,交易結束,4973.TWO 廣穎
6451.TW,2026-01-29,169.5,2026-01-30,169.0,2026-02-10,174.0,2.96%,0.029585798816568046,交易結束,6451.TW 訊芯-KY
6451.TW,2026-03-16,237.0,2026-03-17,259.0,2026-04-01,319.0,23.17%,0.23166023166023167,交易結束,6451.TW 訊芯-KY
6451.TW,2026-04-07,325.0,2026-04-08,357.5,持股中,412.5,15.38%,0.15384615384615385,續抱中,6451.TW 訊芯-KY
3234.TWO,2026-01-22,56.2,2026-01-23,56.5,2026-02-03,56.6,0.18%,0.0017698844973450926,交易結束,3234.TWO 光環
3234.TWO,2026-02-05,66.6,2026-02-06,65.8,2026-03-05,90.9,38.15%,0.381458925683338,交易結束,3234.TWO 光環
4903.TWO,2026-01-28,42.6,2026-01-29,44.3,2026-02-02,38.75,-12.53%,-0.12528215197918185,交易結束,4903.TWO 聯光通
4903.TWO,2026-02-26,43.95,2026-03-02,42.4,2026-03-05,42.15,-0.59%,-0.005896226202899727,交易結束,4903.TWO 聯光通
1727.TW,2026-01-06,48.65,2026-01-07,49.5,2026-01-12,45.6,-7.88%,-0.07878790961414146,交易結束,1727.TW 中華化
1727.TW,2026-01-13,48.35,2026-01-14,48.5,2026-01-16,47.75,-1.55%,-0.015463917525773196,交易結束,1727.TW 中華化
1727.TW,2026-03-03,49.7,2026-03-04,49.0,2026-03-10,46.5,-5.10%,-0.05102040816326531,交易結束,1727.TW 中華化
1727.TW,2026-03-12,55.3,2026-03-13,55.0,2026-03-24,53.0,-3.64%,-0.03636363636363636,交易結束,1727.TW 中華化
