Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
0050.TW,元大台灣50,2026-04-15,看漲 FVG,84.15,82.78,88.36,✅ 已站穩,🟢 買進,0,73.38,2026-04-17,2,False
0056.TW,元大高股息,2026-04-16,看漲 FVG,40.79,40.35,42.83,⏳ 待回測,⚡結構突破,0,69.47,-,2,False
009816.TW,凱基台灣TOP50,2026-04-15,看漲 FVG,11.89,11.62,12.48,⏳ 待回測,⚡結構突破,0,73.22,-,2,False
1721.TW,三晃,2026-04-14,看漲 FVG,18.8,18.31,19.74,💰 已達標,獲利點,1,63.27,2026-04-16,2,False
2317.TW,鴻海,2026-04-14,看漲 FVG,206.5,201.49,216.83,✅ 已站穩,🟢 買進,0,60.75,2026-04-16,2,False
2352.TW,佳世達,2026-04-16,看漲 FVG,25.1,24.73,26.36,⏳ 待回測,⚡結構突破,0,64.95,-,2,False
2367.TW,燿華,2026-04-16,看跌 FVG,72.0,72.46,68.4,⏳ 待回測,⚡結構突破,0,40.64,-,2,False
3702.TW,大聯大,2026-04-13,看漲 FVG,96.0,94.53,100.8,💰 已達標,獲利點,1,59.56,2026-04-16,2,False
6136.TW,富爾特,2026-04-16,看跌 FVG,24.45,24.62,23.23,⏳ 待回測,⚡結構突破 🧹,1,42.86,-,2,False
7792.TWO,安葆,2026-04-08,看漲 FVG,341.0,314.92,358.05,💰 已達標,獲利點,1,63.6,-,2,False
2009.TW,第一銅,2026-04-13,看漲 FVG,41.55,40.65,43.63,❌ 已失效,實體破中線,0,45.76,-,3,False
2485.TW,兆赫,2026-04-13,看漲 FVG,76.9,75.02,80.75,💰 已達標,獲利點,0,58.65,-,3,False
4142.TW,國光生,2026-04-15,看漲 FVG,18.65,18.41,19.58,❌ 已失效,實體破中線,0,51.85,-,3,False
6188.TWO,廣明,2026-04-08,看漲 FVG,87.5,86.47,91.88,❌ 已失效,實體破中線,0,35.36,2026-04-10,3,False
2327.TW,國巨*,2026-04-14,看漲 FVG,316.5,309.44,332.32,💰 已達標,獲利點,1,76.34,2026-04-16,4,False
2409.TW,友達,2026-04-15,看漲 FVG,19.9,19.7,20.89,✅ 已站穩,🟢 買進,0,78.42,2026-04-17,4,False
3105.TWO,穩懋,2026-04-16,看漲 FVG,503.0,469.64,528.15,⏳ 待回測,⚡結構突破 ⚠️過熱,0,77.24,-,4,False
3714.TW,富采,2026-04-16,看漲 FVG,74.5,68.75,78.23,⏳ 待回測,⚡結構突破 ⚠️過熱,1,74.38,-,4,False
6806.TW,森崴能源,2026-04-16,看漲 FVG,24.65,20.35,25.88,⏳ 待回測,監控中 🧹 ⚠️過熱,0,20.32,-,4,False
8104.TW,錸寶,2026-04-16,看漲 FVG,39.0,35.92,40.95,⏳ 待回測,⚡結構突破 ⚠️過熱,1,64.39,-,4,False
