股票代碼,訊號日期,訊號收盤,買入日期,買入價格,賣出日期,賣出價格,獲利%,raw_pnl,狀態,股票標的
2303.TW,2026-01-07,54.1,2026-01-08,57.0,2026-02-02,62.3,9.30%,0.09298244275614041,交易結束,2303.TW 聯電
6147.TWO,2026-01-07,55.4,2026-01-08,55.4,2026-01-30,56.9,2.71%,0.027075811528610452,交易結束,6147.TWO 頎邦
6147.TWO,2026-03-17,65.4,2026-03-18,69.8,2026-04-01,75.4,8.02%,0.08022920099221367,交易結束,6147.TWO 頎邦
2489.TW,2026-01-02,15.4,2026-01-05,15.7,2026-01-14,15.9,1.27%,0.01273884150505085,交易結束,2489.TW 瑞軒
2489.TW,2026-01-20,19.15,2026-01-21,19.15,2026-02-02,20.0,4.44%,0.044386443782424415,交易結束,2489.TW 瑞軒
2489.TW,2026-02-26,39.6,2026-03-02,41.05,2026-03-11,38.9,-5.24%,-0.05237509747032796,交易結束,2489.TW 瑞軒
2481.TW,2026-01-16,91.5,2026-01-19,92.3,2026-01-26,90.0,-2.49%,-0.024918775468611976,交易結束,2481.TW 強茂
2481.TW,2026-03-17,104.0,2026-03-18,105.0,2026-03-23,91.3,-13.05%,-0.13047616141142854,交易結束,2481.TW 強茂
00642U.TW,2026-01-28,16.46,2026-01-29,16.63,2026-03-25,23.72,42.63%,0.42633797416613506,交易結束,00642U.TW 期元大S&P石油
00642U.TW,2026-04-02,28.48,2026-04-07,30.29,持股中,30.29,0.00%,0.0,續抱中,00642U.TW 期元大S&P石油
00715L.TW,2026-01-28,23.71,2026-01-29,24.14,2026-03-26,52.2,116.24%,1.1623861674739235,交易結束,00715L.TW 期街口S&P布蘭特油正2
6285.TW,2026-01-20,130.0,2026-01-21,134.0,2026-02-09,190.0,41.79%,0.417910447761194,交易結束,6285.TW 啟��
3105.TWO,2026-01-07,186.0,2026-01-08,186.5,2026-02-03,237.5,27.35%,0.2734584450402145,交易結束,3105.TWO 穩懋
3105.TWO,2026-03-19,354.5,2026-03-20,372.0,2026-03-25,344.5,-7.39%,-0.0739247311827957,交易結束,3105.TWO 穩懋
3105.TWO,2026-03-30,390.5,2026-03-31,372.5,持股中,396.5,6.44%,0.06442953020134229,續抱中,3105.TWO 穩懋
3037.TW,2026-01-13,254.0,2026-01-14,255.5,2026-02-09,355.0,38.94%,0.38943248532289626,交易結束,3037.TW 欣興
6213.TW,2026-02-25,146.5,2026-02-26,148.0,2026-03-05,127.0,-14.19%,-0.14189189189189189,交易結束,6213.TW 聯茂
6213.TW,2026-03-17,154.0,2026-03-18,159.0,2026-03-24,139.5,-12.26%,-0.12264150943396226,交易結束,6213.TW 聯茂
6213.TW,2026-04-02,170.0,2026-04-07,180.5,持股中,180.5,0.00%,0.0,續抱中,6213.TW 聯茂
5347.TWO,2026-01-06,99.5,2026-01-07,100.0,2026-01-30,147.0,47.00%,0.47,交易結束,5347.TWO 世界
8046.TW,2026-01-13,268.0,2026-01-14,272.0,2026-02-03,378.0,38.97%,0.3897058823529412,交易結束,8046.TW 南電
8046.TW,2026-02-24,503.0,2026-02-25,530.0,2026-03-05,488.0,-7.92%,-0.07924528301886792,交易結束,8046.TW 南電
8046.TW,2026-03-16,566.0,2026-03-17,580.0,2026-03-25,510.0,-12.07%,-0.1206896551724138,交易結束,8046.TW 南電
6919.TW,2026-01-16,170.0,2026-01-19,172.0,2026-01-27,160.5,-6.69%,-0.06686046511627906,交易結束,6919.TW 康霈*
4956.TW,2026-02-03,24.15,2026-02-04,23.45,2026-02-23,24.5,4.48%,0.04477608541323344,交易結束,4956.TW 光鋐
4956.TW,2026-03-13,31.2,2026-03-16,33.35,2026-03-31,31.8,-4.65%,-0.046476740867132146,交易結束,4956.TW 光鋐
2455.TW,2026-01-16,170.5,2026-01-19,172.0,2026-01-27,173.0,0.58%,0.005813953488372093,交易結束,2455.TW 全新
2455.TW,2026-02-04,181.5,2026-02-05,179.0,2026-02-09,173.0,-3.35%,-0.0335195530726257,交易結束,2455.TW 全新
2455.TW,2026-02-10,190.0,2026-02-11,194.0,2026-03-10,203.5,4.90%,0.04896907216494845,交易結束,2455.TW 全新
8021.TW,2026-01-22,242.0,2026-01-23,243.5,2026-01-30,217.0,-10.88%,-0.10882956878850103,交易結束,8021.TW 尖點
8021.TW,2026-03-18,260.5,2026-03-19,255.0,2026-03-24,246.5,-3.33%,-0.03333333333333333,交易結束,8021.TW 尖點
3673.TW,2026-01-14,43.7,2026-01-15,43.75,2026-01-22,42.95,-1.83%,-0.018285696848000077,交易結束,3673.TW TPK-KY
8086.TWO,2026-01-21,124.0,2026-01-22,128.0,2026-01-30,116.5,-8.98%,-0.08984375,交易結束,8086.TWO 宏捷科
8086.TWO,2026-03-19,135.5,2026-03-20,138.5,2026-03-23,127.5,-7.94%,-0.07942238267148015,交易結束,8086.TWO 宏捷科
