Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
0050.TW,元大台灣50,2026-05-05,看漲 FVG,94.7,94.18,99.44,⏳ 待回測,⚡結構突破,0,81.59,-,2,False
0056.TW,元大高股息,2026-05-05,看漲 FVG,43.16,41.73,45.32,⏳ 待回測,⚡結構突破,0,71.88,-,2,False
009816.TW,凱基台灣TOP50,2026-05-05,看漲 FVG,13.7,13.53,14.38,⏳ 待回測,⚡結構突破,0,91.7,-,2,False
2009.TW,第一銅,2026-04-23,看跌 FVG,38.65,39.6,36.72,⏳ 待回測,⚡結構突破,0,35.63,-,2,False
2352.TW,佳世達,2026-05-05,看漲 FVG,24.75,24.43,25.99,⏳ 待回測,監控中,0,56.52,-,3,False
2409.TW,友達,2026-05-05,看漲 FVG,17.5,17.16,18.38,⏳ 待回測,監控中 🧹,1,33.88,-,3,False
2485.TW,兆赫,2026-05-05,看漲 FVG,64.7,64.18,67.94,⏳ 待回測,監控中 🧹,1,37.69,-,3,False
3105.TWO,穩懋,2026-04-29,看漲 FVG,528.0,509.44,554.4,💰 已達標,獲利點,0,59.43,2026-05-04,3,False
3702.TW,大聯大,2026-04-23,看跌 FVG,99.1,101.0,94.14,❌ 已失效,實體過中線,0,63.07,2026-04-28,3,False
4142.TW,國光生,2026-05-05,看漲 FVG,17.85,17.66,18.74,⏳ 待回測,監控中 🧹,1,48.33,-,3,False
6136.TW,富爾特,2026-05-05,看跌 FVG,25.0,25.38,23.75,⏳ 待回測,監控中,0,52.12,-,3,False
6188.TWO,廣明,2026-04-08,看漲 FVG,87.5,86.47,91.88,❌ 已失效,實體破中線,0,35.36,2026-04-10,3,False
7792.TWO,安葆,2026-05-04,看跌 FVG,353.0,355.77,335.35,💰 已達標,獲利點,0,48.52,-,3,False
8104.TW,錸寶,2026-04-27,看跌 FVG,34.2,34.77,32.49,❌ 已失效,實體過中線,0,58.98,2026-04-29,3,False
1721.TW,三晃,2026-05-05,看漲 FVG,26.7,24.92,28.04,⏳ 待回測,監控中 🧹 ⚠️過熱,0,64.08,-,4,False
2317.TW,鴻海,2026-05-05,看漲 FVG,245.0,228.35,257.25,⏳ 待回測,⚡結構突破 ⚠️過熱,1,77.12,-,4,False
2327.TW,國巨*,2026-05-04,看漲 FVG,341.0,331.33,358.05,💰 已達標,獲利點,0,64.89,2026-05-06,4,False
2367.TW,燿華,2026-04-24,看跌 FVG,60.8,61.41,57.76,💰 已達標,獲利點,0,30.25,-,4,False
3714.TW,富采,2026-04-29,看漲 FVG,72.6,70.94,76.23,💰 已達標,獲利點,0,65.47,-,4,False
6261.TWO,久元,2026-05-05,看漲 FVG,121.5,100.0,127.58,⏳ 待回測,⚡結構突破 ⚠️過熱,0,77.57,-,4,False
6806.TW,森崴能源,2026-05-05,看跌 FVG,20.85,21.21,19.81,⏳ 待回測,⚡結構突破 ⚠️過熱,0,54.44,-,4,False
