                    股號           名稱       現價  指標(DMA)  累計損益(%)  交易次數    目前狀態 短 中 長                                               專業建議
                  3259           鑫創    17.00    -0.14    6.72%    66  🚫 建議賣出 ▼ ▼ ▼      🚨 價格防衛：收盤價 19.25 跌破移動支撐位 20.8。 優先鎖利落袋，等待下次訊號。
                  6906          現觀科    68.00    -0.63   -5.16%     6   ⏳ 觀察中 ▲ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 86.3 (景氣壓力點)。
                  3563           牧德   875.00    63.45  109.76%    64  🚫 建議賣出 ▲ ▲ ▲     🚨 價格防衛：收盤價 500.0 跌破移動支撐位 505.0。 優先鎖利落袋，等待下次訊號。
                  6279           胡連   103.00    -5.50  -45.01%    82  🚫 建議賣出 ▼ ▼ ▼     🚨 價格防衛：收盤價 114.0 跌破移動支撐位 114.5。 優先鎖利落袋，等待下次訊號。
                  3324           雙鴻   989.00   -50.85   11.08%    78  🚫 建議賣出 ▲ ▼ ▼   🚨 價格防衛：收盤價 1015.0 跌破移動支撐位 1060.0。 優先鎖利落袋，等待下次訊號。
                  2910           統領    21.40     0.65   -1.68%    72   ⏳ 觀察中 ▲ ▲ ▲            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 22.06 (景氣壓力點)。
                  3577           泓格    77.50     6.96  -78.97%    92  🚫 建議賣出 ▲ ▲ ▲       🚨 價格防衛：收盤價 70.3 跌破移動支撐位 71.9。 優先鎖利落袋，等待下次訊號。
                  3357          臺慶科   153.50    -7.40   14.03%    34  🚫 建議賣出 ▲ ▼ ▼     🚨 價格防衛：收盤價 163.5 跌破移動支撐位 181.5。 優先鎖利落袋，等待下次訊號。
                  4609           唐鋒     5.25     0.19  -90.63%    82  🚫 建議賣出 ▲ ▲ ▼       🚨 價格防衛：收盤價 5.12 跌破移動支撐位 5.19。 優先鎖利落袋，等待下次訊號。
                  2254       巨鎧精密-創    68.00    -0.68   -6.38%    16  🚫 建議賣出 ▼ ▼ ▲       🚨 價格防衛：收盤價 78.9 跌破移動支撐位 80.0。 優先鎖利落袋，等待下次訊號。
                  2369           菱生    30.45    -0.63    3.55%    64  🚫 建議賣出 ▼ ▼ ▲     🚨 價格防衛：收盤價 32.65 跌破移動支撐位 33.55。 優先鎖利落袋，等待下次訊號。
                  6146           耕興   198.50    -2.98    2.28%    76  🚫 建議賣出 ▲ ▼ ▲   🚨 價格防衛：收盤價 173.64 跌破移動支撐位 175.06。 優先鎖利落袋，等待下次訊號。
                  6221           晉泰    26.50    -0.24    5.73%    80   ⏳ 觀察中 ▲ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 31.8 (景氣壓力點)。
                  2250      IKKA-KY    62.20    -2.11   18.09%    30  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 76.3 跌破移動支撐位 76.4。 優先鎖利落袋，等待下次訊號。
                  7751           竑騰  1975.00   239.85   32.68%     8  🚫 建議賣出 ▲ ▲ ▲ 🚨 價格防衛：收盤價 1165.84 跌破移動支撐位 1170.78。 優先鎖利落袋，等待下次訊號。
                  8489          三貝德    25.70     0.93   15.96%    54  🚫 建議賣出 ▲ ▲ ▼       🚨 價格防衛：收盤價 25.7 跌破移動支撐位 26.4。 優先鎖利落袋，等待下次訊號。
                  1773           勝一   154.00     1.62   25.73%    86   ⏳ 觀察中 ▲ ▲ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 156.0 (景氣壓力點)。
                  6844          諾貝兒    64.00    -0.33    20.6%    20   ⏳ 觀察中 ▲ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 77.5 (景氣壓力點)。
                  6931         青松健康    50.10    -0.64   44.73%     8  🚫 建議賣出 ▼ ▼ ▼     🚨 價格防衛：收盤價 60.69 跌破移動支撐位 61.19。 優先鎖利落袋，等待下次訊號。
                  4956           光鋐    36.50     1.32   42.95%    58  🚫 建議賣出 ▲ ▲ ▲      🚨 價格防衛：收盤價 31.75 跌破移動支撐位 32.0。 優先鎖利落袋，等待下次訊號。
                  5876         上海商銀    39.75     0.16   -12.0%    66  🚫 建議賣出 ▲ ▲ ▼     🚨 價格防衛：收盤價 40.15 跌破移動支撐位 40.25。 優先鎖利落袋，等待下次訊號。
                  4977        眾達-KY   189.00    -1.33  -48.98%    62  🚫 建議賣出 ▼ ▼ ▲     🚨 價格防衛：收盤價 134.5 跌破移動支撐位 139.5。 優先鎖利落袋，等待下次訊號。
                00632R     元大台灣50反1    13.47    -0.20  557.88%    66  🚫 建議賣出 ▼ ▼ ▼      🚨 價格防衛：收盤價 14.1 跌破移動支撐位 14.41。 優先鎖利落袋，等待下次訊號。
                  8935           邦泰    17.75    -0.35   24.26%    54  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 21.3 跌破移動支撐位 22.0。 優先鎖利落袋，等待下次訊號。
                  8342           益張    88.00     2.13  -38.53%    58  🚫 建議賣出 ▲ ▲ ▲       🚨 價格防衛：收盤價 87.1 跌破移動支撐位 88.3。 優先鎖利落袋，等待下次訊號。
                  3704          合勤控    34.35     0.23   44.16%    90   ⏳ 觀察中 ▲ ▲ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 34.55 (景氣壓力點)。
                  8213           志超    33.65    -0.02   58.15%    74  🚫 建議賣出 ▲ ▼ ▼      🚨 價格防衛：收盤價 36.3 跌破移動支撐位 37.75。 優先鎖利落袋，等待下次訊號。
                  5227        立凱-KY    21.85    -1.73  -47.67%    62   ⏳ 觀察中 ▼ ▼ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 26.45 (景氣壓力點)。
                  3521         台鋼建設    13.75    -0.54  -21.68%    62  🚫 建議賣出 ▼ ▼ ▼      🚨 價格防衛：收盤價 14.25 跌破移動支撐位 14.4。 優先鎖利落袋，等待下次訊號。
                  3564           其陽    40.95    -2.02   12.09%    58  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 49.9 跌破移動支撐位 51.8。 優先鎖利落袋，等待下次訊號。
                  6419          京晨科    91.60     5.10  -14.57%    68  🚫 建議賣出 ▲ ▲ ▲       🚨 價格防衛：收盤價 89.0 跌破移動支撐位 90.3。 優先鎖利落袋，等待下次訊號。
                  2845          遠東銀    12.65     0.15  -10.19%    77 🔹 已鎖利續抱 ▲ ▲ ▼                    🌀 趨勢分歧震盪：目前為鎖利續抱中。守穩移動支撐位 12.6。
                  3266           昇陽    13.55     0.02   -25.1%    66  🚫 建議賣出 ▲ ▲ ▼     🚨 價格防衛：收盤價 13.95 跌破移動支撐位 14.05。 優先鎖利落袋，等待下次訊號。
                  2812          台中銀    21.05     0.26   27.95%    57 🔹 已鎖利續抱 ▲ ▲ ▲                   🚀 三期共振強勢：目前為鎖利續抱中。守穩移動支撐位 20.95。
                00959B   大華投等美債15Y+     9.45     0.05   -0.12%     9   🍀 持股中 ▲ ▲ ▼                    🌀 趨勢分歧震盪：目前為強勢推升中。守穩移動支撐位 9.45。
                  1324           地球    11.85     0.96   36.26%    80  🚫 建議賣出 ▲ ▲ ▲      🚨 價格防衛：收盤價 11.8 跌破移動支撐位 11.95。 優先鎖利落袋，等待下次訊號。
                  2724        藝舍-KY    17.65    -0.88  -75.54%    58  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 21.0 跌破移動支撐位 21.2。 優先鎖利落袋，等待下次訊號。
                  3232           昱捷    22.30    -0.12   23.85%    44   ⏳ 觀察中 ▼ ▼ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 23.65 (景氣壓力點)。
                  2867          三商壽     7.80     0.04   21.47%    54  🚫 建議賣出 ▲ ▲ ▼        🚨 價格防衛：收盤價 5.8 跌破移動支撐位 5.85。 優先鎖利落袋，等待下次訊號。
                  4906           正文    40.20     5.14  -16.86%    80  🚫 建議賣出 ▲ ▲ ▲       🚨 價格防衛：收盤價 31.3 跌破移動支撐位 32.8。 優先鎖利落袋，等待下次訊號。
                00787B   元大10年IG醫療債    33.06     0.24   -2.96%    50  🚫 建議賣出 ▲ ▲ ▼     🚨 價格防衛：收盤價 33.01 跌破移動支撐位 33.09。 優先鎖利落袋，等待下次訊號。
                  1712           興農    43.05    -0.62   -5.74%    80  🚫 建議賣出 ▼ ▼ ▲      🚨 價格防衛：收盤價 43.7 跌破移動支撐位 44.41。 優先鎖利落袋，等待下次訊號。
                  1203           味王    39.90     0.63  -22.26%    86  🚫 建議賣出 ▲ ▲ ▲      🚨 價格防衛：收盤價 39.9 跌破移動支撐位 39.95。 優先鎖利落袋，等待下次訊號。
                  2002           中鋼    20.20     0.36   44.26%    90  🚫 建議賣出 ▲ ▲ ▼      🚨 價格防衛：收盤價 18.7 跌破移動支撐位 18.75。 優先鎖利落袋，等待下次訊號。
                  2478           大毅    62.00    -4.48   -2.39%    62   ⏳ 觀察中 ▲ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 73.8 (景氣壓力點)。
                  6015          宏遠證    13.30    -0.19   47.66%    60   ⏳ 觀察中 ▼ ▼ ▲            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 13.65 (景氣壓力點)。
                  4560        強信-KY    32.75    -0.11    9.71%    52  🚫 建議賣出 ▲ ▼ ▼      🚨 價格防衛：收盤價 32.65 跌破移動支撐位 32.8。 優先鎖利落袋，等待下次訊號。
                  8291           尚茂    13.25    -0.61   -50.3%    62  🚫 建議賣出 ▼ ▼ ▼      🚨 價格防衛：收盤價 26.0 跌破移動支撐位 27.78。 優先鎖利落袋，等待下次訊號。
                  6865         偉康科技    37.50     2.30   -8.84%    28  🚫 建議賣出 ▲ ▲ ▼      🚨 價格防衛：收盤價 38.4 跌破移動支撐位 39.05。 優先鎖利落袋，等待下次訊號。
                00845B      富邦新興投等債    33.54    -0.03   -0.45%    18  🚫 建議賣出 ▲ ▼ ▼     🚨 價格防衛：收盤價 33.67 跌破移動支撐位 33.77。 優先鎖利落袋，等待下次訊號。
                  4532           瑞智    24.45    -0.47   10.38%    86  🚫 建議賣出 ▼ ▼ ▲     🚨 價格防衛：收盤價 25.11 跌破移動支撐位 25.53。 優先鎖利落袋，等待下次訊號。
                  6988        威力暘-創    15.00     0.48   14.86%     2  🚫 建議賣出 ▲ ▲ ▼      🚨 價格防衛：收盤價 15.85 跌破移動支撐位 16.3。 優先鎖利落袋，等待下次訊號。
                  6582           申豐    32.55     0.73   -4.46%    56  🚫 建議賣出 ▼ ▲ ▲       🚨 價格防衛：收盤價 33.0 跌破移動支撐位 33.4。 優先鎖利落袋，等待下次訊號。
                  5543        桓鼎-KY    27.40     0.02   45.17%    64  🚫 建議賣出 ▼ ▲ ▼       🚨 價格防衛：收盤價 29.2 跌破移動支撐位 29.7。 優先鎖利落袋，等待下次訊號。
                  6668          中揚光    33.60    -0.27  -15.07%    42  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 37.6 跌破移動支撐位 37.8。 優先鎖利落袋，等待下次訊號。
                  3691           碩禾   107.50    -6.28   23.58%    68   ⏳ 觀察中 ▼ ▼ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 124.0 (景氣壓力點)。
                  9136        巨騰-DR     8.70    -0.74    29.3%    58  🚫 建議賣出 ▼ ▼ ▲       🚨 價格防衛：收盤價 9.86 跌破移動支撐位 10.9。 優先鎖利落袋，等待下次訊號。
                  2897         王道銀行    10.15     0.12   37.08%    62  🚫 建議賣出 ▲ ▲ ▲       🚨 價格防衛：收盤價 9.12 跌破移動支撐位 9.13。 優先鎖利落袋，等待下次訊號。
                  9939           宏全   115.50    -2.53   19.44%    92  🚫 建議賣出 ▼ ▼ ▼     🚨 價格防衛：收盤價 121.5 跌破移動支撐位 123.0。 優先鎖利落袋，等待下次訊號。
                  3592           瑞鼎   224.50     4.00    7.68%    24   ⏳ 觀察中 ▲ ▲ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 231.5 (景氣壓力點)。
                  4760           勤凱   244.00    22.49   18.57%    50  🚫 建議賣出 ▲ ▲ ▲   🚨 價格防衛：收盤價 181.74 跌破移動支撐位 184.18。 優先鎖利落袋，等待下次訊號。
                  4806         桂田文創    11.05    -0.80   -64.8%    72  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 12.1 跌破移動支撐位 12.5。 優先鎖利落袋，等待下次訊號。
                  1718           中纖     7.33    -0.11  -12.31%    84  🚫 建議賣出 ▼ ▼ ▲        🚨 價格防衛：收盤價 7.38 跌破移動支撐位 7.5。 優先鎖利落袋，等待下次訊號。
                  6491           晶碩   293.00     7.45  -28.59%    41 🔹 已鎖利續抱 ▲ ▲ ▼                   🌀 趨勢分歧震盪：目前為鎖利續抱中。守穩移動支撐位 291.5。
                 00955       中信日本商社    16.24     0.41    4.08%    11 🔹 已鎖利續抱 ▲ ▲ ▲                   🚀 三期共振強勢：目前為鎖利續抱中。守穩移動支撐位 16.23。
                  3078           僑威    57.40    -1.01    5.92%    66   ⏳ 觀察中 ▲ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 78.0 (景氣壓力點)。
                  2484           希華    30.40     1.65    2.33%    76  🚫 建議賣出 ▲ ▲ ▲      🚨 價格防衛：收盤價 29.1 跌破移動支撐位 29.75。 優先鎖利落袋，等待下次訊號。
                  6829         千附精密   126.50     5.35  -12.87%    28  🚫 建議賣出 ▲ ▲ ▲     🚨 價格防衛：收盤價 116.5 跌破移動支撐位 118.0。 優先鎖利落袋，等待下次訊號。
                  2520           冠德    30.95    -0.52   10.66%    84  🚫 建議賣出 ▼ ▼ ▼      🚨 價格防衛：收盤價 32.7 跌破移動支撐位 32.95。 優先鎖利落袋，等待下次訊號。
                  6996         力領科技   168.00    -1.98  -11.44%    10  🚫 建議賣出 ▼ ▼ ▲     🚨 價格防衛：收盤價 158.5 跌破移動支撐位 165.5。 優先鎖利落袋，等待下次訊號。
                  3115          富榮綱     9.45    -0.22   17.62%    68   ⏳ 觀察中 ▼ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 10.4 (景氣壓力點)。
                  6166           凌華    60.80    -1.43  -11.55%    86  🚫 建議賣出 ▲ ▼ ▼       🚨 價格防衛：收盤價 65.4 跌破移動支撐位 66.0。 優先鎖利落袋，等待下次訊號。
                  6259           百徽    17.40    -0.26  -54.61%    70   ⏳ 觀察中 ▼ ▼ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 17.75 (景氣壓力點)。
                  6103           合邦    39.25    -3.87   -66.9%    50  🚫 建議賣出 ▼ ▼ ▲      🚨 價格防衛：收盤價 49.55 跌破移動支撐位 52.0。 優先鎖利落袋，等待下次訊號。
                  1338        廣華-KY    15.60     0.91  -15.01%    60   ⏳ 觀察中 ▲ ▲ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 21.2 (景氣壓力點)。
                  3023           信邦   272.00    11.35  -52.22%    90  🚫 建議賣出 ▲ ▲ ▲     🚨 價格防衛：收盤價 233.0 跌破移動支撐位 233.5。 優先鎖利落袋，等待下次訊號。
                  2106           建大    18.35     0.26    4.18%    72  🚫 建議賣出 ▲ ▲ ▼      🚨 價格防衛：收盤價 20.2 跌破移動支撐位 20.45。 優先鎖利落袋，等待下次訊號。
                00738U      期元大道瓊白銀    60.25    -1.20   -8.05%    62  🚫 建議賣出 ▲ ▼ ▼     🚨 價格防衛：收盤價 28.15 跌破移動支撐位 28.22。 優先鎖利落袋，等待下次訊號。
                  6672      騰輝電子-KY   154.00    16.59  -32.44%    42  🚫 建議賣出 ▲ ▲ ▲     🚨 價格防衛：收盤價 118.0 跌破移動支撐位 118.5。 優先鎖利落袋，等待下次訊號。
                  3694           海華    55.80    -1.04   -7.35%    78   ⏳ 觀察中 ▼ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 62.4 (景氣壓力點)。
                  6596         寬宏藝術    96.00   -19.61   59.82%    54  🚫 建議賣出 ▼ ▼ ▼   🚨 價格防衛：收盤價 123.56 跌破移動支撐位 123.99。 優先鎖利落袋，等待下次訊號。
                  6160           欣技    15.75    -0.49   41.95%    68  🚫 建議賣出 ▼ ▼ ▼      🚨 價格防衛：收盤價 21.3 跌破移動支撐位 21.45。 優先鎖利落袋，等待下次訊號。
                  5426           振發    19.80    -0.09   11.94%    68   ⏳ 觀察中 ▲ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 21.2 (景氣壓力點)。
                  8048           德勝    54.50    -3.83   25.49%    56   ⏳ 觀察中 ▼ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 61.6 (景氣壓力點)。
                  2312           金寶    22.80    -0.72   46.91%    66  🚫 建議賣出 ▼ ▼ ▼     🚨 價格防衛：收盤價 33.75 跌破移動支撐位 33.85。 優先鎖利落袋，等待下次訊號。
                  2208           台船    20.55    -0.76  -14.43%    68  🚫 建議賣出 ▼ ▼ ▼      🚨 價格防衛：收盤價 23.3 跌破移動支撐位 23.95。 優先鎖利落袋，等待下次訊號。
                  2028           威致    18.20     0.06  -66.39%    74   ⏳ 觀察中 ▼ ▲ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 19.4 (景氣壓力點)。
                  1909           榮成     9.74     0.22   47.15%    70  🚫 建議賣出 ▼ ▲ ▲     🚨 價格防衛：收盤價 10.15 跌破移動支撐位 10.45。 優先鎖利落袋，等待下次訊號。
                009803    保德信市值動能50    16.24     0.18    1.46%     3   🍀 持股中 ▲ ▲ ▲                   🚀 三期共振強勢：目前為強勢推升中。守穩移動支撐位 16.21。
                  7584           樂意    33.60    -0.54  -45.35%    20   ⏳ 觀察中 ▲ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 43.8 (景氣壓力點)。
                  8050           廣積    40.80    -0.35   -1.22%    74   ⏳ 觀察中 ▲ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 57.3 (景氣壓力點)。
                  2348           海悅    76.90     0.97   10.44%    58  🚫 建議賣出 ▲ ▲ ▲       🚨 價格防衛：收盤價 78.9 跌破移動支撐位 81.7。 優先鎖利落袋，等待下次訊號。
                  3455           由田   184.00    20.88  -16.14%    68  🚫 建議賣出 ▲ ▲ ▲     🚨 價格防衛：收盤價 125.0 跌破移動支撐位 126.0。 優先鎖利落袋，等待下次訊號。
                  2104         國際中橡    11.95    -0.17  -24.05%    88  🚫 建議賣出 ▼ ▼ ▲      🚨 價格防衛：收盤價 10.75 跌破移動支撐位 11.3。 優先鎖利落袋，等待下次訊號。
                  6122           擎邦    51.00    -0.74   56.25%    66   ⏳ 觀察中 ▲ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 54.2 (景氣壓力點)。
                  2880          華南金    34.60     0.38   28.61%    98  🚫 建議賣出 ▲ ▲ ▲      🚨 價格防衛：收盤價 33.0 跌破移動支撐位 33.05。 優先鎖利落袋，等待下次訊號。
                  6435           大中   159.50    -4.00    7.13%    58  🚫 建議賣出 ▲ ▼ ▲     🚨 價格防衛：收盤價 155.5 跌破移動支撐位 156.0。 優先鎖利落袋，等待下次訊號。
                  6909           創控    50.00     1.90   -3.84%     4  🚫 建議賣出 ▲ ▲ ▲       🚨 價格防衛：收盤價 39.6 跌破移動支撐位 40.2。 優先鎖利落袋，等待下次訊號。
                  8942           森鉅    39.50     1.29   26.75%    68   ⏳ 觀察中 ▲ ▲ ▲            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 40.95 (景氣壓力點)。
                  8476          台境*    18.95    -0.49 -537.71%    66  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 19.4 跌破移動支撐位 19.8。 優先鎖利落袋，等待下次訊號。
                  6530           創威    97.90     5.85  -42.95%    60  🚫 建議賣出 ▲ ▲ ▲       🚨 價格防衛：收盤價 58.6 跌破移動支撐位 62.4。 優先鎖利落袋，等待下次訊號。
                  3226           龍鋒    41.20    -2.97  -18.67%    90  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 56.9 跌破移動支撐位 57.1。 優先鎖利落袋，等待下次訊號。
                  6806         森崴能源    25.40    -6.29   71.47%    20  🚫 建議賣出 ▼ ▼ ▼      🚨 價格防衛：收盤價 42.75 跌破移動支撐位 43.1。 優先鎖利落袋，等待下次訊號。
                  2755           揚秦   141.50    -0.93  -43.86%    36  🚫 建議賣出 ▼ ▼ ▲     🚨 價格防衛：收盤價 131.5 跌破移動支撐位 134.0。 優先鎖利落袋，等待下次訊號。
                  3390           旭軟    22.00    -0.23   67.64%    68  🚫 建議賣出 ▲ ▼ ▼     🚨 價格防衛：收盤價 23.85 跌破移動支撐位 24.45。 優先鎖利落袋，等待下次訊號。
                  1605           華新    31.45    -0.69  121.79%    70  🚫 建議賣出 ▲ ▼ ▼     🚨 價格防衛：收盤價 31.75 跌破移動支撐位 32.15。 優先鎖利落袋，等待下次訊號。
                  8038          長園科    39.20    -2.34   13.05%    58  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 54.6 跌破移動支撐位 56.8。 優先鎖利落袋，等待下次訊號。
                  4726           永昕    30.65    -0.55  -57.38%    62  🚫 建議賣出 ▼ ▼ ▼      🚨 價格防衛：收盤價 35.65 跌破移動支撐位 35.8。 優先鎖利落袋，等待下次訊號。
                00648R   元大S&P500反1     4.43    -0.02   -0.83%    56  🚫 建議賣出 ▼ ▼ ▲       🚨 價格防衛：收盤價 4.37 跌破移動支撐位 4.39。 優先鎖利落袋，等待下次訊號。
                  3006          晶豪科   155.00   -15.97   73.43%    72  🚫 建議賣出 ▼ ▼ ▲     🚨 價格防衛：收盤價 195.5 跌破移動支撐位 197.5。 優先鎖利落袋，等待下次訊號。
                  1442           名軒    26.40    -0.02    2.04%    86  🚫 建議賣出 ▲ ▼ ▼       🚨 價格防衛：收盤價 28.9 跌破移動支撐位 29.6。 優先鎖利落袋，等待下次訊號。
                  3376          新日興   208.00    -6.47  -23.24%    88  🚫 建議賣出 ▲ ▼ ▼     🚨 價格防衛：收盤價 204.0 跌破移動支撐位 220.5。 優先鎖利落袋，等待下次訊號。
                  1303           南亞    85.20     1.32   35.43%    94  🚫 建議賣出 ▲ ▲ ▲       🚨 價格防衛：收盤價 89.5 跌破移動支撐位 90.1。 優先鎖利落袋，等待下次訊號。
                00715L 期街口S&P布蘭特油正2    49.42     1.50  -32.76%    32  🚫 建議賣出 ▼ ▲ ▲     🚨 價格防衛：收盤價 21.76 跌破移動支撐位 22.22。 優先鎖利落袋，等待下次訊號。
                  8349          �矬�    42.55    -0.52   82.85%    74   ⏳ 觀察中 ▲ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 46.9 (景氣壓力點)。
                  2633         台灣高鐵    27.00     0.38   -5.27%    54  🚫 建議賣出 ▲ ▲ ▼      🚨 價格防衛：收盤價 26.45 跌破移動支撐位 26.5。 優先鎖利落袋，等待下次訊號。
                  4530           宏易    28.30    -0.43  -20.27%    64   ⏳ 觀察中 ▼ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 31.5 (景氣壓力點)。
                00760B      復華新興企業債    54.00     0.06    3.93%    30   ⏳ 觀察中 ▲ ▲ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 54.1 (景氣壓力點)。
                  8931          大汽電    41.85    -2.12   89.34%    62  🚫 建議賣出 ▼ ▼ ▼       📉 趨勢反轉：中期指標由正轉負 (-0.02)，動能消失。 優先鎖利落袋，等待下次訊號。
                  6654         天正國際    90.00    -1.00  -24.51%    50  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 96.1 跌破移動支撐位 96.3。 優先鎖利落袋，等待下次訊號。
                  3693           營邦   556.00    20.18   28.82%    54  🚫 建議賣出 ▲ ▲ ▲     🚨 價格防衛：收盤價 443.5 跌破移動支撐位 453.0。 優先鎖利落袋，等待下次訊號。
                  1295           生合    60.50    -3.58   35.06%     4  🚫 建議賣出 ▼ ▼ ▼      🚨 價格防衛：收盤價 99.5 跌破移動支撐位 102.0。 優先鎖利落袋，等待下次訊號。
                  6290           良維   217.50    -9.30  169.25%    70  🚫 建議賣出 ▲ ▼ ▲     🚨 價格防衛：收盤價 216.0 跌破移動支撐位 230.0。 優先鎖利落袋，等待下次訊號。
                  2543           皇昌    57.50    -7.15   29.32%    68  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 71.6 跌破移動支撐位 73.3。 優先鎖利落袋，等待下次訊號。
                  1762          中化生    27.60    -0.95   47.21%    76  🚫 建議賣出 ▼ ▼ ▲      🚨 價格防衛：收盤價 29.45 跌破移動支撐位 30.0。 優先鎖利落袋，等待下次訊號。
                  2388           威盛    54.20     0.59  142.62%    60  🚫 建議賣出 ▲ ▲ ▲       🚨 價格防衛：收盤價 51.9 跌破移動支撐位 52.6。 優先鎖利落袋，等待下次訊號。
                  6234           高僑    29.30     0.22   12.28%    60  🚫 建議賣出 ▲ ▲ ▲      🚨 價格防衛：收盤價 23.8 跌破移動支撐位 23.95。 優先鎖利落袋，等待下次訊號。
                  3360           尚立    14.15    -0.66   -28.3%    58  🚫 建議賣出 ▼ ▼ ▼       🚨 價格防衛：收盤價 14.5 跌破移動支撐位 14.7。 優先鎖利落袋，等待下次訊號。
                  1256      鮮活果汁-KY   150.00    -3.35    9.76%    60  🚫 建議賣出 ▲ ▼ ▼     🚨 價格防衛：收盤價 161.0 跌破移動支撐位 165.5。 優先鎖利落袋，等待下次訊號。
                  3260           威剛   366.00   -19.02   56.79%    84  🚫 建議賣出 ▲ ▼ ▲    🚨 價格防衛：收盤價 457.5 跌破移動支撐位 470.75。 優先鎖利落袋，等待下次訊號。
                  3673       TPK-KY    51.30     3.68  -23.65%    82  🚫 建議賣出 ▲ ▲ ▲     🚨 價格防衛：收盤價 44.75 跌破移動支撐位 44.85。 優先鎖利落袋，等待下次訊號。
                  2035           唐榮    28.60     0.27  -16.83%    84  🚫 建議賣出 ▲ ▲ ▼       🚨 價格防衛：收盤價 29.2 跌破移動支撐位 29.7。 優先鎖利落袋，等待下次訊號。
                  6418           詠昇    28.80    -1.02  -35.11%    46  🚫 建議賣出 ▼ ▼ ▼     🚨 價格防衛：收盤價 47.75 跌破移動支撐位 49.05。 優先鎖利落袋，等待下次訊號。
                  5230        雷笛克光學    16.15    -0.38   16.06%    62   ⏳ 觀察中 ▼ ▼ ▼             🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 17.9 (景氣壓力點)。
                  3169           亞信    89.40    -5.22   48.74%    80   ⏳ 觀察中 ▼ ▼ ▼            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 102.5 (景氣壓力點)。
                  1516           川飛    20.30    -1.45   43.21%    74  🚫 建議賣出 ▼ ▼ ▼     🚨 價格防衛：收盤價 21.45 跌破移動支撐位 22.15。 優先鎖利落袋，等待下次訊號。
                  3413           京鼎   308.50    -5.15   27.13%    56   ⏳ 觀察中 ▼ ▼ ▲            🔍 準備起飛：指標已翻正，等待收盤價突破關鍵高點 324.0 (景氣壓力點)。
                00693U     期街口S&P黃豆    21.90    -0.16   -9.71%    58  🚫 建議賣出 ▼ ▼ ▲     🚨 價格防衛：收盤價 22.43 跌破移動支撐位 23.08。 優先鎖利落袋，等待下次訊號。
                  3516          亞帝歐    19.40    -0.36  -31.07%    80  🚫 建議賣出 ▲ ▼ ▼      🚨 價格防衛：收盤價 19.85 跌破移動支撐位 19.9。 優先鎖利落袋，等待下次訊號。
