Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
2009.TW,第一銅,2026-04-23,看跌 FVG,38.65,39.6,36.72,⏳ 待回測,⚡結構突破,0,35.63,-,2,False
2317.TW,鴻海,2026-04-22,看漲 FVG,218.0,211.94,228.9,💰 已達標,獲利點,1,83.17,2026-04-24,2,False
2352.TW,佳世達,2026-04-27,看跌 FVG,24.25,24.47,23.04,❌ 已失效,實體過中線,0,56.88,-,2,False
7792.TWO,安葆,2026-04-08,看漲 FVG,341.0,314.92,358.05,💰 已達標,獲利點,1,63.6,-,2,False
0050.TW,元大台灣50,2026-04-28,看跌 FVG,91.5,93.16,86.92,⚠️ 壓力確認,🔴 放空,0,87.87,2026-04-30,3,True
0056.TW,元大高股息,2026-04-21,看漲 FVG,40.99,40.4,43.04,❌ 已失效,實體破中線,0,75.61,-,3,False
2327.TW,國巨*,2026-04-28,看漲 FVG,317.5,308.45,333.38,✅ 已站穩,🟢 買進,0,71.48,2026-04-30,3,True
2409.TW,友達,2026-04-23,看跌 FVG,17.85,18.49,16.96,💰 已達標,獲利點,0,58.65,-,3,False
3105.TWO,穩懋,2026-04-29,看漲 FVG,528.0,509.44,554.4,⏳ 待回測,監控中 🧹,0,59.43,-,3,False
3702.TW,大聯大,2026-04-23,看跌 FVG,99.1,101.0,94.14,❌ 已失效,實體過中線,0,63.07,2026-04-28,3,False
4142.TW,國光生,2026-04-23,看跌 FVG,18.0,18.19,17.1,❌ 已失效,實體過中線,0,33.33,-,3,False
6136.TW,富爾特,2026-04-27,看跌 FVG,26.4,27.64,25.08,💰 已達標,獲利點,0,65.44,-,3,False
6188.TWO,廣明,2026-04-08,看漲 FVG,87.5,86.47,91.88,❌ 已失效,實體破中線,0,35.36,2026-04-10,3,False
6806.TW,森崴能源,2026-04-29,看漲 FVG,22.5,21.54,23.62,⏳ 待回測,監控中 🧹,0,47.2,-,3,False
8104.TW,錸寶,2026-04-27,看跌 FVG,34.2,34.77,32.49,⚠️ 壓力確認,🔴 放空,0,58.98,2026-04-29,3,False
009816.TW,凱基台灣TOP50,2026-04-27,看漲 FVG,13.14,12.81,13.8,✅ 已站穩,🟢 買進,0,94.95,2026-04-29,4,False
1721.TW,三晃,2026-04-27,看跌 FVG,26.4,27.13,25.08,💰 已達標,獲利點,0,68.31,2026-04-29,4,False
2367.TW,燿華,2026-04-24,看跌 FVG,60.8,61.41,57.76,💰 已達標,獲利點,0,30.25,-,4,False
2485.TW,兆赫,2026-04-24,看跌 FVG,63.5,64.22,60.32,💰 已達標,獲利點,0,30.26,-,4,False
3714.TW,富采,2026-04-29,看漲 FVG,72.6,70.94,76.23,⏳ 待回測,監控中 🧹 ⚠️過熱,0,65.47,-,4,False
6261.TWO,久元,2026-04-21,看漲 FVG,90.0,85.67,94.5,💰 已達標,獲利點,1,73.4,2026-04-23,4,False
