====================================================================================================
📊 全市場量子掃描明日盲測大盤觀測總表 (20260807 盤後計算適用)
====================================================================================================
股號          | 名稱          | 收盤       | 今日訊號       |      累積收益 |    次數 |       勝率 | 今日最佳特徵數值理由
----------------------------------------------------------------------------------------------------
00400A.TW    | 主動國泰動能高息   | 13.74      | ❄️ 空倉          |      +13.47% |     16 |    51.56% | [P:0.38] RSI:59.14|MACD:-0.19|KD_Diff:14.68|BIAS_20:3.04
00401A.TW    | 主動摩根台灣鑫收   | 13.23      | ❄️ 空倉          |       +8.67% |     10 |    57.14% | [P:0.46] RSI:60.09|MACD:-0.06|KD_Diff:12.94|BIAS_20:3.19
00402A.TW    | 主動安聯美國科技   | 9.75       | ❄️ 空倉          |       +0.30% |      2 |    48.00% | [P:0.42] [⚠️降級預設] RSI:55.60|MACD:-0.03|KD_Diff:12.93|D_Value:63.17
00403A.TW    | 主動統一升級50   | 9.72       | ❄️ 空倉          |       +1.95% |      4 |    56.86% | [P:0.41] [⚠️降級預設] RSI:55.67|MACD:-0.22|KD_Diff:15.70|D_Value:62.49
00404A.TW    | 主動聯博動能50   | 9.39       | ❄️ 空倉          |       -6.23% |      4 |    52.00% | [P:0.41] [⚠️降級預設] RSI:56.40|MACD:-0.14|KD_Diff:12.12|D_Value:65.75
00405A.TW    | 主動富邦台灣龍耀   | 8.02       | ❄️ 空倉          |      -12.61% |      2 |    44.00% | [P:0.42] [⚠️降級預設] RSI:55.40|MACD:-0.26|KD_Diff:15.53|D_Value:61.81
00406A.TW    | 主動中信台灣收益   | 9.23       | ❄️ 空倉          |       -5.17% |      2 |    55.00% | [P:0.41] [⚠️降級預設] RSI:56.40|MACD:-0.19|KD_Diff:16.08|D_Value:61.37
00407A.TW    | 主動凱基台灣     | 9.28       | ❄️ 空倉          |       +0.43% |      2 |    50.00% | [P:0.34] [⚠️降級預設] RSI:60.68|MACD:-0.11|KD_Diff:14.30|D_Value:67.82
0050.TW      | 元大台灣50     | 102.85     | ❄️ 空倉          |      +42.62% |     38 |    48.78% | [P:0.46] Vol_Ratio:0.59|BIAS_20:1.14|MA_Slope:-0.14|BB_Upper:5.93
0052.TW      | 富邦科技       | 60.20      | 🟢 持股           |      +19.45% |     21 |    50.98% | [P:0.59] MACD:-0.41|D_Value:66.30|Vol_Ratio:0.94|BB_Upper:6.25
0053.TW      | 元大電子       | 231.75     | ❄️ 空倉          |      +37.00% |     22 |    48.78% | [P:0.41] [⚠️降級預設] RSI:55.55|MACD:-1.69|KD_Diff:12.77|D_Value:67.41
0056.TW      | 元大高股息      | 51.05      | 🟢 持股           |       +6.27% |     29 |    51.30% | [P:0.59] KD_Diff:12.04|Vol_Ratio:0.44|BB_Upper:4.94|MA_Bull:0.00
0061.TW      | 元大寶滬深      | 25.15      | ❄️ 空倉          |      +12.02% |     12 |    51.76% | [P:0.41] [⚠️降級預設] RSI:59.24|MACD:-0.05|KD_Diff:14.95|D_Value:58.73
006201.TWO   | 元大富櫃50     | 42.60      | ❄️ 空倉          |      +71.26% |     46 |    50.12% | [P:0.38] Vol_Ratio:0.57|MA_Slope:-0.51|BB_Upper:11.67|MA_Bull:0.00
006203.TW    | 元大MSCI台灣   | 186.35     | ❄️ 空倉          |      +21.60% |     48 |    51.09% | [P:0.43] KD_Diff:12.47|D_Value:67.30|Vol_Ratio:0.16|MA_Bull:0.00
006205.TW    | 富邦上証       | 41.80      | ❄️ 空倉          |       +4.15% |     14 |    51.92% | [P:0.40] [⚠️降級預設] RSI:64.44|MACD:0.06|KD_Diff:12.40|D_Value:58.04
006208.TW    | 富邦台50      | 235.35     | 🟢 持股           |      +47.86% |     21 |    50.15% | [P:0.53] MACD:-1.79|D_Value:68.09|Vol_Ratio:0.61|BIAS_20:1.16
00631L.TW    | 元大台灣50正2   | 33.68      | 🟢 持股           |      +10.59% |     19 |    50.11% | [P:0.54] KD_Diff:13.86|BIAS_20:0.52|MA_Slope:-0.46|BB_Upper:14.05
00632R.TW    | 元大台灣50反1   | 10.35      | ❄️ 空倉          |       +3.77% |     12 |    57.04% | [P:0.36] MACD:0.03|D_Value:30.88|BIAS_20:-2.17|MA_Slope:0.07
00633L.TW    | 富邦上証正2     | 50.75      | 🟢 持股           |       -0.75% |     25 |    49.33% | [P:0.54] MACD:-0.30|KD_Diff:13.00|MA_Slope:0.04|BB_Upper:2.70
00634R.TW    | 富邦上証反1     | 3.05       | ❄️ 空倉          |      -10.97% |     22 |    52.68% | [P:0.39] KD_Diff:-13.91|D_Value:39.54|Vol_Ratio:0.70|MA_Slope:-0.08
00635U.TW    | 期元大S&P黃金   | 44.35      | 🚀 買進           |      +34.24% |     30 |    51.73% | [P:0.59] MACD:0.05|D_Value:60.99|Vol_Ratio:1.22|MA_Bull:10.00
00637L.TW    | 元大滬深300正2  | 21.12      | 💥 賣出           |       -0.72% |     21 |    49.91% | [P:0.49] MACD:-0.11|KD_Diff:12.41|BIAS_20:2.53|BB_Upper:2.90
00638R.TW    | 元大滬深300反1  | 6.57       | ❄️ 空倉          |       -3.54% |      8 |    53.09% | [P:0.41] RSI:40.45|MACD:0.01|KD_Diff:-13.41|D_Value:38.93
00639.TW     | 富邦深100     | 17.29      | 💥 賣出           |      +12.79% |     13 |    50.04% | [P:0.45] [⚠️降級預設] RSI:55.75|MACD:-0.23|KD_Diff:17.61|D_Value:56.07
00640L.TW    | 富邦日本正2     | 107.25     | 🟢 持股           |       +1.46% |     35 |    50.13% | [P:0.59] RSI:60.60|D_Value:65.39|Vol_Ratio:0.47|BIAS_20:3.19
00641R.TW    | 富邦日本反1     | 3.73       | ❄️ 空倉          |       +2.21% |     32 |    56.22% | [P:0.39] RSI:38.60|KD_Diff:-7.96|BIAS_20:-1.36|MA_Slope:-0.08
00642U.TW    | 期元大S&P石油   | 25.80      | ❄️ 空倉          |     +126.47% |     48 |    52.89% | [P:0.41] RSI:43.84|D_Value:21.22|Vol_Ratio:1.01|MA_Slope:0.29
00643.TW     | 群益深証中小     | 19.29      | 💥 賣出           |       +9.04% |      7 |    49.48% | [P:0.44] [⚠️降級預設] RSI:59.65|MACD:-0.28|KD_Diff:19.31|D_Value:54.44
00645.TW     | 富邦日本       | 57.45      | ❄️ 空倉          |       +7.01% |     16 |    49.71% | [P:0.35] [⚠️降級預設] RSI:60.34|MACD:0.14|KD_Diff:14.70|D_Value:65.67
00646.TW     | 元大S&P500   | 78.25      | ❄️ 空倉          |      +17.76% |     40 |    49.90% | [P:0.49] KD_Diff:8.33|D_Value:74.68|BIAS_20:2.28|MA_Bull:10.00
00648R.TW    | 元大S&P500反1 | 3.91       | ❄️ 空倉          |       -2.30% |     14 |    57.76% | [P:0.37] MACD:-0.03|D_Value:31.70|BIAS_20:-2.72|MA_Slope:-0.15
00650L.TW    | 復華香港正2     | 17.47      | 🟢 持股           |       +5.62% |     35 |    49.84% | [P:0.65] RSI:58.79|MACD:0.54|MA_Slope:0.63|MA_Bull:0.00
00651R.TW    | 復華香港反1     | 5.17       | 🟢 持股           |      +11.71% |     19 |    52.95% | [P:0.53] RSI:38.60|D_Value:31.51|BIAS_20:-1.73|MA_Slope:-0.32
00653L.TW    | 富邦印度正2     | 48.62      | ❄️ 空倉          |      +10.28% |     44 |    48.86% | [P:0.46] RSI:61.10|KD_Diff:3.60|Vol_Ratio:0.12|BB_Upper:1.63
00654R.TW    | 富邦印度反1     | 6.58       | ❄️ 空倉          |       +7.26% |     32 |    53.17% | [P:0.50] RSI:35.85|D_Value:17.14|BIAS_20:-2.17|MA_Slope:-0.17
00655L.TW    | 國泰中國A50正2  | 35.52      | 🚀 買進           |      +16.69% |     42 |    50.93% | [P:0.52] RSI:59.21|Vol_Ratio:0.78|MA_Slope:0.07|MA_Bull:0.00
00656R.TW    | 國泰中國A50反1  | 5.78       | ❄️ 空倉          |       +3.33% |     12 |    53.96% | [P:0.34] RSI:37.50|D_Value:35.08|MA_Slope:-0.13|BB_Upper:4.96
00657K.TW    | 國泰日經225+U  | 24.01      | 💥 賣出           |      +34.83% |     43 |    50.00% | [P:0.46] RSI:55.61|KD_Diff:17.27|BIAS_20:1.43|MA_Bull:0.00
00660.TW     | 元大歐洲50     | 47.47      | ❄️ 空倉          |      +22.56% |     38 |    52.71% | [P:0.30] RSI:68.36|MACD:0.48|D_Value:87.32|MA_Bull:10.00
00662.TW     | 富邦NASDAQ   | 121.80     | ❄️ 空倉          |      +16.55% |     40 |    50.39% | [P:0.41] RSI:56.01|KD_Diff:13.01|MA_Slope:0.04|MA_Bull:0.00
00663L.TW    | 國泰臺灣加權正2   | 96.60      | ❄️ 空倉          |      +98.88% |     34 |    49.43% | [P:0.39] RSI:55.01|D_Value:62.76|Vol_Ratio:0.76|MA_Slope:-0.48
00664R.TW    | 國泰臺灣加權反1   | 1.68       | ❄️ 空倉          |       +0.00% |      2 |    59.18% | [P:0.41] RSI:43.86|MACD:0.01|D_Value:31.68|Vol_Ratio:0.63
00665L.TW    | 富邦�琤肭磪囓�2  | 9.63       | 🟢 持股           |       +3.99% |     29 |    53.32% | [P:0.57] RSI:56.44|MACD:0.29|Vol_Ratio:0.62|MA_Slope:0.61
