股票代碼,訊號日期,訊號收盤,買入日期,買入價格,賣出日期,賣出價格,獲利%,raw_pnl,狀態,股票標的
2312.TW,2026-01-07,23.85,2026-01-08,23.95,2026-01-09,22.7,-5.22%,-0.05219206514332666,交易結束,2312.TW 金寶
2312.TW,2026-01-12,25.05,2026-01-13,26.1,2026-01-23,28.55,9.39%,0.09386968658194311,交易結束,2312.TW 金寶
2312.TW,2026-04-21,27.15,2026-04-22,28.9,持股中,28.9,0.00%,0.0,續抱中,2312.TW 金寶
1711.TW,2026-01-02,20.3,2026-01-05,20.9,2026-01-22,23.05,10.29%,0.10287079702608651,交易結束,1711.TW 永光
1711.TW,2026-02-24,27.8,2026-02-25,29.05,2026-03-10,25.8,-11.19%,-0.11187607866954424,交易結束,1711.TW 永光
1711.TW,2026-03-12,29.4,2026-03-13,29.0,2026-03-27,37.65,29.83%,0.29827591468620696,交易結束,1711.TW 永光
1711.TW,2026-04-17,47.95,2026-04-20,52.6,持股中,54.2,3.04%,0.03041829534629802,續抱中,1711.TW 永光
8028.TW,2026-01-02,186.5,2026-01-05,190.0,2026-01-14,186.5,-1.84%,-0.018421052631578946,交易結束,8028.TW 昇陽半導體
8028.TW,2026-02-26,188.0,2026-03-02,181.0,2026-03-05,176.0,-2.76%,-0.027624309392265192,交易結束,8028.TW 昇陽半導體
8028.TW,2026-03-18,197.0,2026-03-19,191.5,2026-03-24,186.5,-2.61%,-0.02610966057441253,交易結束,8028.TW 昇陽半導體
4967.TW,2026-01-02,193.5,2026-01-05,210.0,2026-01-14,194.5,-7.38%,-0.07380952380952381,交易結束,4967.TW 十銓
4967.TW,2026-01-27,248.0,2026-01-28,253.5,2026-02-04,220.5,-13.02%,-0.1301775147928994,交易結束,4967.TW 十銓
4967.TW,2026-03-17,224.5,2026-03-18,240.0,2026-03-27,213.0,-11.25%,-0.1125,交易結束,4967.TW 十銓
2340.TW,2026-01-07,27.45,2026-01-08,28.45,2026-01-23,27.85,-2.11%,-0.02108964377190551,交易結束,2340.TW 台亞
2340.TW,2026-04-09,29.8,2026-04-10,29.5,2026-04-14,29.35,-0.51%,-0.0050847328305085,交易結束,2340.TW 台亞
2340.TW,2026-04-20,35.5,2026-04-21,39.05,持股中,42.45,8.71%,0.08706790248973358,續抱中,2340.TW 台亞
3701.TW,2026-01-15,58.0,2026-01-16,60.4,2026-01-26,52.8,-12.58%,-0.12582784928475635,交易結束,3701.TW 大眾控
3701.TW,2026-04-15,64.3,2026-04-16,67.3,持股中,74.7,11.00%,0.10995532779848917,續抱中,3701.TW 大眾控
6548.TWO,2026-01-06,47.8,2026-01-07,49.05,2026-02-03,55.76,13.68%,0.1367713916787541,交易結束,6548.TWO 長科*
2454.TW,2026-01-02,1442.05,2026-01-05,1481.29,2026-01-12,1445.0,-2.45%,-0.02449578567125651,交易結束,2454.TW 聯發科
2454.TW,2026-01-23,1630.0,2026-01-26,1740.0,2026-02-09,1760.0,1.15%,0.011494252873563218,交易結束,2454.TW 聯發科
2454.TW,2026-04-16,1895.0,2026-04-17,1930.0,持股中,2120.0,9.84%,0.09844559585492228,續抱中,2454.TW 聯發科
1727.TW,2026-01-06,48.65,2026-01-07,49.5,2026-01-12,45.6,-7.88%,-0.07878790961414146,交易結束,1727.TW 中華化
1727.TW,2026-01-13,48.35,2026-01-14,48.5,2026-01-16,47.75,-1.55%,-0.015463917525773196,交易結束,1727.TW 中華化
1727.TW,2026-03-03,49.7,2026-03-04,49.0,2026-03-10,46.5,-5.10%,-0.05102040816326531,交易結束,1727.TW 中華化
1727.TW,2026-03-12,55.3,2026-03-13,55.0,2026-03-24,53.0,-3.64%,-0.03636363636363636,交易結束,1727.TW 中華化
1721.TW,2026-01-06,16.85,2026-01-07,16.5,2026-01-09,15.85,-3.94%,-0.03939391627272732,交易結束,1721.TW 三晃
1721.TW,2026-01-15,18.75,2026-01-16,18.85,2026-01-26,18.55,-1.59%,-0.015915179752167555,交易結束,1721.TW 三晃
1721.TW,2026-04-17,20.5,2026-04-20,21.95,持股中,27.0,23.01%,0.23006829437726187,續抱中,1721.TW 三晃
3016.TW,2026-01-07,59.4,2026-01-08,60.3,2026-01-19,57.3,-4.98%,-0.0497512444105344,交易結束,3016.TW 嘉晶
3016.TW,2026-01-20,66.0,2026-01-21,68.2,2026-01-30,64.1,-6.01%,-0.060117282369001664,交易結束,3016.TW 嘉晶
3016.TW,2026-04-15,62.6,2026-04-16,62.6,持股中,70.1,11.98%,0.11980830962964069,續抱中,3016.TW 嘉晶
2351.TW,2026-01-28,96.2,2026-01-29,96.2,2026-02-03,88.7,-7.80%,-0.07796258043582333,交易結束,2351.TW 順德
2351.TW,2026-03-17,93.8,2026-03-18,96.0,2026-03-31,95.2,-0.83%,-0.008333365122916714,交易結束,2351.TW 順德
2351.TW,2026-04-08,118.0,2026-04-09,117.0,持股中,148.5,26.92%,0.2692307692307692,續抱中,2351.TW 順德
3013.TW,2026-04-17,111.0,2026-04-20,111.0,持股中,111.0,0.00%,0.0,續抱中,3013.TW 晟銘電
3338.TW,2026-01-22,56.5,2026-01-23,57.5,2026-01-28,52.9,-8.00%,-0.07999997346260866,交易結束,3338.TW 泰碩
3338.TW,2026-02-25,56.7,2026-02-26,57.0,2026-03-11,56.4,-1.05%,-0.010526289019298207,交易結束,3338.TW 泰碩
3338.TW,2026-04-17,65.5,2026-04-20,66.1,持股中,70.0,5.90%,0.0590015373060581,續抱中,3338.TW 泰碩
4960.TW,2026-01-06,14.0,2026-01-07,14.25,2026-01-09,13.45,-5.61%,-0.05614036425964916,交易結束,4960.TW 誠美材
4960.TW,2026-02-04,14.55,2026-02-05,16.0,2026-02-10,13.7,-14.38%,-0.14375001191875003,交易結束,4960.TW 誠美材
4960.TW,2026-03-04,14.9,2026-03-05,15.75,2026-03-27,24.5,55.56%,0.5555555555555556,交易結束,4960.TW 誠美材
4960.TW,2026-04-15,28.05,2026-04-16,30.7,持股中,43.35,41.21%,0.4120520324705375,續抱中,4960.TW 誠美材
8271.TW,2026-01-07,119.5,2026-01-08,119.5,2026-01-22,125.0,4.60%,0.04602510460251046,交易結束,8271.TW 宇瞻
8271.TW,2026-03-16,190.5,2026-03-17,186.0,2026-03-24,170.0,-8.60%,-0.08602150537634409,交易結束,8271.TW 宇瞻
