股票代碼,訊號日期,訊號收盤,買入日期,買入價格,賣出日期,賣出價格,獲利%,raw_pnl,狀態,股票標的
1802.TW,2026-01-16,41.8,2026-01-19,44.7,2026-01-30,49.25,10.18%,0.10178969036788924,交易結束,1802.TW 台玻
1802.TW,2026-02-25,61.3,2026-02-26,62.0,2026-03-10,55.0,-11.29%,-0.11290322580645161,交易結束,1802.TW 台玻
1326.TW,2026-01-26,38.95,2026-01-27,40.95,2026-02-06,40.65,-0.73%,-0.007325988557045123,交易結束,1326.TW 台化
1326.TW,2026-02-26,51.0,2026-03-02,52.0,2026-03-05,45.2,-13.08%,-0.13076921609807698,交易結束,1326.TW 台化
3714.TW,2026-01-26,37.9,2026-01-27,38.9,2026-01-30,36.05,-7.33%,-0.0732648374551461,交易結束,3714.TW 富采
3714.TW,2026-02-24,38.4,2026-02-25,38.6,2026-03-05,37.6,-2.59%,-0.02590673677541683,交易結束,3714.TW 富采
3714.TW,2026-03-06,39.15,2026-03-09,35.35,2026-03-10,37.65,6.51%,0.06506373836154916,交易結束,3714.TW 富采
3714.TW,2026-03-11,39.7,2026-03-12,39.3,2026-03-31,47.0,19.59%,0.1959287763962865,交易結束,3714.TW 富采
3714.TW,2026-04-02,54.2,2026-04-07,55.4,持股中,50.8,-8.30%,-0.08303253000181698,續抱中,3714.TW 富采
2485.TW,2026-01-15,36.55,2026-01-16,38.1,2026-02-10,40.9,7.35%,0.0734908966913324,交易結束,2485.TW 兆赫
2485.TW,2026-03-03,54.4,2026-03-04,54.0,2026-04-07,80.7,49.44%,0.4944443879296295,交易結束,2485.TW 兆赫
2402.TW,2026-03-02,61.0,2026-03-03,64.2,2026-03-05,51.8,-19.31%,-0.19314639097420794,交易結束,2402.TW 毅嘉
2402.TW,2026-04-10,61.3,2026-04-13,61.8,持股中,61.8,0.00%,0.0,續抱中,2402.TW 毅嘉
3031.TW,2026-01-27,21.2,2026-01-28,21.55,2026-01-30,20.2,-6.26%,-0.06264494301586201,交易結束,3031.TW 佰鴻
3031.TW,2026-03-17,23.0,2026-03-18,23.5,2026-03-24,22.3,-5.11%,-0.05106386225106384,交易結束,3031.TW 佰鴻
3031.TW,2026-03-25,24.4,2026-03-26,24.55,2026-03-31,22.3,-9.16%,-0.09164969734906535,交易結束,3031.TW 佰鴻
3031.TW,2026-04-10,28.35,2026-04-13,28.35,持股中,28.35,0.00%,0.0,續抱中,3031.TW 佰鴻
6147.TWO,2026-01-07,55.4,2026-01-08,55.4,2026-01-30,56.9,2.71%,0.027075811528610452,交易結束,6147.TWO 頎邦
6147.TWO,2026-03-17,65.4,2026-03-18,69.8,2026-04-01,75.4,8.02%,0.08022920099221367,交易結束,6147.TWO 頎邦
6285.TW,2026-01-20,130.0,2026-01-21,134.0,2026-02-09,190.0,41.79%,0.417910447761194,交易結束,6285.TW 啟��
6285.TW,2026-04-07,197.0,2026-04-08,212.0,持股中,227.0,7.08%,0.07075471698113207,續抱中,6285.TW 啟��
1711.TW,2026-01-02,20.3,2026-01-05,20.9,2026-01-22,23.05,10.29%,0.10287079702608651,交易結束,1711.TW 永光
1711.TW,2026-02-24,27.8,2026-02-25,29.05,2026-03-10,25.8,-11.19%,-0.11187607866954424,交易結束,1711.TW 永光
1711.TW,2026-03-12,29.4,2026-03-13,29.0,2026-03-27,37.65,29.83%,0.29827591468620696,交易結束,1711.TW 永光
4960.TW,2026-01-06,14.0,2026-01-07,14.25,2026-01-09,13.45,-5.61%,-0.05614036425964916,交易結束,4960.TW 誠美材
4960.TW,2026-02-04,14.55,2026-02-05,16.0,2026-02-10,13.7,-14.38%,-0.14375001191875003,交易結束,4960.TW 誠美材
4960.TW,2026-03-04,14.9,2026-03-05,15.75,2026-03-27,24.5,55.56%,0.5555555555555556,交易結束,4960.TW 誠美材
4927.TW,2026-01-07,37.7,2026-01-08,37.1,2026-01-21,37.05,-0.13%,-0.001347688384270408,交易結束,4927.TW 泰鼎-KY
4927.TW,2026-02-25,44.25,2026-02-26,44.5,2026-03-10,43.1,-3.15%,-0.03146070844719106,交易結束,4927.TW 泰鼎-KY
4927.TW,2026-03-17,49.55,2026-03-18,53.5,2026-03-24,43.5,-18.69%,-0.18691588785046728,交易結束,4927.TW 泰鼎-KY
8021.TW,2026-01-22,242.0,2026-01-23,243.5,2026-01-30,217.0,-10.88%,-0.10882956878850103,交易結束,8021.TW 尖點
8021.TW,2026-03-18,260.5,2026-03-19,255.0,2026-03-24,246.5,-3.33%,-0.03333333333333333,交易結束,8021.TW 尖點
8021.TW,2026-04-08,293.0,2026-04-09,291.0,持股中,346.0,18.90%,0.18900343642611683,續抱中,8021.TW 尖點
2484.TW,2026-01-13,23.0,2026-01-14,25.3,2026-02-02,27.05,6.92%,0.06916996256006974,交易結束,2484.TW 希華
2484.TW,2026-02-24,30.3,2026-02-25,31.25,2026-03-03,30.1,-3.68%,-0.03679998779200003,交易結束,2484.TW 希華
2484.TW,2026-03-27,30.9,2026-03-30,30.8,2026-03-31,28.8,-6.49%,-0.06493506654347281,交易結束,2484.TW 希華
2484.TW,2026-04-01,31.25,2026-04-02,32.0,2026-04-08,29.8,-6.88%,-0.06875002384062501,交易結束,2484.TW 希華
2484.TW,2026-04-10,31.75,2026-04-13,32.1,持股中,32.1,0.00%,0.0,續抱中,2484.TW 希華
3645.TW,2026-01-19,63.7,2026-01-20,62.6,2026-01-30,66.6,6.39%,0.06389776513580842,交易結束,3645.TW 達邁
3645.TW,2026-03-10,75.5,2026-03-11,79.5,2026-03-23,75.0,-5.66%,-0.05660377358490566,交易結束,3645.TW 達邁
3673.TW,2026-01-14,43.7,2026-01-15,43.75,2026-01-22,42.95,-1.83%,-0.018285696848000077,交易結束,3673.TW TPK-KY
3673.TW,2026-04-07,48.7,2026-04-08,51.3,持股中,50.6,-1.36%,-0.013645239247757476,續抱中,3673.TW TPK-KY
3221.TWO,2026-01-14,26.1,2026-01-15,28.2,2026-01-23,25.75,-8.69%,-0.08687945732693837,交易結束,3221.TWO 台嘉碩
3221.TWO,2026-01-29,28.0,2026-01-30,28.75,2026-02-03,27.15,-5.57%,-0.05565218718260867,交易結束,3221.TWO 台嘉碩
3221.TWO,2026-02-04,31.15,2026-02-05,30.05,2026-02-09,28.6,-4.83%,-0.04825287495547816,交易結束,3221.TWO 台嘉碩
3221.TWO,2026-02-26,31.75,2026-03-02,31.5,2026-03-09,27.4,-13.02%,-0.13015874226984125,交易結束,3221.TWO 台嘉碩
3221.TWO,2026-03-30,36.85,2026-03-31,35.9,2026-04-07,36.0,0.28%,0.0027854726977616976,交易結束,3221.TWO 台嘉碩
6175.TWO,2026-01-14,55.9,2026-01-15,56.2,2026-01-22,54.5,-3.02%,-0.030249123484393958,交易結束,6175.TWO 立敦
6175.TWO,2026-03-13,48.45,2026-03-16,48.8,2026-03-24,46.1,-5.53%,-0.055327885352656744,交易結束,6175.TWO 立敦
5328.TWO,2026-01-02,21.4,2026-01-05,21.85,2026-01-07,20.9,-4.35%,-0.043478295030344574,交易結束,5328.TWO 華容
5328.TWO,2026-01-14,23.5,2026-01-15,24.95,2026-01-28,28.85,15.63%,0.15631260518433315,交易結束,5328.TWO 華容
6173.TWO,2026-01-14,76.6,2026-01-15,77.1,2026-01-29,75.4,-2.20%,-0.022049247494746516,交易結束,6173.TWO 信昌電
4949.TW,2026-01-26,48.56,2026-01-27,50.71,2026-02-09,45.29,-10.69%,-0.10693646555843321,交易結束,4949.TW 有成精密
4949.TW,2026-03-11,55.3,2026-03-12,58.53,2026-03-24,64.0,9.35%,0.09348907157550684,交易結束,4949.TW 有成精密
