股票代碼,訊號日期,訊號收盤,買入日期,買入價格,賣出日期,賣出價格,獲利%,raw_pnl,狀態,股票標的
1815.TWO,2026-01-16,98.8,2026-01-19,100.5,2026-01-26,94.0,-6.47%,-0.06467661691542288,交易結束,1815.TWO 富喬
1815.TWO,2026-04-09,121.5,2026-04-10,122.0,持股中,115.5,-5.33%,-0.05327868852459016,續抱中,1815.TWO 富喬
4960.TW,2026-01-06,14.0,2026-01-07,14.25,2026-01-09,13.45,-5.61%,-0.05614036425964916,交易結束,4960.TW 誠美材
4960.TW,2026-02-04,14.55,2026-02-05,16.0,2026-02-10,13.7,-14.38%,-0.14375001191875003,交易結束,4960.TW 誠美材
4960.TW,2026-03-04,14.9,2026-03-05,15.75,2026-03-27,24.5,55.56%,0.5555555555555556,交易結束,4960.TW 誠美材
4960.TW,2026-04-15,28.05,2026-04-16,30.7,持股中,33.9,10.42%,0.10423454995047113,續抱中,4960.TW 誠美材
1711.TW,2026-01-02,20.3,2026-01-05,20.9,2026-01-22,23.05,10.29%,0.10287079702608651,交易結束,1711.TW 永光
1711.TW,2026-02-24,27.8,2026-02-25,29.05,2026-03-10,25.8,-11.19%,-0.11187607866954424,交易結束,1711.TW 永光
1711.TW,2026-03-12,29.4,2026-03-13,29.0,2026-03-27,37.65,29.83%,0.29827591468620696,交易結束,1711.TW 永光
2481.TW,2026-01-16,91.5,2026-01-19,92.3,2026-01-26,90.0,-2.49%,-0.024918775468611976,交易結束,2481.TW 強茂
2481.TW,2026-03-17,102.13,2026-03-18,103.11,2026-03-23,89.66,-13.05%,-0.13047613383047615,交易結束,2481.TW 強茂
4958.TW,2026-01-16,174.0,2026-01-19,180.0,2026-01-22,163.0,-9.44%,-0.09444444444444444,交易結束,4958.TW 臻鼎-KY
4958.TW,2026-01-29,178.0,2026-01-30,176.0,2026-02-10,182.0,3.41%,0.03409090909090909,交易結束,4958.TW 臻鼎-KY
4958.TW,2026-04-09,263.5,2026-04-10,271.0,持股中,260.0,-4.06%,-0.04059040590405904,續抱中,4958.TW 臻鼎-KY
6173.TWO,2026-01-14,76.6,2026-01-15,77.1,2026-01-29,75.4,-2.20%,-0.022049247494746516,交易結束,6173.TWO 信昌電
6173.TWO,2026-04-14,73.3,2026-04-15,75.3,持股中,84.3,11.95%,0.1195219075065477,續抱中,6173.TWO 信昌電
2402.TW,2026-03-02,61.0,2026-03-03,64.2,2026-03-05,51.8,-19.31%,-0.19314639097420794,交易結束,2402.TW 毅嘉
2402.TW,2026-04-10,61.3,2026-04-13,61.8,持股中,70.7,14.40%,0.14401290972439224,續抱中,2402.TW 毅嘉
3105.TWO,2026-01-07,186.0,2026-01-08,186.5,2026-02-03,237.5,27.35%,0.2734584450402145,交易結束,3105.TWO 穩懋
3105.TWO,2026-03-19,354.5,2026-03-20,372.0,2026-03-25,344.5,-7.39%,-0.0739247311827957,交易結束,3105.TWO 穩懋
3105.TWO,2026-03-30,390.5,2026-03-31,372.5,持股中,511.0,37.18%,0.3718120805369127,續抱中,3105.TWO 穩懋
6278.TW,2026-04-10,104.0,2026-04-13,114.0,持股中,145.0,27.19%,0.2719298245614035,續抱中,6278.TW 台表科
6548.TWO,2026-01-06,47.8,2026-01-07,49.05,2026-02-03,55.76,13.68%,0.1367713916787541,交易結束,6548.TWO 長科*
4540.TW,2026-01-06,37.9,2026-01-07,38.35,2026-01-13,36.0,-6.13%,-0.06127766799487853,交易結束,4540.TW 全球傳動
4540.TW,2026-01-15,38.95,2026-01-16,40.2,2026-02-02,46.8,16.42%,0.1641790634066617,交易結束,4540.TW 全球傳動
4540.TW,2026-02-23,51.4,2026-02-24,51.2,2026-03-05,48.75,-4.79%,-0.04785157668738338,交易結束,4540.TW 全球傳動
4540.TW,2026-04-14,51.9,2026-04-15,54.5,持股中,52.7,-3.30%,-0.03302750893761474,續抱中,4540.TW 全球傳動
8111.TWO,2026-04-15,70.7,2026-04-16,72.5,持股中,72.5,0.00%,0.0,續抱中,8111.TWO 立��
5425.TWO,2026-01-13,65.8,2026-01-14,67.9,2026-01-26,66.1,-2.65%,-0.02650961725108933,交易結束,5425.TWO 台半
6415.TW,2026-01-21,266.16,2026-01-22,271.62,2026-02-06,268.64,-1.09%,-0.010948926289698103,交易結束,6415.TW 矽力*-KY
1785.TWO,2026-03-12,83.5,2026-03-13,82.1,2026-03-25,95.0,15.71%,0.15712547826623338,交易結束,1785.TWO 光洋科
1785.TWO,2026-04-15,140.0,2026-04-16,138.0,持股中,139.0,0.72%,0.007246376811594203,續抱中,1785.TWO 光洋科
3437.TW,2026-01-28,16.7,2026-01-29,17.2,2026-02-03,15.9,-7.56%,-0.07558145853133168,交易結束,3437.TW 榮創
3437.TW,2026-02-05,16.95,2026-02-06,16.65,2026-02-10,15.55,-6.61%,-0.06606603321346498,交易結束,3437.TW 榮創
