股號,名稱,結構,最新價,均損益%,隔日勝率%,5日勝率%,建議,原因
00676R.TW,富邦臺灣加權反1,📉 趨勢轉弱,6.61,-1.53,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
4961.TW,天鈺,📉 趨勢轉弱,152.5,-1.53,25.0,41.7,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2012.TW,春雨,⏳ 均線糾結,14.7,-1.57,0.0,50.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
8114.TW,振樺電,📈 月線上揚,184.0,2.32,58.3,41.7,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
6638.TWO,沅聖,🚀 多頭強勢,44.85,32.49,77.8,77.8,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
8028.TW,昇陽半導體,🚀 多頭強勢,245.0,-2.91,41.7,33.3,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6972.TWO,博瑞達應材,📉 趨勢轉弱,24.3,-5.34,16.7,33.3,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6443.TW,元晶,📉 趨勢轉弱,35.35,1.27,50.0,54.5,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2748.TW,雲品,⏳ 均線糾結,39.65,-8.24,75.0,25.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6525.TW,捷敏-KY,🚀 多頭強勢,92.4,-0.1,55.0,55.0,⏳ 觀望,🔄 盤整中：等待均線多頭排列
6877.TWO,鏵友益,📈 月線上揚,169.0,0.17,50.0,37.5,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
2758.TWO,路易莎咖啡,📉 趨勢轉弱,79.3,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
1802.TW,台玻,📈 月線上揚,67.0,4.82,55.6,33.3,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
9938.TW,百和,📉 趨勢轉弱,44.15,-1.49,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
4442.TWO,竣邦-KY,📉 趨勢轉弱,55.3,-1.27,33.3,16.7,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
00635U.TW,期元大S&P黃金,⏳ 均線糾結,47.82,3.68,66.7,58.3,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2408.TW,南亞科,⏳ 均線糾結,215.5,32.46,61.5,38.5,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2504.TW,國產,⏳ 均線糾結,35.25,-1.07,16.7,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
5546.TW,永固-KY,⏳ 均線糾結,16.5,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
3086.TWO,華義*,📈 月線上揚,38.6,7.43,44.4,33.3,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
2395.TW,研華,📈 月線上揚,359.5,-0.7,35.0,50.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
3050.TW,鈺德,📉 趨勢轉弱,12.25,-5.91,28.6,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
00984B.TWO,大華優利美A債15,⏳ 均線糾結,16.35,-0.42,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6591.TW,動力-KY,⏳ 均線糾結,57.0,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6176.TW,瑞儀,🚀 多頭強勢,99.7,-13.38,25.0,0.0,⏳ 觀望,⏳ 觀望中 (缺: 5日線未勾頭)
6811.TWO,宏�硌穈T,📈 月線上揚,194.0,-4.71,50.0,0.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
4544.TWO,春日,⏳ 均線糾結,16.05,-5.4,14.3,14.3,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
9949.TWO,琉園,📉 趨勢轉弱,24.9,-0.17,64.3,35.7,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
4510.TWO,高鋒,🚀 多頭強勢,47.0,0.1,54.5,45.5,⏳ 觀望,🔄 盤整中：等待均線多頭排列
6194.TWO,育富,⏳ 均線糾結,32.65,-1.81,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6124.TWO,業強,⏳ 均線糾結,30.25,-1.41,25.0,16.7,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
00757.TW,統一FANG+,🚀 多頭強勢,120.8,0.0,60.0,100.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
2101.TW,南港,📉 趨勢轉弱,33.45,-4.95,50.0,50.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
00945B.TW,凱基美國非投等債,📈 月線上揚,14.48,-0.2,33.3,33.3,⏳ 觀望,⏳ 觀望中 (缺: RSI動能弱)
4556.TWO,旭然,🚀 多頭強勢,35.8,1.09,46.7,46.7,⏳ 觀望,"⏳ 觀望中 (缺: 5日線未勾頭, 量能不足)"
1612.TW,宏泰,🚀 多頭強勢,35.65,0.65,66.7,55.6,⏳ 觀望,🔄 盤整中：等待均線多頭排列
6624.TWO,萬年清,📉 趨勢轉弱,49.9,-7.41,33.3,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
3081.TWO,聯亞,📈 月線上揚,2640.0,47.1,61.3,87.1,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
00685L.TW,群益臺灣加權正2,🚀 多頭強勢,224.15,7.5,73.3,66.7,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
6446.TW,藥華藥,📈 月線上揚,661.0,20.44,62.5,75.0,⏳ 觀望,🔄 盤整中：等待均線多頭排列
009813.TW,貝萊德標普卓越50,🚀 多頭強勢,10.85,-1.31,44.4,77.8,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
6485.TWO,點序,🚀 多頭強勢,87.6,25.0,66.7,75.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
5403.TWO,中菲,📉 趨勢轉弱,93.8,0.0,0.0,0.0,⚠️ 賣出,📢 趨勢轉向：跌破月線
6775.TWO,穎台科技,🚀 多頭強勢,39.85,1.03,38.5,69.2,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
00981D.TWO,主動中信非投等債,🚀 多頭強勢,10.37,-0.0,100.0,100.0,⏳ 觀望,"⏳ 觀望中 (缺: 量能不足, RSI動能弱)"
5455.TWO,昇益,📈 月線上揚,25.25,-0.59,50.0,0.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
2374.TW,佳能,🚀 多頭強勢,78.4,-0.35,40.0,46.7,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6113.TWO,亞矽,📈 月線上揚,22.5,1.24,46.2,61.5,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
6912.TWO,益鈞環科*,⏳ 均線糾結,18.15,-1.88,50.0,16.7,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
1443.TW,立益物流,⏳ 均線糾結,21.2,0.66,50.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2025.TW,千興,📉 趨勢轉弱,11.05,-1.72,50.0,50.0,⚠️ 賣出,📢 趨勢轉向：跌破月線
6141.TW,柏承,🚀 多頭強勢,32.5,28.28,70.0,55.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
5243.TW,乙盛-KY,📉 趨勢轉弱,105.5,11.37,58.3,66.7,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2303.TW,聯電,🚀 多頭強勢,77.3,9.3,42.9,47.6,⏳ 觀望,🔄 盤整中：等待均線多頭排列
3372.TWO,典範,⏳ 均線糾結,18.5,-6.66,0.0,25.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
4968.TW,立積,📈 月線上揚,116.0,3.51,75.0,50.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
6158.TWO,禾昌,📈 月線上揚,19.25,0.0,0.0,0.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
8433.TWO,弘帆,📉 趨勢轉弱,54.9,-0.56,43.8,37.5,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
00991A.TW,主動復華未來50,🚀 多頭強勢,16.8,0.0,100.0,100.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2417.TW,圓剛,🚀 多頭強勢,47.15,-0.5,36.4,63.6,⏳ 觀望,🔄 盤整中：等待均線多頭排列
2402.TW,毅嘉,📈 月線上揚,70.2,8.84,69.2,61.5,⚠️ 賣出,📢 趨勢轉向：跌破月線
2351.TW,順德,🚀 多頭強勢,154.0,12.8,59.4,75.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
2420.TW,新巨,📈 月線上揚,54.7,2.06,50.0,50.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
7893.TWO,睿信,📈 月線上揚,224.5,-9.92,33.3,0.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
911622.TW,泰聚亨-DR,📉 趨勢轉弱,3.63,2.44,40.0,20.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
7743.TWO,金利食安,⏳ 均線糾結,19.9,-0.85,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
3499.TWO,環天科,📉 趨勢轉弱,15.5,-2.95,33.3,33.3,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6223.TWO,旺矽,🚀 多頭強勢,4925.0,-0.24,52.9,47.1,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
6261.TWO,久元,🚀 多頭強勢,91.5,-0.35,40.9,50.0,⏳ 觀望,⏳ 觀望中 (缺: 5日線未勾頭)
7583.TWO,國際海洋,📈 月線上揚,69.5,-11.14,0.0,0.0,⏳ 觀望,"⏳ 觀望中 (缺: 量能不足, RSI動能弱)"
6658.TW,聯策,🚀 多頭強勢,149.5,-2.98,42.1,63.2,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
2497.TW,怡利電,📈 月線上揚,55.1,6.38,33.3,58.3,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
2059.TW,川湖,🚀 多頭強勢,3910.0,-5.63,50.0,25.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
7773.TWO,富禾生醫,📈 月線上揚,26.35,-11.76,0.0,0.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
3434.TWO,哲固,📉 趨勢轉弱,29.0,-4.22,44.4,33.3,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6913.TWO,鴻呈,📈 月線上揚,132.0,-2.49,16.7,66.7,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
00749B.TWO,凱基新興債10+,📈 月線上揚,31.71,0.03,100.0,100.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
3030.TW,德律,🚀 多頭強勢,342.5,9.32,62.5,62.5,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
1786.TW,科妍,⏳ 均線糾結,57.5,-0.42,25.0,50.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6677.TWO,瑩碩生技,🚀 多頭強勢,19.75,-5.37,42.9,0.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
9802.TW,鈺齊-KY,📈 月線上揚,77.5,0.0,0.0,0.0,⏳ 觀望,"⏳ 觀望中 (缺: 量能不足, RSI動能弱)"
3219.TWO,倚強科,🚀 多頭強勢,67.0,-6.73,0.0,14.3,⏳ 觀望,🔄 盤整中：等待均線多頭排列
00918.TW,大華優利高填息30,📈 月線上揚,23.34,-0.74,63.6,27.3,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
7848.TWO,騏億鑫,📈 月線上揚,480.0,-3.28,35.7,28.6,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
4951.TWO,精拓科,🚀 多頭強勢,119.0,1.92,42.9,64.3,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
3022.TW,威強電,📈 月線上揚,69.0,-4.82,28.6,0.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
4537.TWO,旭東,📈 月線上揚,158.5,22.76,52.4,71.4,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
5906.TW,台南-KY,🚀 多頭強勢,49.95,-0.35,25.0,50.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
4167.TWO,松瑞藥,📉 趨勢轉弱,18.95,1.11,52.9,70.6,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
00641R.TW,富邦日本反1,⏳ 均線糾結,4.09,-5.18,0.0,50.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
7842.TWO,天能綠電,⏳ 均線糾結,155.0,-1.96,57.1,57.1,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
00912.TW,中信臺灣智慧50,🚀 多頭強勢,28.64,1.01,70.4,85.2,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2743.TWO,山富,📉 趨勢轉弱,71.2,-3.47,60.0,40.0,⚠️ 賣出,📢 趨勢轉向：跌破月線
6617.TWO,共信-KY,🚀 多頭強勢,74.9,-3.8,25.0,25.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2412.TW,中華電,📈 月線上揚,136.0,0.26,23.1,53.8,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
8354.TWO,冠好,📉 趨勢轉弱,15.85,6.92,55.6,66.7,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2428.TW,興勤,📈 月線上揚,174.0,-1.76,44.4,22.2,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
6818.TWO,連騰,⏳ 均線糾結,67.0,3.41,55.6,59.3,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
4536.TW,拓凱,⏳ 均線糾結,149.5,-1.82,14.3,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2901.TW,欣欣,📈 月線上揚,24.0,0.0,0.0,0.0,⏳ 觀望,"⏳ 觀望中 (缺: 量能不足, RSI動能弱)"
4554.TWO,橙的,📈 月線上揚,29.9,-0.23,42.9,35.7,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
6173.TWO,信昌電,🚀 多頭強勢,85.7,0.73,50.0,50.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
3224.TWO,三顧,🚀 多頭強勢,50.6,1.25,62.5,50.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
3231.TW,緯創,📈 月線上揚,137.0,-4.14,40.0,40.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
8930.TWO,青鋼,📈 月線上揚,30.0,-1.98,0.0,25.0,⏳ 觀望,"⏳ 觀望中 (缺: 量能不足, RSI動能弱)"
2464.TW,盟立,🚀 多頭強勢,113.5,-4.2,43.8,37.5,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2248.TW,華勝-KY,📈 月線上揚,56.5,-0.38,70.0,50.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
7758.TWO,睿騰能源,📉 趨勢轉弱,40.45,-4.47,100.0,50.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
4765.TWO,磐采,📉 趨勢轉弱,22.5,11.48,28.6,71.4,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2884.TW,玉山金,⏳ 均線糾結,31.85,-0.83,45.5,9.1,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2007.TW,燁興,📉 趨勢轉弱,7.46,-4.87,10.0,10.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6842.TWO,瑞宇,🚀 多頭強勢,136.5,8.4,55.6,48.1,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
4150.TWO,優你康,📉 趨勢轉弱,5.82,-10.89,50.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
5355.TWO,佳總,🚀 多頭強勢,6.72,-2.68,100.0,25.0,⏳ 觀望,"⏳ 觀望中 (缺: 5日線未勾頭, 量能不足)"
1725.TW,元禎,📉 趨勢轉弱,31.0,-4.95,25.0,12.5,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
006201.TWO,元大富櫃50,📈 月線上揚,42.41,5.4,51.9,55.6,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
3184.TWO,微邦,📉 趨勢轉弱,19.1,9.61,38.9,55.6,⚠️ 賣出,📢 趨勢轉向：跌破月線
6808.TWO,三鼎生技,🚀 多頭強勢,34.0,0.0,0.0,0.0,⏳ 觀望,"⏳ 觀望中 (缺: 量能不足, RSI動能弱)"
6116.TW,彩晶,⏳ 均線糾結,8.14,5.12,63.6,18.2,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
7815.TWO,新特,📈 月線上揚,466.5,32.75,57.1,66.7,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
2453.TW,凌群,⏳ 均線糾結,53.5,-2.04,27.8,27.8,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6735.TWO,美達科技,🚀 多頭強勢,121.5,9.46,70.6,76.5,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6867.TWO,坦德科技,📈 月線上揚,24.5,1.22,61.5,46.2,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
3609.TWO,三一東林,📉 趨勢轉弱,22.4,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
4568.TWO,科際精密,⏳ 均線糾結,41.3,-2.62,50.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
8923.TWO,時報,⏳ 均線糾結,19.55,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
7789.TWO,開展,📉 趨勢轉弱,31.95,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
8068.TWO,全達,🚀 多頭強勢,23.6,-2.84,50.0,25.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
9958.TW,世紀鋼,⏳ 均線糾結,101.0,-5.88,33.3,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
1586.TWO,和勤,⏳ 均線糾結,21.7,-5.59,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
006208.TW,富邦台50,🚀 多頭強勢,209.75,8.37,72.7,63.6,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
8932.TWO,智通*,📈 月線上揚,89.5,0.6,50.0,62.5,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
1709.TW,和益,⏳ 均線糾結,18.65,0.91,42.9,28.6,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
8908.TWO,欣雄,⏳ 均線糾結,39.45,-4.91,33.3,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
4174.TWO,浩鼎,📉 趨勢轉弱,31.85,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
00930.TW,永豐ESG低碳高息,🚀 多頭強勢,19.36,3.27,75.0,90.0,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6597.TWO,立誠,🚀 多頭強勢,62.4,-13.52,33.3,0.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
3055.TW,蔚華科,🚀 多頭強勢,78.3,0.0,66.7,50.0,⏳ 觀望,⏳ 觀望中 (缺: 5日線未勾頭)
5276.TWO,達輝-KY,🚀 多頭強勢,18.4,-0.33,50.0,25.0,⏳ 觀望,"⏳ 觀望中 (缺: 5日線未勾頭, 量能不足)"
1584.TWO,精剛,📉 趨勢轉弱,19.6,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2722.TW,夏都,⏳ 均線糾結,23.3,-3.98,20.0,20.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
7562.TWO,博來科技,🚀 多頭強勢,54.4,2.57,50.0,62.5,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6240.TWO,松崗,🚀 多頭強勢,19.1,0.0,0.0,0.0,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
2885.TW,元大金,🚀 多頭強勢,52.2,2.91,60.0,46.7,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
6812.TWO,梭特,📈 月線上揚,82.9,0.93,46.7,46.7,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
4119.TW,旭富,📉 趨勢轉弱,47.8,-0.43,45.5,54.5,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
8472.TWO,夠麻吉,📉 趨勢轉弱,67.5,7.92,40.0,60.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
3306.TWO,鼎天,⏳ 均線糾結,46.4,-7.89,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2929.TW,淘帝-KY,📉 趨勢轉弱,5.57,-4.32,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
6473.TWO,美賣*,📈 月線上揚,9.47,-10.52,50.0,35.7,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
6645.TW,金萬林-創,⏳ 均線糾結,12.9,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
7871.TWO,安立璽榮-KY,📈 月線上揚,74.6,21.31,70.0,50.0,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
7792.TWO,安葆,🚀 多頭強勢,355.5,29.22,57.1,60.7,⏳ 觀望,⏳ 觀望中 (缺: RSI動能弱)
00881.TW,國泰台灣科技龍頭,🚀 多頭強勢,46.79,4.98,77.8,94.4,⏳ 觀望,⏳ 觀望中 (缺: 量能不足)
7825.TWO,和亞智慧,📉 趨勢轉弱,145.5,16.93,40.0,66.7,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
1717.TW,長興,🚀 多頭強勢,78.9,13.96,50.0,54.5,⏳ 觀望,"⏳ 觀望中 (缺: 量能不足, RSI動能弱)"
6127.TWO,九豪,📉 趨勢轉弱,44.1,-0.62,23.1,30.8,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
7556.TWO,意德士,🚀 多頭強勢,305.5,-2.03,42.9,50.0,⏳ 觀望,"⏳ 觀望中 (缺: 5日線未勾頭, 量能不足)"
5206.TWO,坤悅,📉 趨勢轉弱,23.2,-2.37,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
4763.TW,材料*-KY,⏳ 均線糾結,42.3,-5.85,50.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
2535.TW,達欣工,📈 月線上揚,72.1,7.03,66.7,73.3,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
2013.TW,中鋼構,⏳ 均線糾結,42.75,-2.57,54.5,27.3,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
3284.TWO,太普高,📉 趨勢轉弱,15.7,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
4528.TWO,江興鍛,📉 趨勢轉弱,16.2,11.36,57.1,57.1,⚠️ 賣出,📢 趨勢轉向：跌破月線
1714.TW,和桐,⏳ 均線糾結,9.4,-1.04,33.3,46.7,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
1808.TW,潤隆,⏳ 均線糾結,28.7,0.0,0.0,0.0,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
3709.TWO,鑫聯大投控,🚀 多頭強勢,82.5,-6.97,53.3,26.7,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
2352.TW,佳世達,📉 趨勢轉弱,23.9,-0.31,33.3,22.2,⚠️ 賣出,🚨 嚴重破位：跌破雙線 (明日開盤賣)
1568.TW,倉佑,🚀 多頭強勢,28.5,2.12,56.2,68.8,⏳ 觀望,"⏳ 觀望中 (缺: 5日線未勾頭, 量能不足)"
7854.TWO,佐茂,📈 月線上揚,76.5,8.54,33.3,46.7,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
5353.TWO,台林,🚀 多頭強勢,26.25,-1.07,25.0,50.0,⏳ 觀望,"⏳ 觀望中 (缺: 5日線未勾頭, 量能不足)"
6129.TWO,普誠,📈 月線上揚,16.85,0.01,58.8,52.9,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
5475.TWO,德宏,📈 月線上揚,358.0,13.92,64.7,82.4,⚠️ 賣出,⚠️ 短線轉弱：跌破10日線
5289.TWO,宜鼎,🚀 多頭強勢,1245.0,2.86,35.3,58.8,🔥 買入,🔥 符合全數攻擊條件 (明日開盤買)
