股票代碼,訊號日期,訊號收盤,買入日期,買入價格,賣出日期,賣出價格,獲利%,raw_pnl,狀態,股票標的
6285.TW,2026-01-20,130.0,2026-01-21,134.0,2026-02-09,190.0,41.79%,0.417910447761194,交易結束,6285.TW 啟��
6285.TW,2026-04-07,197.0,2026-04-08,212.0,持股中,212.0,0.00%,0.0,續抱中,6285.TW 啟��
1802.TW,2026-01-16,41.8,2026-01-19,44.7,2026-01-30,49.25,10.18%,0.10178969036788924,交易結束,1802.TW 台玻
1802.TW,2026-02-25,61.3,2026-02-26,62.0,2026-03-10,55.0,-11.29%,-0.11290322580645161,交易結束,1802.TW 台玻
2426.TW,2026-03-05,20.75,2026-03-06,21.55,2026-03-25,34.35,59.40%,0.593967503022636,交易結束,2426.TW 鼎元
1717.TW,2026-01-02,41.95,2026-01-05,43.0,2026-01-26,64.0,48.84%,0.4883720930232558,交易結束,1717.TW 長興
2399.TW,2026-01-02,27.3,2026-01-05,27.65,2026-01-07,25.6,-7.41%,-0.07414102225261487,交易結束,2399.TW 映泰
2399.TW,2026-01-12,27.05,2026-01-13,26.45,2026-01-19,25.9,-2.08%,-0.02079399351743901,交易結束,2399.TW 映泰
2399.TW,2026-01-20,27.2,2026-01-21,27.2,2026-01-28,26.35,-3.13%,-0.03125001314556493,交易結束,2399.TW 映泰
2399.TW,2026-03-03,25.15,2026-03-04,24.15,2026-03-05,23.55,-2.48%,-0.02484473668232994,交易結束,2399.TW 映泰
2399.TW,2026-03-11,24.35,2026-03-12,23.9,2026-03-27,28.85,20.71%,0.20711300594199206,交易結束,2399.TW 映泰
3037.TW,2026-01-13,254.0,2026-01-14,255.5,2026-02-09,355.0,38.94%,0.38943248532289626,交易結束,3037.TW 欣興
2489.TW,2026-01-02,15.4,2026-01-05,15.7,2026-01-14,15.9,1.27%,0.01273884150505085,交易結束,2489.TW 瑞軒
2489.TW,2026-01-20,19.15,2026-01-21,19.15,2026-02-02,20.0,4.44%,0.044386443782424415,交易結束,2489.TW 瑞軒
2489.TW,2026-02-26,39.6,2026-03-02,41.05,2026-03-11,38.9,-5.24%,-0.05237509747032796,交易結束,2489.TW 瑞軒
8021.TW,2026-01-22,242.0,2026-01-23,243.5,2026-01-30,217.0,-10.88%,-0.10882956878850103,交易結束,8021.TW 尖點
8021.TW,2026-03-18,260.5,2026-03-19,255.0,2026-03-24,246.5,-3.33%,-0.03333333333333333,交易結束,8021.TW 尖點
4958.TW,2026-01-16,174.0,2026-01-19,180.0,2026-01-22,163.0,-9.44%,-0.09444444444444444,交易結束,4958.TW 臻鼎-KY
4958.TW,2026-01-29,178.0,2026-01-30,176.0,2026-02-10,182.0,3.41%,0.03409090909090909,交易結束,4958.TW 臻鼎-KY
6919.TW,2026-01-16,170.0,2026-01-19,172.0,2026-01-27,160.5,-6.69%,-0.06686046511627906,交易結束,6919.TW 康霈*
6257.TW,2026-01-13,127.5,2026-01-14,127.5,2026-01-28,135.0,5.88%,0.058823529411764705,交易結束,6257.TW 矽格
6257.TW,2026-02-26,150.5,2026-03-02,143.0,2026-03-05,132.0,-7.69%,-0.07692307692307693,交易結束,6257.TW 矽格
6257.TW,2026-03-31,149.5,2026-04-01,161.0,持股中,161.0,0.00%,0.0,續抱中,6257.TW 矽格
2337.TW,2026-01-02,43.35,2026-01-05,47.65,2026-02-09,88.8,86.36%,0.8635886717345236,交易結束,2337.TW 旺宏
2441.TW,2026-01-12,93.9,2026-01-13,95.3,2026-01-29,94.5,-0.84%,-0.008394575300959491,交易結束,2441.TW 超豐
2419.TW,2026-01-08,26.65,2026-01-09,26.65,2026-01-23,30.7,15.20%,0.15197002635559342,交易結束,2419.TW 仲琦
2419.TW,2026-03-26,33.25,2026-03-27,33.2,持股中,34.5,3.92%,0.03915660262733227,續抱中,2419.TW 仲琦
6147.TWO,2026-01-07,55.4,2026-01-08,55.4,2026-01-30,56.9,2.71%,0.027075811528610452,交易結束,6147.TWO 頎邦
6147.TWO,2026-03-17,65.4,2026-03-18,69.8,2026-04-01,75.4,8.02%,0.08022920099221367,交易結束,6147.TWO 頎邦
3380.TW,2026-01-14,34.8,2026-01-15,35.3,2026-01-30,34.4,-2.55%,-0.025495686420698587,交易結束,3380.TW 明泰
2402.TW,2026-03-02,61.0,2026-03-03,64.2,2026-03-05,51.8,-19.31%,-0.19314639097420794,交易結束,2402.TW 毅嘉
2301.TW,2026-01-02,167.0,2026-01-05,170.0,2026-01-08,163.5,-3.82%,-0.03823529411764706,交易結束,2301.TW 光寶科
3026.TW,2026-01-19,109.0,2026-01-20,109.0,2026-01-22,107.5,-1.38%,-0.013761467889908258,交易結束,3026.TW 禾伸堂
3026.TW,2026-03-27,151.0,2026-03-30,150.5,持股中,167.0,10.96%,0.10963455149501661,續抱中,3026.TW 禾伸堂
6190.TWO,2026-01-12,49.9,2026-01-13,49.85,2026-01-22,50.2,0.70%,0.0070211093182248685,交易結束,6190.TWO 萬泰科
