pe,symbol,om,name,est_price,eps,advice,prev_year,prev_eps,date,gm,prev_rev_yoy,price,eps_yoy,prev_eps_yoy,rev_yoy,status,expansion
18.327605956471935,4973.TWO,N/A,廣穎,130.95000000000002,7.46,⚪ 中性觀察,2025,2.11,2026-03,N/A,-3.19,160.0,24500.0,16.48,869.35,🚀 利潤擴張,23630.65
20.29761813934524,3669.TW,7.42%,圓展,25.199999999999996,0.7,⚪ 中性觀察,2025,1.13,2026-03,56.66%,-3.05,34.0999984741,6900.0,-44.61,98.33,🏰 高護城河,6801.67
34.137929719051726,6209.TW,N/A,今國光,34.8,0.81,⚠️ 追價風險,2025,0.92,2026-03,N/A,50.65,79.1999969482,7900.0,222.67,1231.2,🚀 利潤擴張,6668.8
15.037220465037219,3054.TW,-188.65%,立萬利,60.45,1.41,✅ 穩健價值,2025,1.96,2026-03,62.07%,26.61,60.5999984741,7150.0,590.0,2528.26,🏰 高護城河,4621.74
5.589812434718499,1810.TW,N/A,和成,55.95,3.64,💎 強力關注,2025,0.05,2026-03,N/A,-6.18,20.8500003815,4133.33,-73.68,273.9,🚀 利潤擴張,3859.43
0.0,1301.TW,-5.76%,台塑,-48.45,0.51,⚪ 數據不足,2025,-1.58,2026-03,2.38%,-12.31,54.2999992371,5000.0,-731.58,1606.45,🔄 轉虧為盈,3393.55
16.46341463414634,4924.TWO,0.43%,欣厚-KY,12.3,0.35,⚪ 中性觀察,2025,0.38,2026-03,27.32%,3.99,13.5,3400.0,660.0,474.41,🚀 利潤擴張,2925.59
62.345679012345684,8042.TWO,N/A,金山電,48.599999999999994,2.17,⚠️ 追價風險,2025,0.89,2026-03,N/A,9.79,202.0,3200.0,48.33,564.36,🚀 利潤擴張,2635.64
7.822705946671851,2855.TW,34.40%,統一證,96.44999999999999,1.43,💎 強力關注,2025,3.0,2026-03,82.96%,3.92,50.2999992371,2960.0,0.0,405.72,🏰 高護城河,2554.2799999999997
71.1243611584327,3105.TWO,13.87%,穩懋,88.05,1.26,⚠️ 追價風險,2025,4.0,2026-03,31.80%,-4.69,417.5,3050.0,120.99,667.05,🚀 利潤擴張,2382.95
3.5577449370552814,1419.TW,10.89%,新紡,274.05000000000007,9.37,💎 強力關注,2025,4.11,2026-03,27.15%,12.31,65.0,2733.33,41.38,395.99,🚀 利潤擴張,2337.34
378.68852459016387,2486.TW,1.35%,一詮,9.150000000000002,0.29,⚠️ 追價風險,2025,0.22,2026-03,15.86%,10.09,231.0,2900.0,175.0,726.37,🚀 利潤擴張,2173.63
9.159482758620689,2380.TW,0.24%,虹光,34.800000000000004,0.4,💎 強力關注,2025,0.72,2026-03,24.41%,13.61,21.25,1900.0,110.31,205.99,🚀 利潤擴張,1694.01
642.1052631578949,3016.TW,4.89%,嘉晶,2.849999999999999,0.35,⚠️ 追價風險,2025,0.07,2026-03,11.81%,-5.25,122.0,3400.0,-92.39,1769.87,🚀 利潤擴張,1630.13
98.38709677419354,1303.TW,2.06%,南亞,27.900000000000006,1.8,⚠️ 追價風險,2025,0.57,2026-03,9.25%,0.12,183.0,2900.0,35.71,1383.79,🚀 利潤擴張,1516.21
40.080645776532265,2399.TW,-12.67%,映泰,18.599999999999998,1.48,⚠️ 追價風險,2025,0.15,2026-03,8.40%,-14.09,49.7000007629,2366.67,275.0,1031.36,🚀 利潤擴張,1335.3100000000002
33.725491691960784,4711.TWO,2.47%,永純,7.65,0.23,⚠️ 追價風險,2025,0.15,2026-03,14.61%,-4.5,17.2000007629,2200.0,50.0,974.97,🚀 利潤擴張,1225.03
30.243901508536585,1718.TW,18.72%,中纖,6.15,0.17,⚠️ 追價風險,2025,0.09,2026-03,41.46%,-0.24,12.3999996185,1300.0,250.0,142.36,🚀 利潤擴張,1157.6399999999999
15.933332655155555,3219.TWO,-15.39%,倚強科,67.5,0.48,✅ 穩健價值,2025,1.52,2026-03,69.49%,49.68,71.6999969482,1275.0,406.67,120.91,🏰 高護城河,1154.09
79.18918712716216,5291.TWO,N/A,邑昇,11.1,0.17,⚠️ 追價風險,2025,0.31,2026-03,N/A,9.81,58.5999984741,1600.0,-17.95,536.39,🚀 利潤擴張,1063.6100000000001
12.715105162523901,3025.TW,43.45%,星通,78.44999999999999,0.6,✅ 穩健價值,2025,3.45,2026-03,68.55%,4.27,66.5,1100.0,-6.25,117.67,🏰 高護城河,982.33
5.610302351623741,4967.TW,N/A,十銓,669.75,27.0,💎 強力關注,2025,13.06,2026-03,N/A,2.46,250.5,2600.0,110.31,1792.89,🚀 利潤擴張,807.1099999999999
113.135593220339,2359.TW,2.82%,所羅門,17.699999999999996,0.78,⚠️ 追價風險,2025,1.23,2026-03,24.10%,21.27,133.5,1014.29,46.43,280.55,🚀 利潤擴張,733.74
0.0,1762.TW,-143.69%,中化生,-85.05,1.64,⚪ 數據不足,2025,-4.39,2026-03,-78.82%,-40.26,36.7999992371,1211.11,-566.18,496.76,🔄 轉虧為盈,714.3499999999999
88.01652892561985,3006.TW,20.25%,晶豪科,36.29999999999999,7.22,⚠️ 追價風險,2025,0.87,2026-03,32.33%,8.08,213.0,2666.67,-51.41,2018.02,🚀 利潤擴張,648.6500000000001
0.0,2464.TW,-3.37%,盟立,-26.55,0.24,⚪ 數據不足,2025,-0.84,2026-03,17.62%,-10.95,190.0,1100.0,-266.0,510.23,🔄 轉虧為盈,589.77
6.401737797086634,2451.TW,55.59%,創見,586.95,18.93,💎 強力關注,2025,12.98,2026-03,61.62%,69.84,250.5,2067.82,140.33,1484.6,🏰 高護城河,583.2200000000003
6.785714383010203,3521.TWO,-147.39%,台鋼建設,29.400000000000006,2.12,💎 強力關注,2025,-0.07,2026-03,-40.24%,58.31,13.3000001907,806.67,89.09,224.53,🔄 轉虧為盈,582.14
15.294118021029412,2101.TW,4.39%,南港,30.6,1.86,✅ 穩健價值,2025,1.01,2026-03,20.96%,-44.61,31.2000007629,1763.64,-68.84,1184.49,🚀 利潤擴張,579.1500000000001
0.0,4510.TWO,-1.97%,高鋒,-36.6,0.2,⚪ 數據不足,2025,-1.02,2026-03,14.87%,-2.21,41.2000007629,1100.0,-197.14,543.13,🔄 轉虧為盈,556.87
48.0000014532381,3285.TWO,8.69%,微端,15.75,0.26,⚠️ 追價風險,2025,0.7,2026-03,28.61%,-19.66,50.4000015259,1200.0,-40.68,688.27,🚀 利潤擴張,511.73
38.328530259366,6902.TW,N/A,GOGOLOOK,52.05,1.64,⚠️ 追價風險,2025,1.58,2026-03,N/A,20.92,133.0,530.77,222.58,43.25,🚀 利潤擴張,487.52
0.0,6241.TWO,N/A,鑫永洋,-7.499999999999999,0.46,⚪ 數據不足,2025,-0.16,2026-03,N/A,5.06,14.9499998093,820.0,74.6,335.75,🔄 轉虧為盈,484.25
36.186441324576265,8440.TWO,N/A,綠電,8.850000000000001,0.22,⚠️ 追價風險,2025,0.31,2026-03,N/A,-6.1,21.3500003815,1200.0,-42.59,727.58,🚀 利潤擴張,472.41999999999996
0.0,4590.TW,-0.34%,富田-創,0.0,1.21,⚪ 數據不足,2025,2.72,2026-03,30.54%,-41.11,80.0,418.92,-1.45,-25.82,🧐 疑業外收益,444.74
43.448277177499996,2302.TW,11.05%,麗正,17.400000000000002,0.25,⚠️ 追價風險,2025,0.49,2026-03,36.04%,11.66,50.4000015259,600.0,-34.67,187.7,🚀 利潤擴張,412.3
