Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
0050.TW,元大台灣50,2026-05-06,看漲 FVG,97.4,94.28,102.27,✅ 已站穩,🟢 買進,0,81.69,2026-05-08,2,True
0056.TW,元大高股息,2026-05-07,看漲 FVG,44.29,43.68,46.5,⏳ 待回測,⚡結構突破,0,76.75,-,2,False
009816.TW,凱基台灣TOP50,2026-05-06,看漲 FVG,14.05,13.63,14.75,✅ 已站穩,🟢 買進,1,91.67,2026-05-08,2,True
2009.TW,第一銅,2026-05-06,看漲 FVG,38.5,37.96,40.43,❌ 已失效,實體破中線,0,30.47,-,3,False
2352.TW,佳世達,2026-05-06,看漲 FVG,25.0,24.83,26.25,❌ 已失效,實體破中線,1,59.35,-,3,False
2409.TW,友達,2026-05-06,看漲 FVG,18.05,17.91,18.95,❌ 已失效,實體破中線,0,33.33,-,3,False
2485.TW,兆赫,2026-05-05,看漲 FVG,64.7,64.18,67.94,💰 已達標,獲利點,1,37.69,-,3,False
3105.TWO,穩懋,2026-04-29,看漲 FVG,528.0,509.44,554.4,💰 已達標,獲利點,0,59.43,2026-05-04,3,False
3702.TW,大聯大,2026-05-07,看漲 FVG,105.5,103.98,110.78,⏳ 待回測,監控中,0,59.5,-,3,False
3714.TW,富采,2026-05-06,看跌 FVG,74.0,74.97,70.3,⚠️ 壓力確認,🔴 放空,1,55.2,2026-05-08,3,True
4142.TW,國光生,2026-05-05,看漲 FVG,17.85,17.66,18.74,❌ 已失效,實體破中線,1,48.33,2026-05-07,3,False
6136.TW,富爾特,2026-05-05,看跌 FVG,25.0,25.38,23.75,❌ 已失效,實體過中線,0,52.12,-,3,False
6188.TWO,廣明,2026-04-08,看漲 FVG,87.5,86.47,91.88,❌ 已失效,實體破中線,0,35.36,2026-04-10,3,False
7792.TWO,安葆,2026-05-06,看跌 FVG,334.5,341.7,317.77,💰 已達標,獲利點,0,38.13,-,3,False
8104.TW,錸寶,2026-04-27,看跌 FVG,34.2,34.77,32.49,❌ 已失效,實體過中線,0,58.98,2026-04-29,3,False
1721.TW,三晃,2026-05-06,看漲 FVG,27.45,26.57,28.82,💰 已達標,獲利點,1,68.35,-,4,False
2317.TW,鴻海,2026-05-06,看漲 FVG,250.0,238.8,262.5,✅ 已站穩,🟢 買進,1,81.12,2026-05-08,4,True
2327.TW,國巨*,2026-05-07,看漲 FVG,369.5,359.69,387.98,⏳ 待回測,⚡結構突破 ⚠️過熱,0,64.58,-,4,False
2367.TW,燿華,2026-04-24,看跌 FVG,60.8,61.41,57.76,💰 已達標,獲利點,0,30.25,-,4,False
6261.TWO,久元,2026-05-06,看漲 FVG,133.5,109.95,140.18,❌ 已失效,實體破中線,0,85.62,-,4,False
6806.TW,森崴能源,2026-05-05,看跌 FVG,20.85,21.21,19.81,❌ 已失效,實體過中線,0,54.44,-,4,False
