====================================================================================================
📊 全市場量子掃描明日盲測大盤觀測總表 (20260804 盤後計算適用)
====================================================================================================
股號          | 名稱          | 收盤       | 今日訊號       |      累積收益 |    次數 |       勝率 | 今日最佳特徵數值理由
----------------------------------------------------------------------------------------------------
00400A.TW    | 主動國泰動能高息   | 13.57      | ❄️ 空倉          |      +14.31% |     16 |    52.46% | [P:0.45] RSI:45.57|MACD:-0.38|KD_Diff:12.58|BIAS_20:1.12
00401A.TW    | 主動摩根台灣鑫收   | 12.92      | 🟢 持股           |      +11.09% |      9 |    55.00% | [P:0.52] RSI:45.49|MACD:-0.24|KD_Diff:11.81|BIAS_20:0.78
00402A.TW    | 主動安聯美國科技   | 9.57       | 🟢 持股           |       +0.00% |      1 |    45.45% | [P:0.50] [⚠️降級預設] RSI:41.43|MACD:-0.12|KD_Diff:14.56|D_Value:38.57
00403A.TW    | 主動統一升級50   | 9.54       | 🟢 持股           |       +6.59% |      3 |    54.17% | [P:0.50] [⚠️降級預設] RSI:40.22|MACD:-0.37|KD_Diff:12.40|D_Value:35.88
00404A.TW    | 主動聯博動能50   | 9.26       | 💥 賣出           |       -0.10% |      3 |    50.00% | [P:0.50] [⚠️降級預設] RSI:42.39|MACD:-0.23|KD_Diff:11.84|D_Value:44.18
00405A.TW    | 主動富邦台灣龍耀   | 7.90       | 🟢 持股           |       +0.00% |      1 |    36.36% | [P:0.50] [⚠️降級預設] RSI:42.41|MACD:-0.43|KD_Diff:12.95|D_Value:35.70
00406A.TW    | 主動中信台灣收益   | 8.97       | 🟢 持股           |       +0.00% |      1 |    47.06% | [P:0.50] [⚠️降級預設] RSI:41.27|MACD:-0.34|KD_Diff:9.90|D_Value:36.19
00407A.TW    | 主動凱基台灣     | 8.99       | 🟢 持股           |       +0.00% |      1 |    44.44% | [P:0.50] [⚠️降級預設] RSI:46.05|MACD:-0.29|KD_Diff:12.12|D_Value:43.63
0050.TW      | 元大台灣50     | 100.65     | ❄️ 空倉          |      +43.38% |     36 |    48.79% | [P:0.34] Vol_Ratio:0.44|BIAS_20:-1.40|MA_Slope:-0.27|BB_Upper:9.21
0052.TW      | 富邦科技       | 58.65      | 🚀 買進           |      +19.45% |     20 |    50.99% | [P:0.51] MACD:-0.94|D_Value:44.64|Vol_Ratio:0.70|BB_Upper:10.10
0053.TW      | 元大電子       | 226.80     | ❄️ 空倉          |      +37.00% |     22 |    48.76% | [P:0.50] [⚠️降級預設] RSI:42.59|MACD:-4.18|KD_Diff:12.72|D_Value:44.26
0056.TW      | 元大高股息      | 50.60      | 🟢 持股           |       +6.27% |     29 |    51.32% | [P:0.62] KD_Diff:15.06|Vol_Ratio:0.50|BB_Upper:6.99|MA_Bull:0.00
0061.TW      | 元大寶滬深      | 24.64      | 🟢 持股           |       +9.53% |     11 |    51.78% | [P:0.52] [⚠️降級預設] RSI:43.33|MACD:-0.13|KD_Diff:-2.38|D_Value:42.87
006201.TWO   | 元大富櫃50     | 41.20      | 🚀 買進           |      +66.52% |     44 |    50.10% | [P:0.53] Vol_Ratio:1.39|MA_Slope:-0.59|BB_Upper:19.46|MA_Bull:0.00
006203.TW    | 元大MSCI台灣   | 182.60     | 💥 賣出           |      +24.15% |     47 |    51.08% | [P:0.44] KD_Diff:12.12|D_Value:45.25|Vol_Ratio:0.57|MA_Bull:0.00
006205.TW    | 富邦上証       | 40.74      | 🚀 買進           |       +2.87% |     12 |    51.94% | [P:0.51] [⚠️降級預設] RSI:43.99|MACD:-0.06|KD_Diff:-9.72|D_Value:47.83
006208.TW    | 富邦台50      | 230.15     | ❄️ 空倉          |      +47.86% |     20 |    50.20% | [P:0.40] MACD:-3.72|D_Value:46.39|Vol_Ratio:0.49|BIAS_20:-1.65
00631L.TW    | 元大台灣50正2   | 32.15      | 🟢 持股           |      +10.59% |     19 |    50.12% | [P:0.62] KD_Diff:10.54|BIAS_20:-5.32|MA_Slope:-0.74|BB_Upper:22.77
00632R.TW    | 元大台灣50反1   | 10.63      | 🟢 持股           |       +4.64% |     11 |    57.10% | [P:0.51] MACD:0.13|D_Value:52.51|BIAS_20:0.66|MA_Slope:0.21
00633L.TW    | 富邦上証正2     | 48.91      | 🚀 買進           |       -0.75% |     24 |    49.31% | [P:0.51] MACD:-0.62|KD_Diff:-4.05|MA_Slope:-0.02|BB_Upper:6.57
00634R.TW    | 富邦上証反1     | 3.12       | ❄️ 空倉          |      -10.97% |     22 |    52.67% | [P:0.43] KD_Diff:3.90|D_Value:53.78|Vol_Ratio:0.61|MA_Slope:-0.03
00635U.TW    | 期元大S&P黃金   | 42.20      | ❄️ 空倉          |      +31.60% |     28 |    51.75% | [P:0.48] MACD:-0.35|D_Value:42.09|Vol_Ratio:0.51|MA_Bull:0.00
00637L.TW    | 元大滬深300正2  | 20.39      | ❄️ 空倉          |       -0.72% |     20 |    49.93% | [P:0.49] MACD:-0.22|KD_Diff:-4.29|BIAS_20:-1.00|BB_Upper:6.49
00638R.TW    | 元大滬深300反1  | 6.73       | ❄️ 空倉          |       -3.54% |      8 |    53.07% | [P:0.40] RSI:57.50|MACD:0.04|KD_Diff:7.04|D_Value:53.32
00639.TW     | 富邦深100     | 16.95      | 🟢 持股           |      +12.79% |     13 |    50.02% | [P:0.52] [⚠️降級預設] RSI:37.88|MACD:-0.34|KD_Diff:7.53|D_Value:32.79
00640L.TW    | 富邦日本正2     | 100.95     | ❄️ 空倉          |       +1.46% |     34 |    50.15% | [P:0.46] RSI:40.71|D_Value:48.59|Vol_Ratio:0.39|BIAS_20:-2.64
