股票代碼,訊號日期,訊號收盤,買入日期,買入價格,賣出日期,賣出價格,獲利%,raw_pnl,狀態,股票標的
2409.TW,2026-01-02,12.6,2026-01-05,12.9,2026-01-23,15.4,19.38%,0.1937984553437295,交易結束,2409.TW 友達
2409.TW,2026-03-12,17.25,2026-03-13,16.75,2026-03-17,15.8,-5.67%,-0.0567164065253731,交易結束,2409.TW 友達
4906.TW,2026-02-03,28.7,2026-02-04,28.8,2026-02-06,27.35,-5.03%,-0.050347183819787054,交易結束,4906.TW 正文
4906.TW,2026-03-19,33.65,2026-03-20,33.45,2026-03-25,31.15,-6.88%,-0.06875937494599309,交易結束,4906.TW 正文
4906.TW,2026-03-27,37.1,2026-03-30,36.3,持股中,37.6,3.58%,0.03581265190968227,續抱中,4906.TW 正文
6919.TW,2026-01-16,170.0,2026-01-19,172.0,2026-01-27,160.5,-6.69%,-0.06686046511627906,交易結束,6919.TW 康霈*
6213.TW,2026-02-25,146.5,2026-02-26,148.0,2026-03-05,127.0,-14.19%,-0.14189189189189189,交易結束,6213.TW 聯茂
6213.TW,2026-03-17,154.0,2026-03-18,159.0,2026-03-24,139.5,-12.26%,-0.12264150943396226,交易結束,6213.TW 聯茂
6147.TWO,2026-01-07,55.4,2026-01-08,55.4,2026-01-30,56.9,2.71%,0.027075811528610452,交易結束,6147.TWO 頎邦
6147.TWO,2026-03-17,65.4,2026-03-18,69.8,2026-04-01,75.4,8.02%,0.08022920099221367,交易結束,6147.TWO 頎邦
2419.TW,2026-01-08,26.65,2026-01-09,26.65,2026-01-23,30.7,15.20%,0.15197002635559342,交易結束,2419.TW 仲琦
2419.TW,2026-03-26,33.25,2026-03-27,33.2,持股中,33.75,1.66%,0.016566241700651133,續抱中,2419.TW 仲琦
3221.TWO,2026-01-14,26.1,2026-01-15,28.2,2026-01-23,25.75,-8.69%,-0.08687945732693837,交易結束,3221.TWO 台嘉碩
3221.TWO,2026-01-29,28.0,2026-01-30,28.75,2026-02-03,27.15,-5.57%,-0.05565218718260867,交易結束,3221.TWO 台嘉碩
3221.TWO,2026-02-04,31.15,2026-02-05,30.05,2026-02-09,28.6,-4.83%,-0.04825287495547816,交易結束,3221.TWO 台嘉碩
3221.TWO,2026-02-26,31.75,2026-03-02,31.5,2026-03-09,27.4,-13.02%,-0.13015874226984125,交易結束,3221.TWO 台嘉碩
3221.TWO,2026-03-30,36.85,2026-03-31,35.9,持股中,36.75,2.37%,0.0236768367122984,續抱中,3221.TWO 台嘉碩
3711.TW,2026-02-09,327.0,2026-02-10,358.0,2026-03-05,343.5,-4.05%,-0.040502793296089384,交易結束,3711.TW 日月光投控
3062.TW,2026-02-24,26.9,2026-02-25,27.4,2026-02-26,26.15,-4.56%,-0.045620438591394065,交易結束,3062.TW 建漢
3062.TW,2026-03-30,30.7,2026-03-31,30.7,持股中,31.5,2.61%,0.026058606424100617,續抱中,3062.TW 建漢
8046.TW,2026-01-13,268.0,2026-01-14,272.0,2026-02-03,378.0,38.97%,0.3897058823529412,交易結束,8046.TW 南電
8046.TW,2026-02-24,503.0,2026-02-25,530.0,2026-03-05,488.0,-7.92%,-0.07924528301886792,交易結束,8046.TW 南電
8046.TW,2026-03-16,566.0,2026-03-17,580.0,2026-03-25,510.0,-12.07%,-0.1206896551724138,交易結束,8046.TW 南電
2337.TW,2026-01-02,43.35,2026-01-05,47.65,2026-02-09,88.8,86.36%,0.8635886717345236,交易結束,2337.TW 旺宏
3714.TW,2026-01-26,37.9,2026-01-27,38.9,2026-01-30,36.05,-7.33%,-0.0732648374551461,交易結束,3714.TW 富采
3714.TW,2026-02-24,38.4,2026-02-25,38.6,2026-03-05,37.6,-2.59%,-0.02590673677541683,交易結束,3714.TW 富采
3714.TW,2026-03-06,39.15,2026-03-09,35.35,2026-03-10,37.65,6.51%,0.06506373836154916,交易結束,3714.TW 富采
3714.TW,2026-03-11,39.7,2026-03-12,39.3,2026-03-31,47.0,19.59%,0.1959287763962865,交易結束,3714.TW 富采
6274.TWO,2026-01-23,504.0,2026-01-26,512.0,2026-02-03,510.0,-0.39%,-0.00390625,交易結束,6274.TWO 台燿
5243.TW,2026-03-27,74.9,2026-03-30,73.7,持股中,86.0,16.69%,0.16689285700303427,續抱中,5243.TW 乙盛-KY
1582.TW,2026-01-26,70.2,2026-01-27,73.8,2026-02-02,68.0,-7.86%,-0.07859082401025105,交易結束,1582.TW 信錦
1582.TW,2026-02-26,72.7,2026-03-02,72.0,2026-03-23,84.1,16.81%,0.16805553436250006,交易結束,1582.TW 信錦
2484.TW,2026-01-13,23.0,2026-01-14,25.3,2026-02-02,27.05,6.92%,0.06916996256006974,交易結束,2484.TW 希華
2484.TW,2026-02-24,30.3,2026-02-25,31.25,2026-03-03,30.1,-3.68%,-0.03679998779200003,交易結束,2484.TW 希華
2484.TW,2026-03-27,30.9,2026-03-30,30.8,2026-03-31,28.8,-6.49%,-0.06493506654347281,交易結束,2484.TW 希華
