Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
00635U.TW,期元大S&P黃金,2026-04-23,看跌 FVG,49.46,50.05,46.99,⚠️ 壓力確認,🔴 放空,1,49.69,2026-04-27,1,False
00640L.TW,富邦日本正2,2026-04-23,看跌 FVG,91.2,92.16,86.64,❌ 已失效,實體過中線,0,54.6,-,1,False
00708L.TW,期元大S&P黃金正2,2026-04-23,看跌 FVG,98.7,100.3,93.77,⚠️ 壓力確認,🔴 放空,1,49.43,2026-04-27,1,False
00945B.TW,凱基美國非投等債,2026-04-21,看跌 FVG,14.44,14.52,13.72,⏳ 待回測,💎鑽石結構,0,69.68,-,1,False
1477.TW,聚陽,2026-04-20,看漲 FVG,222.0,216.41,233.1,❌ 已失效,實體破中線,1,30.36,2026-04-22,1,False
1514.TW,亞力,2026-04-14,看漲 FVG,109.0,106.47,114.45,💰 已達標,獲利點,0,43.94,2026-04-16,1,False
2250.TW,IKKA-KY,2026-04-15,看漲 FVG,63.4,62.19,66.57,❌ 已失效,實體破中線,1,55.47,2026-04-23,1,False
2397.TW,友通,2026-04-23,看跌 FVG,57.5,58.89,54.62,⏳ 待回測,💎鑽石結構,1,59.63,-,1,False
2630.TW,亞航,2026-04-16,看漲 FVG,48.85,47.46,51.29,💰 已達標,獲利點,1,46.35,-,1,False
3523.TWO,迎輝,2026-04-21,看漲 FVG,13.05,12.74,13.7,💰 已達標,獲利點,0,41.18,2026-04-23,1,False
4994.TW,傳奇,2026-04-01,看漲 FVG,97.1,96.12,101.95,💰 已達標,獲利點,0,52.31,-,1,False
6230.TW,尼得科超眾,2026-04-15,看漲 FVG,154.5,152.73,162.22,💰 已達標,獲利點,0,60.0,-,1,False
6244.TWO,茂迪,2026-04-15,看漲 FVG,28.6,26.91,30.03,❌ 已失效,實體破中線,1,54.85,2026-04-17,1,False
6547.TWO,高端疫苗,2026-04-14,看跌 FVG,52.2,53.26,49.59,💰 已達標,獲利點,0,44.93,-,1,False
6864.TWO,元樟生技,2026-04-22,看漲 FVG,59.8,57.71,62.79,⏳ 待回測,💎鑽石結構,0,44.53,-,1,False
6912.TWO,益鈞環科*,2026-03-03,看漲 FVG,19.0,18.81,19.95,💰 已達標,獲利點,1,71.43,-,1,False
6919.TW,康霈*,2026-04-24,看跌 FVG,98.2,108.04,93.29,⏳ 待回測,💎鑽石結構 🧹,0,53.71,-,1,False
6933.TW,AMAX-KY,2026-04-23,看跌 FVG,181.0,186.93,171.95,💰 已達標,獲利點,0,68.15,2026-04-27,1,False
7709.TWO,榮田,2026-04-24,看跌 FVG,71.1,72.16,67.54,⏳ 待回測,💎鑽石結構 🧹,0,53.03,-,1,False
7721.TW,微程式,2026-04-23,看跌 FVG,79.2,80.8,75.24,💰 已達標,獲利點,0,52.25,-,1,False
0050.TW,元大台灣50,2026-04-24,看漲 FVG,92.7,88.36,97.34,⏳ 待回測,⚡結構突破,0,94.2,-,2,False
