Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
0050.TW,元大台灣50,2026-04-24,看漲 FVG,92.7,88.36,97.34,⏳ 待回測,⚡結構突破,0,94.2,-,2,False
2009.TW,第一銅,2026-04-23,看跌 FVG,38.65,39.6,36.72,⏳ 待回測,⚡結構突破,0,35.63,-,2,False
2317.TW,鴻海,2026-04-22,看漲 FVG,218.0,211.94,228.9,💰 已達標,獲利點,1,83.17,2026-04-24,2,False
6136.TW,富爾特,2026-04-21,看漲 FVG,26.75,24.48,28.09,💰 已達標,獲利點,1,78.65,2026-04-23,2,False
7792.TWO,安葆,2026-04-08,看漲 FVG,341.0,314.92,358.05,💰 已達標,獲利點,1,63.6,-,2,False
0056.TW,元大高股息,2026-04-21,看漲 FVG,40.99,40.4,43.04,❌ 已失效,實體破中線,0,75.61,-,3,False
2327.TW,國巨*,2026-04-23,看跌 FVG,301.0,317.08,285.95,⚠️ 壓力確認,🔴 放空,0,67.06,2026-04-27,3,False
2352.TW,佳世達,2026-04-23,看跌 FVG,25.2,25.58,23.94,💰 已達標,獲利點,0,69.66,-,3,False
2409.TW,友達,2026-04-23,看跌 FVG,17.85,18.49,16.96,💰 已達標,獲利點,0,58.65,-,3,False
3702.TW,大聯大,2026-04-23,看跌 FVG,99.1,101.0,94.14,⏳ 待回測,監控中 🧹,0,63.07,-,3,False
4142.TW,國光生,2026-04-23,看跌 FVG,18.0,18.19,17.1,❌ 已失效,實體過中線,0,33.33,-,3,False
6188.TWO,廣明,2026-04-08,看漲 FVG,87.5,86.47,91.88,❌ 已失效,實體破中線,0,35.36,2026-04-10,3,False
8104.TW,錸寶,2026-04-23,看跌 FVG,36.25,37.39,34.44,💰 已達標,獲利點,0,58.63,-,3,False
009816.TW,凱基台灣TOP50,2026-04-24,看漲 FVG,13.11,12.7,13.77,⏳ 待回測,⚡結構突破 ⚠️過熱,0,94.74,-,4,False
1721.TW,三晃,2026-04-21,看漲 FVG,25.75,22.44,27.04,💰 已達標,獲利點,0,73.91,2026-04-23,4,False
2367.TW,燿華,2026-04-24,看跌 FVG,60.8,61.41,57.76,⏳ 待回測,⚡結構突破 ⚠️過熱,0,30.25,-,4,False
2485.TW,兆赫,2026-04-24,看跌 FVG,63.5,64.22,60.32,⏳ 待回測,⚡結構突破 ⚠️過熱,0,30.26,-,4,False
3105.TWO,穩懋,2026-04-21,看漲 FVG,598.0,589.04,627.9,❌ 已失效,實體破中線,0,82.5,-,4,False
3714.TW,富采,2026-04-23,看跌 FVG,71.8,72.36,68.21,💰 已達標,獲利點,0,68.42,-,4,False
6261.TWO,久元,2026-04-21,看漲 FVG,90.0,85.67,94.5,💰 已達標,獲利點,1,73.4,2026-04-23,4,False
6806.TW,森崴能源,2026-04-24,看跌 FVG,23.55,24.32,22.37,⏳ 待回測,監控中 ⚠️過熱,0,33.14,-,4,False
