eps_yoy,date,rev_yoy,gm,status,prev_year,name,pe,prev_eps_yoy,symbol,prev_rev_yoy,expansion,price,advice,est_price,eps,om,prev_eps
24500.0,2026-03,869.35,N/A,🚀 利潤擴張,2025,廣穎,22.164948453608247,16.48,4973.TWO,-3.19,23630.65,193.5,⚠️ 追價風險,130.95000000000002,7.46,N/A,2.11
6900.0,2026-03,98.33,56.66%,🏰 高護城河,2025,圓展,21.10119093029762,-44.61,3669.TW,-3.05,6801.67,35.4500007629,⚪ 中性觀察,25.199999999999996,0.7,7.42%,1.13
7900.0,2026-03,1231.2,N/A,🚀 利潤擴張,2025,今國光,41.853447618146554,222.67,6209.TW,50.65,6668.8,97.0999984741,⚠️ 追價風險,34.8,0.81,N/A,0.92
7150.0,2026-03,2528.26,62.07%,🏰 高護城河,2025,立萬利,16.79900668689826,590.0,3054.TW,26.61,4621.74,67.6999969482,⚪ 中性觀察,60.45,1.41,-188.65%,1.96
4133.33,2026-03,273.9,N/A,🚀 利潤擴張,2025,和成,5.335120541152815,-73.68,1810.TW,-6.18,3859.43,19.8999996185,💎 強力關注,55.95,3.64,N/A,0.05
5000.0,2026-03,1606.45,2.38%,🔄 轉虧為盈,2025,台塑,0.0,-731.58,1301.TW,-12.31,3393.55,51.7000007629,⚪ 數據不足,-48.45,0.51,-5.76%,-1.58
3400.0,2026-03,474.41,27.32%,🚀 利潤擴張,2025,欣厚-KY,13.902438559146342,660.0,4924.TWO,3.99,2925.59,11.3999996185,✅ 穩健價值,12.3,0.35,0.43%,0.38
3200.0,2026-03,564.36,N/A,🚀 利潤擴張,2025,金山電,60.18518518518519,48.33,8042.TWO,9.79,2635.64,195.0,⚠️ 追價風險,48.599999999999994,2.17,N/A,0.89
2960.0,2026-03,405.72,82.96%,🏰 高護城河,2025,統一證,8.118196075101089,0.0,2855.TW,3.92,2554.2799999999997,52.2000007629,💎 強力關注,96.44999999999999,1.43,34.40%,3.0
3050.0,2026-03,667.05,31.80%,🚀 利潤擴張,2025,穩懋,89.94889267461669,120.99,3105.TWO,-4.69,2382.95,528.0,⚠️ 追價風險,88.05,1.26,13.87%,4.0
2733.33,2026-03,395.99,27.15%,🚀 利潤擴張,2025,新紡,3.6726873822714827,41.38,1419.TW,12.31,2337.34,67.0999984741,💎 強力關注,274.05000000000007,9.37,10.89%,4.11
2900.0,2026-03,726.37,15.86%,🚀 利潤擴張,2025,一詮,453.2786885245901,175.0,2486.TW,10.09,2173.63,276.5,⚠️ 追價風險,9.150000000000002,0.29,1.35%,0.22
1900.0,2026-03,205.99,24.41%,🚀 利潤擴張,2025,虹光,10.28566771538793,110.31,2380.TW,13.61,1694.01,23.8627490997,💎 強力關注,34.800000000000004,0.4,0.24%,0.72
3400.0,2026-03,1769.87,11.81%,🚀 利潤擴張,2025,嘉晶,665.7894736842107,-92.39,3016.TW,-5.25,1630.13,126.5,⚠️ 追價風險,2.849999999999999,0.35,4.89%,0.07
2900.0,2026-03,1383.79,9.25%,🚀 利潤擴張,2025,南亞,74.73118279569891,35.71,1303.TW,0.12,1516.21,139.0,⚠️ 追價風險,27.900000000000006,1.8,2.06%,0.57
2366.67,2026-03,1031.36,8.40%,🚀 利潤擴張,2025,映泰,38.74999938475808,275.0,2399.TW,-14.09,1335.3100000000002,48.0499992371,⚠️ 追價風險,18.599999999999998,1.48,-12.67%,0.15
2200.0,2026-03,974.97,14.61%,🚀 利潤擴張,2025,永純,33.13725415392157,50.0,4711.TWO,-4.5,1225.03,16.8999996185,⚠️ 追價風險,7.65,0.23,2.47%,0.15
1300.0,2026-03,142.36,41.46%,🚀 利潤擴張,2025,中纖,24.048779650487802,250.0,1718.TW,-0.24,1157.6399999999999,9.8599996567,⚠️ 追價風險,6.15,0.17,18.72%,0.09
1275.0,2026-03,120.91,69.49%,🏰 高護城河,2025,倚強科,16.555555555555557,406.67,3219.TWO,49.68,1154.09,74.5,⚪ 中性觀察,67.5,0.48,-15.39%,1.52
1600.0,2026-03,536.39,N/A,🚀 利潤擴張,2025,邑昇,88.2432473672973,-17.95,5291.TWO,9.81,1063.6100000000001,65.3000030518,⚠️ 追價風險,11.1,0.17,N/A,0.31
1100.0,2026-03,117.67,68.55%,🏰 高護城河,2025,星通,13.575525812619505,-6.25,3025.TW,4.27,982.33,71.0,✅ 穩健價值,78.44999999999999,0.6,43.45%,3.45
2600.0,2026-03,1792.89,N/A,🚀 利潤擴張,2025,十銓,6.237402015677492,110.31,4967.TW,2.46,807.1099999999999,278.5,💎 強力關注,669.75,27.0,N/A,13.06
1014.29,2026-03,280.55,24.10%,🚀 利潤擴張,2025,所羅門,113.55932203389833,46.43,2359.TW,21.27,733.74,134.0,⚠️ 追價風險,17.699999999999996,0.78,2.82%,1.23
1211.11,2026-03,496.76,-78.82%,🔄 轉虧為盈,2025,中化生,0.0,-566.18,1762.TW,-40.26,714.3499999999999,35.5,⚪ 數據不足,-85.05,1.64,-143.69%,-4.39
2666.67,2026-03,2018.02,32.33%,🚀 利潤擴張,2025,晶豪科,98.14049586776862,-51.41,3006.TW,8.08,648.6500000000001,237.5,⚠️ 追價風險,36.29999999999999,7.22,20.25%,0.87
1100.0,2026-03,510.23,17.62%,🔄 轉虧為盈,2025,盟立,0.0,-266.0,2464.TW,-10.95,589.77,172.0,⚪ 數據不足,-26.55,0.24,-3.37%,-0.84
2067.82,2026-03,1484.6,61.62%,🏰 高護城河,2025,創見,7.960644007155635,140.33,2451.TW,69.84,583.2200000000003,311.5,💎 強力關注,586.95,18.93,55.59%,12.98
806.67,2026-03,224.53,-40.24%,🔄 轉虧為盈,2025,台鋼建設,6.403061321785713,89.09,3521.TWO,58.31,582.14,12.5500001907,💎 強力關注,29.400000000000006,2.12,-147.39%,-0.07
1763.64,2026-03,1184.49,20.96%,🚀 利潤擴張,2025,南港,15.906863119068625,-68.84,2101.TW,-44.61,579.1500000000001,32.4500007629,✅ 穩健價值,30.6,1.86,4.39%,1.01
1100.0,2026-03,543.13,14.87%,🔄 轉虧為盈,2025,高鋒,0.0,-197.14,4510.TWO,-2.21,556.87,45.2999992371,⚪ 數據不足,-36.6,0.2,-1.97%,-1.02
1200.0,2026-03,688.27,28.61%,🚀 利潤擴張,2025,微端,48.76190548847619,-40.68,3285.TWO,-19.66,511.73,51.2000007629,⚠️ 追價風險,15.75,0.26,8.69%,0.7
530.77,2026-03,43.25,N/A,🚀 利潤擴張,2025,GOGOLOOK,38.328530259366,222.58,6902.TW,20.92,487.52,133.0,⚠️ 追價風險,52.05,1.64,N/A,1.58
820.0,2026-03,335.75,N/A,🔄 轉虧為盈,2025,鑫永洋,0.0,74.6,6241.TWO,5.06,484.25,14.3500003815,⚪ 數據不足,-7.499999999999999,0.46,N/A,-0.16
1200.0,2026-03,727.58,N/A,🚀 利潤擴張,2025,綠電,37.711864406779654,-42.59,8440.TWO,-6.1,472.41999999999996,22.25,⚠️ 追價風險,8.850000000000001,0.22,N/A,0.31
418.92,2026-03,-25.82,30.54%,🧐 疑業外收益,2025,富田-創,0.0,-1.45,4590.TW,-41.11,444.74,78.0,⚪ 數據不足,0.0,1.21,-0.34%,2.72
600.0,2026-03,187.7,36.04%,🚀 利潤擴張,2025,麗正,40.51724137931034,-34.67,2302.TW,11.66,412.3,47.0,⚠️ 追價風險,17.400000000000002,0.25,11.05%,0.49
1037.5,2026-03,646.87,41.86%,🚀 利潤擴張,2025,華邦電,80.33088235294119,576.92,2344.TW,9.55,390.63,218.5,⚠️ 追價風險,40.8,2.25,15.37%,0.88
387.5,2026-03,6.45,N/A,🚀 利潤擴張,2025,宏�砦C戲-創,0.0,5.88,6908.TW,28.36,381.05,38.75,⚪ 數據不足,0.0,0.41,N/A,1.44
715.79,2026-03,359.78,N/A,🚀 利潤擴張,2025,應廣,18.84191176470588,-49.65,6716.TWO,-15.3,356.01,102.5,⚪ 中性觀察,81.60000000000001,1.59,N/A,2.19
380.0,2026-03,37.41,N/A,🚀 利潤擴張,2025,寶碩,23.07692307692308,207.35,5210.TWO,9.95,342.59000000000003,30.0,⚠️ 追價風險,19.499999999999996,0.24,N/A,0.73
1090.0,2026-03,750.53,N/A,🔄 轉虧為盈,2025,鈺鎧,0.0,90.52,5228.TWO,25.85,339.47,75.5,⚪ 數據不足,-8.4,0.99,N/A,-0.2
517.65,2026-03,179.43,N/A,🚀 利潤擴張,2025,亞洲藏壽司,11.021069692058347,1.73,2754.TWO,5.96,338.21999999999997,68.0,💎 強力關注,92.55,1.42,N/A,2.35
550.0,2026-03,237.41,42.07%,🚀 利潤擴張,2025,旭然,43.69318268517045,170.59,4556.TWO,-3.75,312.59000000000003,76.9000015259,⚠️ 追價風險,26.4,0.13,14.30%,0.92
650.0,2026-03,343.32,30.11%,🚀 利潤擴張,2025,協禧,19.190751886069364,-29.63,3071.TWO,-5.82,306.68,33.2000007629,⚪ 中性觀察,25.95,0.15,7.94%,0.57
1143.3,2026-03,849.86,N/A,🚀 利潤擴張,2025,群聯,18.09469317694178,3.78,8299.TWO,23.29,293.43999999999994,2530.0,⚪ 中性觀察,2097.2999999999997,68.8,N/A,41.98
546.67,2026-03,270.3,N/A,🔄 轉虧為盈,2025,慧智,0.0,-150.59,6615.TWO,-14.91,276.36999999999995,34.5,⚪ 數據不足,-2.2499999999999996,0.67,N/A,-0.43
640.0,2026-03,371.03,N/A,🚀 利潤擴張,2025,康舒,0.0,550.0,6282.TW,0.1,268.97,58.0999984741,⚪ 數據不足,-9.150000000000002,0.27,N/A,0.18
445.45,2026-03,186.87,N/A,🔄 轉虧為盈,2025,三貝德,0.0,55.83,8489.TWO,5.03,258.58,22.1499996185,⚪ 數據不足,-20.1,0.38,N/A,-0.76
701.79,2026-03,473.51,18.73%,🚀 利潤擴張,2025,事欣科,12.905236907730673,8050.0,4916.TW,0.89,228.27999999999997,103.5,✅ 穩健價值,120.3,4.49,8.07%,1.77
518.75,2026-03,292.4,N/A,🚀 利潤擴張,2025,銘旺實,5.5272108843537415,-66.67,4432.TWO,-3.15,226.35000000000002,16.25,💎 強力關注,44.1,2.97,N/A,0.88
350.0,2026-03,132.31,35.38%,🚀 利潤擴張,2025,中美實,10.357142467857143,51.72,4702.TWO,-61.59,217.69,10.1499996185,💎 強力關注,14.700000000000001,0.45,-88.29%,0.88
512.9,2026-03,297.67,N/A,🚀 利潤擴張,2025,東哥遊艇,4.588271042236402,33.97,8478.TW,5.83,215.22999999999996,151.0,💎 強力關注,493.65000000000003,3.8,N/A,13.25
