date,eps,price,pe,est_price,gm,eps_yoy,expansion,symbol,advice,rev_yoy,prev_year,prev_eps,prev_rev_yoy,om,prev_eps_yoy,name,status
2026-03,7.46,157.5,18.04123711340206,130.95000000000002,N/A,24500.0,23630.65,4973.TWO,⚪ 中性觀察,869.35,2025,2.11,-3.19,N/A,16.48,廣穎,🚀 利潤擴張
2026-03,0.7,37.4500007629,22.291667120773813,25.199999999999996,56.66%,6900.0,6801.67,3669.TW,⚠️ 追價風險,98.33,2025,1.13,-3.05,7.42%,-44.61,圓展,🏰 高護城河
2026-03,0.81,67.8000030518,29.224139246465523,34.8,N/A,7900.0,6668.8,6209.TW,⚠️ 追價風險,1231.2,2025,0.92,50.65,N/A,222.67,今國光,🚀 利潤擴張
2026-03,1.41,51.9000015259,12.87841228930521,60.45,62.07%,7150.0,4621.74,3054.TW,✅ 穩健價值,2528.26,2025,1.96,26.61,-188.65%,590.0,立萬利,🏰 高護城河
2026-03,3.64,25.1499996185,6.742627243565684,55.95,N/A,4133.33,3859.43,1810.TW,💎 強力關注,273.9,2025,0.05,-6.18,N/A,-73.68,和成,🚀 利潤擴張
2026-03,0.51,57.0,0.0,-48.45,2.38%,5000.0,3393.55,1301.TW,⚪ 數據不足,1606.45,2025,-1.58,-12.31,-5.76%,-731.58,台塑,🔄 轉虧為盈
2026-03,0.35,9.7399997711,11.878048501341464,12.3,27.32%,3400.0,2925.59,4924.TWO,💎 強力關注,474.41,2025,0.38,3.99,0.43%,660.0,欣厚-KY,🚀 利潤擴張
2026-03,2.17,99.0,30.555555555555557,48.599999999999994,N/A,3200.0,2635.64,8042.TWO,⚠️ 追價風險,564.36,2025,0.89,9.79,N/A,48.33,金山電,🚀 利潤擴張
2026-03,1.43,46.2000007629,7.185070103094867,96.44999999999999,82.96%,2960.0,2554.2799999999997,2855.TW,💎 強力關注,405.72,2025,3.0,3.92,34.40%,0.0,統一證,🏰 高護城河
2026-03,1.26,355.0,60.477001703577514,88.05,31.80%,3050.0,2382.95,3105.TWO,⚠️ 追價風險,667.05,2025,4.0,-4.69,13.87%,120.99,穩懋,🚀 利潤擴張
2026-03,9.37,66.0,3.6124794745484397,274.05000000000007,27.15%,2733.33,2337.34,1419.TW,💎 強力關注,395.99,2025,4.11,12.31,10.89%,41.38,新紡,🚀 利潤擴張
2026-03,0.29,249.0,408.19672131147536,9.150000000000002,15.86%,2900.0,2173.63,2486.TW,⚠️ 追價風險,726.37,2025,0.22,10.09,1.35%,175.0,一詮,🚀 利潤擴張
2026-03,0.4,19.2000007629,8.275862397801724,34.800000000000004,24.41%,1900.0,1694.01,2380.TW,💎 強力關注,205.99,2025,0.72,13.61,0.24%,110.31,虹光,🚀 利潤擴張
2026-03,0.35,100.0,526.3157894736844,2.849999999999999,11.81%,3400.0,1630.13,3016.TW,⚠️ 追價風險,1769.87,2025,0.07,-5.25,4.89%,-92.39,嘉晶,🚀 利潤擴張
2026-03,1.8,180.0,96.77419354838707,27.900000000000006,9.25%,2900.0,1516.21,1303.TW,⚠️ 追價風險,1383.79,2025,0.57,0.12,2.06%,35.71,南亞,🚀 利潤擴張
2026-03,1.48,47.75,38.50806451612904,18.599999999999998,8.40%,2366.67,1335.3100000000002,2399.TW,⚠️ 追價風險,1031.36,2025,0.15,-14.09,-12.67%,275.0,映泰,🚀 利潤擴張
2026-03,0.23,16.75,32.84313725490196,7.65,14.61%,2200.0,1225.03,4711.TWO,⚠️ 追價風險,974.97,2025,0.15,-4.5,2.47%,50.0,永純,🚀 利潤擴張
2026-03,0.17,10.75,26.21951219512195,6.15,41.46%,1300.0,1157.6399999999999,1718.TW,⚠️ 追價風險,142.36,2025,0.09,-0.24,18.72%,250.0,中纖,🚀 利潤擴張
2026-03,0.48,76.8000030518,17.066667344844447,67.5,69.49%,1275.0,1154.09,3219.TWO,⚪ 中性觀察,120.91,2025,1.52,49.68,-15.39%,406.67,倚強科,🏰 高護城河
2026-03,0.17,56.0999984741,75.81080874878378,11.1,N/A,1600.0,1063.6100000000001,5291.TWO,⚠️ 追價風險,536.39,2025,0.31,9.81,N/A,-17.95,邑昇,🚀 利潤擴張
2026-03,0.6,55.9000015259,10.688336811835565,78.44999999999999,68.55%,1100.0,982.33,3025.TW,💎 強力關注,117.67,2025,3.45,4.27,43.45%,-6.25,星通,🏰 高護城河
2026-03,27.0,278.0,6.226203807390817,669.75,N/A,2600.0,807.1099999999999,4967.TW,💎 強力關注,1792.89,2025,13.06,2.46,N/A,110.31,十銓,🚀 利潤擴張
2026-03,0.78,145.5,123.30508474576274,17.699999999999996,24.10%,1014.29,733.74,2359.TW,⚠️ 追價風險,280.55,2025,1.23,21.27,2.82%,46.43,所羅門,🚀 利潤擴張
2026-03,1.64,36.2000007629,0.0,-85.05,-78.82%,1211.11,714.3499999999999,1762.TW,⚪ 數據不足,496.76,2025,-4.39,-40.26,-143.69%,-566.18,中化生,🔄 轉虧為盈
2026-03,7.22,282.0,116.52892561983474,36.29999999999999,32.33%,2666.67,648.6500000000001,3006.TW,⚠️ 追價風險,2018.02,2025,0.87,8.08,20.25%,-51.41,晶豪科,🚀 利潤擴張
2026-03,0.24,187.5,0.0,-26.55,17.62%,1100.0,589.77,2464.TW,⚪ 數據不足,510.23,2025,-0.84,-10.95,-3.37%,-266.0,盟立,🔄 轉虧為盈
2026-03,18.93,316.0,8.07564528494761,586.95,61.62%,2067.82,583.2200000000003,2451.TW,💎 強力關注,1484.6,2025,12.98,69.84,55.59%,140.33,創見,🏰 高護城河
2026-03,2.12,12.1000003815,6.173469582397957,29.400000000000006,-40.24%,806.67,582.14,3521.TWO,💎 強力關注,224.53,2025,-0.07,58.31,-147.39%,89.09,台鋼建設,🔄 轉虧為盈
2026-03,1.86,33.5,16.42156862745098,30.6,20.96%,1763.64,579.1500000000001,2101.TW,⚪ 中性觀察,1184.49,2025,1.01,-44.61,4.39%,-68.84,南港,🚀 利潤擴張
2026-03,0.2,43.4000015259,0.0,-36.6,14.87%,1100.0,556.87,4510.TWO,⚪ 數據不足,543.13,2025,-1.02,-2.21,-1.97%,-197.14,高鋒,🔄 轉虧為盈
2026-03,0.26,37.0999984741,35.33333188009524,15.75,28.61%,1200.0,511.73,3285.TWO,⚠️ 追價風險,688.27,2025,0.7,-19.66,8.69%,-40.68,微端,🚀 利潤擴張
2026-03,1.64,126.0,36.31123919308357,52.05,N/A,530.77,487.52,6902.TW,⚠️ 追價風險,43.25,2025,1.58,20.92,N/A,222.58,GOGOLOOK,🚀 利潤擴張
2026-03,0.46,18.9818592072,0.0,-7.499999999999999,N/A,820.0,484.25,6241.TWO,⚪ 數據不足,335.75,2025,-0.16,5.06,N/A,74.6,鑫永洋,🔄 轉虧為盈
2026-03,0.22,20.6499996185,34.999999353389825,8.850000000000001,N/A,1200.0,472.41999999999996,8440.TWO,⚠️ 追價風險,727.58,2025,0.31,-6.1,N/A,-42.59,綠電,🚀 利潤擴張
2026-03,1.21,85.8000030518,0.0,0.0,30.54%,418.92,444.74,4590.TW,⚪ 數據不足,-25.82,2025,2.72,-41.11,-0.34%,-1.45,富田-創,🧐 疑業外收益
2026-03,0.25,42.6500015259,36.76724269474138,17.400000000000002,36.04%,600.0,412.3,2302.TW,⚠️ 追價風險,187.7,2025,0.49,11.66,11.05%,-34.67,麗正,🚀 利潤擴張
2026-03,2.25,177.0,65.07352941176471,40.8,41.86%,1037.5,390.63,2344.TW,⚠️ 追價風險,646.87,2025,0.88,9.55,15.37%,576.92,華邦電,🚀 利潤擴張
2026-03,0.41,30.25,0.0,0.0,N/A,387.5,381.05,6908.TW,⚪ 數據不足,6.45,2025,1.44,28.36,N/A,5.88,宏�砦C戲-創,🚀 利潤擴張
2026-03,1.59,122.5,22.518382352941174,81.60000000000001,N/A,715.79,356.01,6716.TWO,⚠️ 追價風險,359.78,2025,2.19,-15.3,N/A,-49.65,應廣,🚀 利潤擴張
2026-03,0.24,28.6000003815,22.00000029346154,19.499999999999996,N/A,380.0,342.59000000000003,5210.TWO,⚠️ 追價風險,37.41,2025,0.73,9.95,N/A,207.35,寶碩,🚀 利潤擴張
2026-03,0.99,40.8499984741,0.0,-8.4,N/A,1090.0,339.47,5228.TWO,⚪ 數據不足,750.53,2025,-0.2,25.85,N/A,90.52,鈺鎧,🔄 轉虧為盈
2026-03,1.42,69.0999984741,11.199351454473259,92.55,N/A,517.65,338.21999999999997,2754.TWO,💎 強力關注,179.43,2025,2.35,5.96,N/A,1.73,亞洲藏壽司,🚀 利潤擴張
2026-03,0.13,74.3000030518,42.215910824886365,26.4,42.07%,550.0,312.59000000000003,4556.TWO,⚠️ 追價風險,237.41,2025,0.92,-3.75,14.30%,170.59,旭然,🚀 利潤擴張
