股票代碼,訊號日期,訊號收盤,買入日期,買入價格,賣出日期,賣出價格,獲利%,raw_pnl,狀態,股票標的
2409.TW,2026-01-02,12.6,2026-01-05,12.9,2026-01-23,15.4,19.38%,0.1937984553437295,交易結束,2409.TW 友達
2409.TW,2026-03-12,17.25,2026-03-13,16.75,2026-03-17,15.8,-5.67%,-0.0567164065253731,交易結束,2409.TW 友達
6147.TWO,2026-01-07,55.4,2026-01-08,55.4,2026-01-30,56.9,2.71%,0.027075811528610452,交易結束,6147.TWO 頎邦
6147.TWO,2026-03-17,65.4,2026-03-18,69.8,2026-04-01,75.4,8.02%,0.08022920099221367,交易結束,6147.TWO 頎邦
1309.TW,2026-01-12,11.7,2026-01-13,11.65,2026-01-22,11.75,0.86%,0.008583724014994845,交易結束,1309.TW 台達化
1309.TW,2026-01-26,12.85,2026-01-27,12.9,2026-02-03,11.7,-9.30%,-0.09302324377429215,交易結束,1309.TW 台達化
1309.TW,2026-03-06,13.95,2026-03-09,15.3,持股中,23.1,50.98%,0.5098039276849928,續抱中,1309.TW 台達化
3037.TW,2026-01-13,254.0,2026-01-14,255.5,2026-02-09,355.0,38.94%,0.38943248532289626,交易結束,3037.TW 欣興
3714.TW,2026-01-26,37.9,2026-01-27,38.9,2026-01-30,36.05,-7.33%,-0.0732648374551461,交易結束,3714.TW 富采
3714.TW,2026-02-24,38.4,2026-02-25,38.6,2026-03-05,37.6,-2.59%,-0.02590673677541683,交易結束,3714.TW 富采
3714.TW,2026-03-06,39.15,2026-03-09,35.35,2026-03-10,37.65,6.51%,0.06506373836154916,交易結束,3714.TW 富采
3714.TW,2026-03-11,39.7,2026-03-12,39.3,2026-03-31,47.0,19.59%,0.1959287763962865,交易結束,3714.TW 富采
1305.TW,2026-01-07,11.35,2026-01-08,11.75,2026-02-03,11.8,0.43%,0.0042553353787234465,交易結束,1305.TW 華夏
1305.TW,2026-03-06,13.25,2026-03-09,14.55,2026-03-12,13.3,-8.59%,-0.08591065179497173,交易結束,1305.TW 華夏
2481.TW,2026-01-16,91.5,2026-01-19,92.3,2026-01-26,90.0,-2.49%,-0.024918775468611976,交易結束,2481.TW 強茂
2481.TW,2026-03-17,104.0,2026-03-18,105.0,2026-03-23,91.3,-13.05%,-0.13047616141142854,交易結束,2481.TW 強茂
5243.TW,2026-03-27,74.9,2026-03-30,73.7,持股中,90.0,22.12%,0.22116694337526843,續抱中,5243.TW 乙盛-KY
8039.TW,2026-01-23,94.2,2026-01-26,95.2,2026-01-30,90.9,-4.52%,-0.045168020589745436,交易結束,8039.TW 台虹
6168.TW,2026-01-07,20.8,2026-01-08,20.8,2026-01-12,19.8,-4.81%,-0.04807692484028298,交易結束,6168.TW 宏齊
6168.TW,2026-01-21,21.2,2026-01-22,21.3,2026-02-02,20.3,-4.69%,-0.046948358489056465,交易結束,6168.TW 宏齊
6168.TW,2026-03-16,22.9,2026-03-17,23.0,2026-03-31,22.9,-0.43%,-0.004347842673913011,交易結束,6168.TW 宏齊
3167.TW,2026-01-13,241.5,2026-01-14,245.0,2026-01-19,225.0,-8.16%,-0.08163265306122448,交易結束,3167.TW 大量
3167.TW,2026-02-10,275.5,2026-02-11,279.0,2026-03-05,279.0,0.00%,0.0,交易結束,3167.TW 大量
3167.TW,2026-03-11,323.0,2026-03-12,355.0,2026-03-24,330.0,-7.04%,-0.07042253521126761,交易結束,3167.TW 大量
2426.TW,2026-03-05,20.75,2026-03-06,21.55,2026-03-25,34.35,59.40%,0.593967503022636,交易結束,2426.TW 鼎元
